average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
116,328,0,0,0,2248.5793,2300,18,0,132,3523,49600,43459,Heidelberglaan,0,0,0
115,357,0,0,0,2250.8425,2302,19,0,159,3455,49614,43536,Heidelberglaan,0,0,0
114,344,0,0,0,2250.4746,2309,19,0,163,3334,49549,43506,Kromme Rijn,0,214,2.970297
119,420,0,0,0,2249.4211,2301,19,0,155,3444,46878,43480,Vaartsche Rijn,65,269,2.970297
117,364,0,0,0,2251.2896,2309,19,0,162,3497,52307,43415,UMC,0,245,3
118,393,0,0,0,2251.974,2307,19,0,151,3513,52288,43440,Vaartsche Rijn,0,289,3
117,346,0,0,0,2249.4736,2305,19,0,148,3521,52239,43411,Vaartsche Rijn,0,131,2
118,387,0,0,0,2251.3687,2302,19,0,154,3499,46904,43456,Vaartsche Rijn,0,63,1
116,365,0,0,0,2250.0813,2309,18,0,152,3453,49646,43429,WKZ,0,100,1.0204082
119,336,0,0,0,2248.2637,2305,19,0,164,3473,52292,43400,UMC,0,82,1
118,319,0,0,0,2249.0264,2301,19,0,171,3538,52316,43492,Heidelberglaan,0,160,2
117,408,0,0,0,2253.4058,2308,19,0,150,3533,52297,43411,UMC,0,128,2.0408163
117,343,0,0,0,2250,2307,19,0,141,3541,49594,43455,Kromme Rijn,0,0,0
119,368,0,0,0,2249.3945,2309,19,0,141,3493,52298,43483,WKZ,0,203,3
117,336,0,0,0,2247.5789,2302,19,0,155,3536,52301,43428,Vaartsche Rijn,0,179,2
119,324,0,0,0,2250,2303,19,0,128,3507,52285,43497,Kromme Rijn,0,100,1
127,543,0,0,0,2240.1626,2308,20,0,330,3546,46927,43713,Vaartsche Rijn,364,935,7.142857
118,560,0,0,0,2260.5,2598,19,0,165,3512,49514,43426,Vaartsche Rijn,348,475,4
121,356,0,0,0,2248.3948,2307,18,0,169,3408,52306,43507,WKZ,0,0,0
118,338,0,0,0,2250.9207,2285,19,0,182,3566,49564,43495,Kromme Rijn,0,101,1
115,356,0,0,0,2249.947,2298,20,0,150,3564,49621,43425,Galgenwaard,0,155,2
116,319,0,0,0,2248.8162,2305,19,0,158,3489,52333,43523,Heidelberglaan,0,74,1
117,381,0,0,0,2250.2896,2294,19,0,242,3601,44235,43541,Vaartsche Rijn,0,211,2
117,377,0,0,0,2248.5,2272,19,0,167,3479,49616,43431,UMC,0,271,3
118,385,0,0,0,2259.631,2508,19,0,177,3545,49558,43461,Heidelberglaan,258,154,1.980198
118,363,0,0,0,2247.0266,2299,19,0,138,3550,52280,43422,UMC,0,65,1
118,332,0,0,0,2249.9995,2308,19,0,148,3515,46912,43447,Heidelberglaan,0,61,1
116,352,0,0,0,2250,2278,19,0,158,3437,44227,43380,Kromme Rijn,0,156,1.980198
118,349,0,0,0,2248.842,2304,18,0,144,3469,49623,43378,Padualaan,0,66,1
118,377,0,0,0,2249.7104,2304,19,0,174,3450,46885,43394,Kromme Rijn,0,247,2
120,516,0,0,0,2257.8684,2583,19,0,149,3527,52306,43436,Kromme Rijn,333,384,3
119,370,0,0,0,2248.158,2253,19,0,198,3467,52295,43525,UMC,70,251,3.960396
127,496,0,0,0,2239.973,2308,19,0,202,3414,52344,43499,WKZ,437,343,6.122449
117,542,0,0,0,2257.9473,2514,20,0,136,3548,46877,43457,UMC,264,320,2
117,499,0,0,0,2260.421,2503,18,0,145,3396,49603,43385,Vaartsche Rijn,308,279,2
120,403,0,0,0,2250,2305,19,0,129,3481,52274,43419,UMC,0,129,2
116,313,0,0,0,2249.0789,2302,20,0,167,3578,46901,43411,Vaartsche Rijn,0,81,0.990099
116,366,0,0,0,2250.395,2292,19,0,160,3500,49621,43489,Kromme Rijn,0,174,2
117,373,0,0,0,2249.027,2297,19,0,145,3411,52347,43420,Kromme Rijn,0,141,1.0204082
120,342,0,0,0,2248.1843,2301,19,0,173,3526,41506,43484,Vaartsche Rijn,74,256,3
119,674,0,0,0,2258.8684,2617,19,0,142,3508,49584,43390,Kromme Rijn,367,565,4.9504952
117,556,0,0,0,2259.7104,2589,19,0,141,3490,52304,43507,Heidelberglaan,339,308,3
117,350,0,0,0,2250.605,2301,19,0,151,3416,49619,43421,Kromme Rijn,0,90,1
118,527,0,0,0,2260.1062,2556,19,0,171,3441,52268,43442,Heidelberglaan,306,247,2
117,338,0,0,0,2250.4473,2301,20,0,179,3531,46901,43437,Centraal Station,0,228,2
119,357,0,0,0,2249.5789,2296,18,0,148,3426,49589,43512,Heidelberglaan,0,88,0.990099
122,393,0,0,0,2250.8948,2302,19,0,179,3540,49599,43428,WKZ,0,381,3.960396
121,395,0,0,0,2251.7627,2298,19,0,171,3483,49599,43443,Padualaan,0,263,3
117,531,0,0,0,2260.158,2574,19,0,141,3432,52218,43425,UMC,324,410,3
119,378,0,0,0,2248.5793,2281,20,0,168,3624,46952,43508,Vaartsche Rijn,0,274,2.970297
