average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
236,2378,87,87,228.2918823380886,2400,2400,137,0,420,7839,35730,36452,WKZ,0,1502,34.210526
253,2754,118,118,495.6671167300847,2400,2400,139,0,420,8052,37928,36404,WKZ,0,1087,21.052631
266,2816,139,139,436.0829896262967,2398.8464,2400,141,0,420,7995,37943,36322,UMC,0,1233,27.027027
262,2781,112,112,536.8628416646146,2400,2400,140,0,420,7995,35684,36545,Kromme Rijn,0,1280,26.31579
257,3254,148,148,177.00098814229247,2400,2400,141,0,420,8075,40171,36316,Heidelberglaan,0,1278,24.324324
260,2789,121,121,385.91654247391955,2400,2400,140,0,420,7993,37936,36357,WKZ,0,1246,35.135136
257,3212,96,96,329.248325477549,2400,2400,140,0,420,7952,40204,36451,Kromme Rijn,0,997,24.324324
269,2777,136,136,729.512613274553,2400,2400,141,0,420,8051,37938,36417,Kromme Rijn,0,1043,24.324324
245,2434,157,157,354.5219638242894,2400,2453,144,0,420,8039,40202,36433,Kromme Rijn,0,1415,29.72973
260,3211,92,92,467.6282051282051,2400,2400,145,0,420,8073,37960,36406,WKZ,0,1719,35.135136
232,1930,91,91,203.6054335406881,2401.75,2439,140,0,420,7912,35678,36391,WKZ,0,1798,27.027027
229,2330,47,47,147.69541608788987,2400,2400,139,0,420,7900,35700,36396,WKZ,0,1158,27.027027
258,3214,78,78,377.22064802266846,2400,2400,139,0,420,8006,40200,36431,Kromme Rijn,0,1026,18.918919
238,2734,91,91,126.42944785276073,2400,2400,141,0,420,7996,40207,36349,Kromme Rijn,0,1186,29.72973
231,2364,75,75,160.36368260427264,2401.1536,2415,136,0,420,7864,40185,36353,Heidelberglaan,0,1312,27.027027
248,2465,127,127,307.7391524993657,2400,2400,138,0,420,7858,37947,36357,Kromme Rijn,0,860,16.216217
236,2542,73,73,224.20295248728445,2400,2400,138,0,420,7796,40190,36443,Kromme Rijn,0,1144,29.72973
235,2655,117,117,66.39447236180904,2400,2462,140,0,420,7897,40196,36484,WKZ,62,1438,29.72973
237,2314,101,101,209.53275710885632,2400,2400,139,0,420,7892,40203,36346,WKZ,0,1156,29.72973
226,2294,67,67,77.2351615326822,2400,2441,139,0,420,7843,40191,36425,WKZ,0,1203,21.621622
259,2879,118,118,514.4847495920673,2400,2400,140,0,420,7923,37965,36363,Heidelberglaan,0,1188,24.324324
265,3006,168,168,391.5925925925926,2400,2400,139,0,420,8010,40186,36391,Kromme Rijn,0,931,21.621622
243,2866,82,82,392.8145941921072,2400,2400,140,0,420,8020,40206,36452,Kromme Rijn,0,1103,29.72973
241,2530,103,103,304.7383130081301,2400,2400,140,0,420,7917,37937,36358,Centraal Station,0,1256,24.324324
258,2905,135,135,341.8310202093986,2403.9233,2451,145,0,420,8115,37961,36542,WKZ,0,1165,25
242,2273,104,104,425.1107454752563,2400,2400,140,0,420,7829,40211,36296,Heidelberglaan,0,1051,22.222221
256,2901,83,83,398.15300137276927,2400,2400,142,0,420,7985,37934,36304,Heidelberglaan,0,1009,16.216217
231,2006,58,58,218.8798783578307,2397.5386,2400,139,0,420,7934,35705,36307,Heidelberglaan,0,1390,29.72973
265,2971,152,152,552.6133267277681,2400,2463,143,0,420,8032,37974,36447,WKZ,63,1176,24.324324
240,2472,130,130,289.10618026827126,2404.3076,2456,142,0,420,7930,40206,36390,UMC,0,1224,27.777779
250,2507,144,144,364.9020580213241,2400,2400,136,0,420,8010,40166,36419,Kromme Rijn,0,323,8.1081085
259,2783,130,130,484.6473029045643,2400,2405,144,0,420,7981,40189,36404,Padualaan,0,1895,38.88889
223,1985,59,59,115.43581210802509,2400,2400,135,0,420,7756,40185,36441,Kromme Rijn,0,974,21.621622
261,2759,108,108,555.129679315191,2400,2400,137,0,420,7868,35680,36555,Kromme Rijn,0,1056,23.68421
283,3213,140,140,776.5844636251542,2402.1538,2428,143,0,420,8037,37935,36411,Galgenwaard,0,1112,22.222221
273,3250,131,131,434.069205010542,2400,2400,142,0,420,7928,40183,36476,WKZ,0,1272,25
259,2765,75,75,320.2970930977078,2413.6155,2577,139,0,420,7848,35675,36396,WKZ,177,1621,27.027027
243,2380,92,92,308.60268523122824,2400,2400,138,0,420,7997,37932,36512,Kromme Rijn,0,935,21.052631
260,2849,136,136,423.22686116700197,2400,2400,138,0,420,7902,37938,36404,Kromme Rijn,0,1130,24.324324
261,2858,130,130,533.4818665676445,2404.6924,2461,142,0,420,8002,35679,36471,Galgenwaard,61,1935,36.842106
234,2648,74,74,124.50305810397553,2400,2400,141,0,420,7839,40218,36599,WKZ,0,1557,29.72973
230,2316,81,81,136.41772151898735,2400,2400,138,0,420,7843,37951,36350,UMC,0,974,18.918919
239,2630,105,105,106.57555440948943,2400,2400,138,0,420,7767,35716,36449,Galgenwaard,0,1306,24.324324
256,2721,136,136,335.2454971625956,2400,2463,143,0,420,8080,37941,36561,WKZ,63,1599,35.135136
248,2907,79,79,359.6041613803603,2400,2400,142,0,420,7881,40219,36338,Centraal Station,0,1405,29.72973
237,2384,57,57,244.85957873620862,2400,2400,140,0,420,7869,37977,36517,WKZ,0,961,27.027027
264,3071,100,100,503.75295141046354,2400,2400,142,0,420,8055,35711,36533,Kromme Rijn,0,1456,36.842106
