average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
119;646;80;80;136,9585726004922;2700,0002;2731;91;0;420;48756;37859;3789;Kromme Rijn;0;2533;7,7922077
118;457;175;175;229,4109159864787;2700,0002;2736;91;0;420;48509;38100;3803;UMC;0;2087;6,233766
120;688;73;73;123,04871553242921;2700;2842;91;0;420;48799;37937;3817;Vaartsche Rijn;292;4173;10,649351
119;568;131;131;248,0582325199918;2700;2700;91;0;420;48766;38125;3838;WKZ;0;2475;7,2727275
119;475;54;54;71,47718420728958;2699,9995;2703;91;0;420;48794;37911;3772;UMC;0;2519;7,5324674
121;441;248;248;358,2629576117702;2700;2700;92;0;420;49178;38140;3818;UMC;0;3011;8,571428
119;538;110;110;193,36646367543128;2700;2700;92;0;420;49068;37877;3827;UMC;0;2090;6,4935064
121;726;180;180;519,5851501691186;2700;2708;92;0;420;49082;38144;3819;UMC;0;2257;6,4935064
121;535;97;97;263,0880752407746;2699,9995;2775;91;0;420;48715;37944;3795;UMC;75;2969;7,5324674
120;815;238;238;646,5667686034658;2700;2704;92;0;420;49083;37708;3791;Vaartsche Rijn;0;2224;6,4935064
118;406;139;139;314,3429716576009;2700;2700;91;0;420;48917;38137;3930;UMC;0;1949;6,4935064
119;402;79;79;126,19748242602581;2700;2718;92;0;420;48952;37871;3811;Kromme Rijn;0;2260;6,753247
120;398;131;131;437,6551186593646;2700;2700;91;0;420;48762;38126;3865;UMC;0;2465;7,5324674
119;768;50;50;217,7046771692107;2700;2700;91;0;420;49016;37859;3813;Vaartsche Rijn;0;2024;5,974026
120;694;60;60;182,82641330947826;2699,9998;2747;91;0;420;48629;38102;3825;UMC;0;3137;8,571428
120;538;268;268;503,02323201309997;2700;2700;91;0;420;48858;37862;3766;Vaartsche Rijn;0;2433;7,5324674
121;510;230;230;430,03568879371875;2700;2729;91;0;420;49032;38149;3800;Kromme Rijn;0;2151;6,233766
122;848;315;315;770,7015102525273;2700,0002;2723;91;0;420;48886;38125;3836;UMC;0;2708;8,051948
119;477;80;80;174,1946183506779;2700,0002;2727;90;0;420;48260;37919;3821;UMC;0;2505;8,051948
120;569;317;317;439,4692657356976;2700,0002;2717;91;0;420;48847;37713;3812;Heidelberglaan;0;3064;9,61039
119;381;98;98;267,84984625544297;2700;2714;90;0;420;48451;37859;3800;Kromme Rijn;0;2103;6,753247
120;394;111;111;393,6731394896769;2700;2700;91;0;420;48882;38083;3809;UMC;0;2885;8,311688
