average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
122;646;80;80;687,6840696117805;2700;2700;132;0;420;9824;10598;5582;UMC;0;150;3,0769231
122;379;175;175;1151,9457669219623;2700;2736;132;0;420;9722;10599;5624;UMC;0;335;4,6153846
122;688;73;73;623,4689640855304;2700;2700;131;0;420;9661;10602;5628;Heidelberglaan;0;0;0
125;568;131;131;1236,993865030675;2700;2700;134;0;420;9761;10591;5679;UMC;0;0;0
119;459;54;54;363,0192608016658;2700;2700;132;0;420;9743;10603;5607;UMC;0;150;3,0769231
127;403;248;248;1769,908478326461;2700;2700;135;0;420;9959;10249;5732;UMC;0;155;3,0769231
127;538;110;110;958,5159010600707;2700;2700;134;0;420;9945;10604;5607;UMC;0;75;1,5384616
133;726;180;180;2605,7837727365622;2700;2700;134;0;420;9847;10610;5614;UMC;0;75;1,5384616
121;380;97;97;1073,8313856427378;2700;2700;132;0;420;9775;10587;5612;Vaartsche Rijn;0;0;0
136;815;238;238;3210,2540742990177;2700;2700;135;0;420;9998;10599;5607;UMC;0;447;7,6923075
125;349;139;139;1581,6442020784032;2700;2700;132;0;420;9754;9575;5570;Padualaan;0;150;3,0769231
121;324;79;79;624,4918596420265;2700;2700;135;0;420;9954;10590;5619;UMC;0;150;3,0769231
132;398;131;131;2187,7371065313237;2700;2700;133;0;420;9775;10263;5608;UMC;0;142;3,0769231
127;768;50;50;1091,6197687506394;2700;2700;134;0;420;9794;9925;5599;UMC;0;154;3,0769231
122;694;60;60;891,2016088486677;2700;2700;136;0;420;10006;10581;5625;Vaartsche Rijn;0;72;1,5384616
133;538;268;268;2503,8410596026492;2700;2700;132;0;420;9845;10254;5745;UMC;0;150;3,0769231
133;510;230;230;2167,4170007194984;2700;2700;133;0;420;9814;10608;5617;UMC;0;337;4,6153846
136;848;315;315;3753,875311720698;2700;2700;137;0;420;10127;10602;5597;UMC;0;225;4,6153846
126;477;80;80;872,3837209302326;2700;2700;131;0;420;9697;10605;5605;UMC;0;75;1,5384616
130;569;317;317;2217,002375787625;2700;2700;133;0;420;9770;9922;5629;UMC;0;245;4,6153846
126;359;98;98;1324,1379310344828;2700;2700;134;0;420;9884;10250;5713;UMC;0;141;3,0769231
131;390;111;111;1956,3961765304048;2700;2700;133;0;420;9897;10267;5604;UMC;0;315;6,1538463
125;401;139;139;1247,382146439318;2700;2700;134;0;420;9875;10594;5625;UMC;0;75;1,5384616
126;670;93;93;1386,4411975068967;2700;2700;132;0;420;9846;10570;5590;Padualaan;0;75;1,5384616
126;380;110;110;1439,9395644472231;2700;2700;133;0;420;9782;10270;5609;Padualaan;0;0;0
126;452;106;106;1446,866569827765;2700;2700;133;0;420;9729;10274;5751;Padualaan;0;150;3,0769231
137;555;265;265;2859,2390745501284;2700;2700;131;0;420;9786;10616;5582;UMC;0;484;7,6923075
139;428;229;229;2761,620890553475;2700;2700;131;0;420;9698;10606;5614;UMC;0;313;6,1538463
132;428;226;226;2163,9768259879993;2700;2700;134;0;420;9765;10607;5639;Kromme Rijn;0;220;3,0769231
133;825;170;170;2337,280522662311;2700;2700;133;0;420;9895;10593;5618;UMC;0;225;4,6153846
120;419;48;48;627,5723217124086;2700;2700;131;0;420;9557;10261;5612;Vaartsche Rijn;0;0;0
118;384;72;72;601,0654967094955;2700;2700;131;0;420;9645;10595;5595;UMC;0;0;0
123;367;100;100;1098,263503281171;2700;2700;134;0;420;9875;10611;5642;UMC;0;75;1,5384616
130;355;138;138;1937,7974947807932;2700;2700;132;0;420;9733;10244;5652;Padualaan;0;150;3,0769231
126;527;170;170;1998,3695652173915;2700;2700;134;0;420;9850;9895;5697;Padualaan;0;75;1,5384616
120;360;85;85;402,4357929066449;2700;2700;134;0;420;9881;10261;5630;UMC;0;150;3,0769231
125;508;130;130;1647,7829995913364;2700;2700;134;0;420;9860;10262;5614;UMC;0;233;4,6153846
122;718;87;87;923,7028665365251;2700;2700;133;0;420;9807;10595;5597;UMC;0;75;1,5384616
122;457;116;116;990,1646006909165;2700;2700;134;0;420;9902;10600;5605;Kromme Rijn;0;0;0
120;432;73;73;968,480631425901;2700;2700;133;0;420;9783;10585;5639;UMC;0;0;0
132;381;201;201;2261,0198702351986;2700;2700;133;0;420;9830;10590;5621;UMC;0;276;4,6153846
122;450;206;206;1091,5019564563058;2700;2700;135;0;420;10062;10582;5603;UMC;0;75;1,5384616
121;426;122;122;984,1911388519391;2700;2700;134;0;420;9871;10591;5670;UMC;0;63;1,5384616
120;362;126;126;774,1344195519348;2700;2700;133;0;420;9764;10598;5618;UMC;0;181;3,0769231
124;698;65;65;720,7213724679619;2700;2700;132;0;420;9823;10265;5648;Kromme Rijn;0;150;3,0769231
118;333;48;48;561,6808970270548;2700;2700;132;0;420;9848;10600;5623;Vaartsche Rijn;0;114;1,5384616
121;372;78;78;834,0981582467332;2700;2700;131;0;420;9780;10256;5639;UMC;0;0;0
129;332;182;182;2413,8341543513957;2700;2700;135;0;420;9899;10589;5637;UMC;0;75;1,5384616
126;620;229;229;1599,242500757499;2700;2700;135;0;420;9813;10609;5598;UMC;0;150;3,0769231
129;528;162;162;1609,2655020941872;2700;2700;133;0;420;9804;10581;5585;UMC;0;226;4,6153846
