average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
115;363;0;0;0;2698,524;2700;80;0;365;8957;35025;36294;UMC;0;712;12,5
116;405;0;0;0;2700;2700;79;0;398;8832;37294;36266;WKZ;0;737;13,846154
115;365;0;0;0;2700;2700;81;0;354;9068;32804;36252;Vaartsche Rijn;0;1042;18,461538
118;456;0;0;0;2700;2700;81;0;386;9017;35048;36248;Vaartsche Rijn;0;1084;18,461538
117;407;0;0;0;2700;2700;80;0;355;9008;30540;36216;Heidelberglaan;0;981;16,666666
119;441;4;4;0,783630822812364;2700;2700;82;0;420;9168;37291;36248;Vaartsche Rijn;0;1170;16,923077
116;392;0;0;0;2700;2700;81;0;346;8984;35027;36234;Vaartsche Rijn;0;990;16,923077
118;409;0;0;0;2700;2700;81;0;371;9024;35024;36212;UMC;0;1050;15,384615
119;535;0;0;0;2700;2775;81;0;414;9072;35075;36260;UMC;75;1409;18,181818
118;378;0;0;0;2700;2700;81;0;366;9039;37323;36234;Padualaan;0;715;10,769231
117;358;0;0;0;2700;2700;83;0;378;9187;30545;36236;Vaartsche Rijn;0;893;16,923077
116;374;0;0;0;2700;2700;80;0;342;9052;30543;36221;Vaartsche Rijn;0;921;15,384615
114;392;0;0;0;2700;2700;80;0;362;8881;32787;36334;Kromme Rijn;0;882;15,384615
118;411;0;0;0;2700;2700;80;0;382;8996;37274;36193;Padualaan;0;564;9,230769
122;520;13;13;3,0353569046030686;2702,238;2747;82;0;420;8957;37272;36233;Vaartsche Rijn;0;1564;20,3125
115;354;0;0;0;2700;2700;79;0;313;8909;37287;36289;UMC;0;572;10,769231
115;352;0;0;0;2699,476;2700;82;0;319;9112;30548;36191;Galgenwaard;0;639;12,307693
118;390;15;15;3,1246573840587653;2698,9048;2700;82;0;420;9085;35031;36228;UMC;0;1229;18,461538
114;361;0;0;0;2700;2700;81;0;325;8916;30556;36271;Vaartsche Rijn;0;903;16,923077
119;379;0;0;0;2700,8096;2717;82;0;379;9116;35053;36281;Padualaan;0;1207;21,538462
116;363;0;0;0;2700;2700;78;0;376;8812;35053;36213;Vaartsche Rijn;0;530;9,230769
116;367;0;0;0;2700;2700;81;0;351;8998;37275;36236;Vaartsche Rijn;0;1142;16,923077
116;358;0;0;0;2700;2700;80;0;385;9069;32794;36206;UMC;0;857;16,923077
119;416;15;15;1,793283338767525;2700;2700;81;0;420;9166;35024;36187;Galgenwaard;0;950;15,625
117;403;0;0;0;2700;2700;80;0;386;8939;37279;36237;Kromme Rijn;0;657;10,769231
117;374;0;0;0;2700;2700;84;0;397;9255;35034;36227;Vaartsche Rijn;0;1542;25
117;423;0;0;0;2700;2700;79;0;395;8933;37262;36193;UMC;0;909;16,923077
119;421;0;0;0;2700;2700;81;0;354;8805;32779;36259;Galgenwaard;0;1489;21,538462
120;534;0;0;0;2700,5715;2712;82;0;416;9137;32782;36210;Padualaan;0;1465;18,461538
115;370;0;0;0;2700;2700;79;0;392;8849;32795;36269;Padualaan;0;840;16,923077
118;422;0;0;0;2700;2700;80;0;368;9051;37285;36211;Vaartsche Rijn;0;764;13,846154
119;508;0;0;0;2699,762;2703;82;0;347;8965;32793;36282;Padualaan;0;1428;18,461538
116;345;0;0;0;2700;2700;78;0;348;8823;30535;36192;WKZ;0;629;10,769231
121;459;7;7;2,2179472671721174;2704,0952;2775;81;0;420;8800;37280;36238;UMC;75;1428;16,923077
121;415;0;0;0;2703,8096;2780;81;0;361;9112;35045;36292;Kromme Rijn;80;936;15,384615
118;399;0;0;0;2700;2700;79;0;372;8834;37296;36195;UMC;0;970;18,461538
118;389;0;0;0;2700;2700;82;0;417;9143;37310;36207;Vaartsche Rijn;0;841;13,846154
117;380;0;0;0;2700;2700;81;0;367;9096;32806;36218;Galgenwaard;0;1055;16,923077
114;395;0;0;0;2700;2700;81;0;365;9002;37277;36271;UMC;0;927;15,384615
115;367;0;0;0;2700;2700;80;0;362;9149;32798;36256;WKZ;0;374;7,6923075
116;373;0;0;0;2700;2700;80;0;377;8991;35044;36251;Vaartsche Rijn;0;913;15,384615
124;522;31;31;1,3656387665198237;2705,524;2775;84;0;420;9108;37293;36213;UMC;75;1724;24,615385
115;396;0;0;0;2700;2700;80;0;340;9023;32794;36257;Heidelberglaan;0;542;9,230769
115;348;0;0;0;2700;2700;77;0;348;8754;37297;36207;Heidelberglaan;0;604;9,090909
115;362;0;0;0;2700;2700;82;0;358;9138;37288;36234;Vaartsche Rijn;0;784;12,307693
122;564;36;36;51,69557052910637;2702,1428;2745;81;0;420;8999;35029;36304;UMC;0;1113;15,384615
117;405;0;0;0;2700;2700;81;0;347;9092;35022;36263;WKZ;0;1205;18,461538
117;369;0;0;0;2700,0476;2701;80;0;403;9052;37275;36209;UMC;0;913;15,384615
116;361;0;0;0;2700;2700;79;0;393;8853;37287;36223;Vaartsche Rijn;0;1059;18,181818
116;438;0;0;0;2702,524;2749;81;0;391;9060;30564;36285;UMC;0;1085;16,923077
