average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
118;329;0;0;0;2700;2700;22;0;107;1683;10539;5614;UMC;0;0;0
120;340;0;0;0;2700;2700;23;0;93;1683;10543;5591;UMC;0;75;1,5384616
114;307;0;0;0;2700;2700;23;0;92;1676;10540;5588;UMC;0;0;0
117;331;0;0;0;2700;2700;22;0;84;1619;10558;5617;UMC;0;75;1,5384616
118;329;0;0;0;2700;2700;23;0;97;1695;10542;5614;Kromme Rijn;0;0;0
117;373;0;0;0;2700;2700;22;0;96;1657;10214;5595;UMC;0;75;1,5384616
118;337;0;0;0;2700;2700;23;0;90;1700;10549;5595;UMC;0;0;0
119;416;0;0;0;2700;2700;21;0;82;1587;10196;5685;UMC;0;150;3,0769231
123;340;0;0;0;2700;2700;21;0;111;1624;10209;5625;Vaartsche Rijn;0;150;3,0769231
119;343;0;0;0;2700;2700;21;0;90;1566;10534;5595;UMC;0;0;0
115;356;0;0;0;2700;2700;22;0;90;1607;10214;5633;UMC;0;75;1,5384616
115;293;0;0;0;2700;2700;22;0;81;1638;10544;5613;UMC;0;0;0
120;401;0;0;0;2700;2700;22;0;119;1683;10544;5604;UMC;0;152;3,0769231
114;319;0;0;0;2700;2700;21;0;81;1566;10530;5601;UMC;0;0;0
118;390;0;0;0;2700;2700;21;0;92;1607;10526;5600;UMC;0;75;1,5384616
118;340;0;0;0;2700;2700;21;0;83;1551;10537;5597;Vaartsche Rijn;0;0;0
116;322;0;0;0;2700;2700;20;0;99;1536;10523;5582;Kromme Rijn;0;75;1,5384616
118;291;0;0;0;2700;2700;22;0;99;1650;10529;5687;UMC;0;0;0
113;330;0;0;0;2700;2700;22;0;84;1631;10200;5668;UMC;0;75;1,5384616
117;308;0;0;0;2700;2700;22;0;79;1625;10557;5590;UMC;0;0;0
116;320;0;0;0;2700;2700;22;0;84;1679;10199;5595;Heidelberglaan;0;75;1,5384616
117;316;0;0;0;2700;2700;22;0;87;1633;10537;5619;UMC;0;0;0
114;371;0;0;0;2700;2700;23;0;92;1686;9882;5579;UMC;0;75;1,5384616
119;353;0;0;0;2700;2700;22;0;85;1636;10539;5616;Vaartsche Rijn;0;75;1,5384616
113;322;0;0;0;2700;2700;22;0;92;1634;10181;5653;Padualaan;0;75;1,5384616
116;326;0;0;0;2700;2700;22;0;92;1671;10540;5578;UMC;0;76;1,5384616
115;291;0;0;0;2700;2700;23;0;99;1705;10217;5679;Padualaan;0;0;0
118;341;0;0;0;2700;2700;22;0;96;1643;10547;5585;Vaartsche Rijn;0;0;0
122;366;0;0;0;2700;2700;21;0;83;1568;10543;5597;UMC;0;75;1,5384616
115;361;0;0;0;2700;2700;21;0;85;1627;10201;5655;UMC;0;150;3,0769231
119;353;0;0;0;2700;2700;21;0;96;1586;10186;5608;UMC;0;75;1,5384616
117;366;0;0;0;2700;2700;22;0;94;1628;10540;5629;UMC;0;157;3,0769231
118;339;0;0;0;2700;2700;21;0;92;1594;10226;5611;Padualaan;0;234;4,6153846
115;314;0;0;0;2700;2700;22;0;82;1665;10534;5651;UMC;0;0;0
116;336;0;0;0;2700;2700;23;0;94;1689;10523;5572;Padualaan;0;0;0
119;322;0;0;0;2700;2700;22;0;100;1605;10549;5604;UMC;0;0;0
119;310;0;0;0;2700;2700;21;0;82;1585;10536;5576;UMC;0;79;1,5384616
117;327;0;0;0;2700;2700;22;0;89;1639;10532;5586;Vaartsche Rijn;0;0;0
117;357;0;0;0;2700;2700;22;0;88;1639;10547;5645;Padualaan;0;75;1,5384616
116;335;0;0;0;2700;2700;22;0;97;1668;9509;5582;Kromme Rijn;0;0;0
116;323;0;0;0;2700;2700;21;0;90;1586;9874;5591;UMC;0;0;0
116;290;0;0;0;2700;2700;22;0;86;1651;10188;5645;UMC;0;0;0
119;349;0;0;0;2700;2700;22;0;102;1672;10208;5611;UMC;0;75;1,5384616
118;385;0;0;0;2700;2700;23;0;104;1717;10543;5606;UMC;0;75;1,5384616
120;388;0;0;0;2700;2700;23;0;100;1678;10216;5694;WKZ;0;75;1,5384616
126;382;0;0;0;2700;2700;22;0;102;1633;9853;5597;Kromme Rijn;0;150;3,0769231
121;395;0;0;0;2700;2700;22;0;96;1643;10534;5635;UMC;0;0;0
119;345;0;0;0;2700;2700;22;0;95;1652;10209;5591;UMC;0;154;3,0769231
118;338;0;0;0;2700;2700;21;0;98;1582;10548;5616;UMC;0;0;0
117;345;0;0;0;2700;2700;22;0;81;1637;10206;5589;UMC;0;0;0
