average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
138,2475,584,164,1.071083,2705.5552,2952,51,0,420,45468,46731,2145,WKZ,10174,33659,49.372383
129,2719,518,98,0.44103843,2700.7578,2929,51,0,420,45801,46579,2163,WKZ,2400,19282,35.355648
131,2688,485,65,0.43327558,2700.3572,3016,50,0,420,45006,46639,2265,WKZ,3149,23277,37.656902
127,2692,542,122,0.5783154,2700.1628,2806,51,0,420,45304,46591,2206,WKZ,1107,18579,34.937237
126,2633,532,112,0.5964742,2700.4307,2809,50,0,420,45266,46478,2234,WKZ,1106,21756,37.866108
126,2584,483,63,0.17376003,2701.282,2991,50,0,420,45465,46500,2317,WKZ,1295,20497,37.238495
127,2667,493,73,0.36146438,2700.4453,2801,50,0,420,45371,46554,2175,WKZ,1281,19991,35.77406
125,2524,467,47,0.11385033,2701.1711,2966,52,0,420,45674,46484,2198,WKZ,1263,19565,36.192467
126,2648,471,51,0.15487067,2700.4324,2869,50,0,420,45199,46533,2125,WKZ,1684,20431,36.820084
127,2924,491,71,0.40909293,2700.0005,2793,50,0,420,45222,46469,2110,WKZ,666,19579,36.401672
127,2687,557,137,0.3656871,2700.4885,2818,50,0,420,45394,46517,2149,WKZ,1101,19143,36.192467
128,2687,482,62,0.24089995,2700.441,2872,51,0,420,45247,46524,2146,WKZ,896,19123,35.77406
125,2705,469,49,0.14530084,2700.577,2831,50,0,420,45423,46508,2203,WKZ,937,18381,35.146442
125,2669,456,36,0.12763241,2700.776,2876,51,0,420,45443,46526,2207,WKZ,1344,20143,35.983265
125,2687,501,81,0.23341846,2700.4585,2804,51,0,420,45412,46490,2158,WKZ,406,18482,33.472805
126,2680,498,78,0.30447444,2700.8022,2882,50,0,420,45324,46472,2217,WKZ,732,19537,35.355648
136,2648,478,78,0.67345273,2705.453,2999,52,0,420,45289,46691,2162,WKZ,7400,30999,45.606693
126,2754,615,195,0.5687455,2700.6426,2775,50,0,420,45363,46526,2129,WKZ,658,18144,33.472805
126,2728,471,51,0.20367049,2700.1143,2805,49,0,420,45171,46502,2203,WKZ,610,18712,34.728035
129,2576,584,164,0.56956697,2700.6558,2849,49,0,420,45122,46565,2199,WKZ,956,19369,35.146442
127,2682,628,208,0.4611447,2700.6604,2850,51,0,420,45322,46557,2165,WKZ,841,18557,34.100418
126,2567,522,102,0.544636,2700.9915,2923,51,0,420,45535,46476,2180,WKZ,753,18118,34.100418
126,2571,466,46,0.10727265,2700.8074,2875,51,0,420,45678,46522,2204,WKZ,1485,19948,36.401672
125,2769,511,91,0.42964554,2700.3923,2778,51,0,420,45619,46480,2137,WKZ,303,17252,33.2636
127,2771,506,86,0.44419035,2700.4011,2813,51,0,420,45476,46547,2152,WKZ,863,19426,33.891212
127,2804,496,76,0.36906853,2700.2593,2813,51,0,420,45520,46491,2184,WKZ,474,18262,33.054394
130,2666,487,67,0.14942428,2700.8276,2869,52,0,420,45508,46599,2168,WKZ,2090,21235,39.330544
128,2755,540,120,0.5217277,2700.3435,2798,50,0,420,45426,46519,2253,WKZ,755,18668,34.937237
126,2677,473,53,0.16024233,2700.229,2775,51,0,420,45556,46501,2113,WKZ,435,18391,34.100418
134,2958,493,73,0.40164167,2701.6992,2884,50,0,420,45563,46703,2132,WKZ,5121,26249,41.596638
136,2933,476,56,0.122852825,2701.796,3011,51,0,420,45583,46739,2174,WKZ,10508,32808,47.478992
128,2610,450,30,0.19723865,2701.6516,2931,51,0,420,45630,46609,2156,WKZ,2730,22368,39.330544
125,2808,493,73,0.21430308,2701.057,2862,51,0,420,45263,46488,2209,WKZ,858,19092,34.937237
