average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
336;1721;1069;1069;41254,47841450299;2700;2700;175;0;420;13216;10587;5688;UMC;0;150;3,0769231
285;1693;948;948;31320,908880487616;2700;2700;176;0;420;13180;10240;5577;Padualaan;0;83;1,5384616
364;1896;1272;1272;45197,99617590822;2700;2700;176;0;420;13097;10594;5578;Padualaan;0;150;3,0769231
320;1878;1112;1112;38668,89565879665;2700;2700;179;0;420;13238;10574;5622;UMC;0;75;1,5384616
329;1474;1339;1339;39194,69176761052;2707,9524;2806;176;0;420;13072;10601;5579;UMC;106;961;10,769231
272;1699;1033;1033;28547,601364153088;2701,524;2732;177;0;420;13192;10598;5667;Vaartsche Rijn;0;439;6,1538463
268;1534;825;825;28352,868313075793;2700;2700;176;0;420;13125;10238;5560;Vaartsche Rijn;0;75;1,5384616
309;1770;1154;1154;35376,95508128515;2700;2700;175;0;420;13025;10592;5602;Kromme Rijn;0;345;6,1538463
308;2467;1278;1278;35319,29917505487;2701,1428;2724;178;0;420;13285;10259;5680;UMC;0;650;7,6923075
276;1533;1052;1052;29483,469872138427;2700;2700;178;0;420;13156;10586;5589;UMC;0;215;4,6153846
276;1662;853;853;29678,738808875052;2700;2700;176;0;420;13025;10239;5595;UMC;0;107;1,5384616
318;1746;1188;1188;37372,41803909496;2700,3809;2708;177;0;420;13204;10253;5627;Kromme Rijn;0;365;4,6153846
290;1777;971;971;32492,892156862745;2700;2700;179;0;420;13287;10585;5584;WKZ;0;255;4,6153846
317;1424;974;974;36932,62879788639;2700;2700;179;0;420;13023;10581;5591;UMC;0;191;3,0769231
343;2231;1081;1081;41647,793448589626;2700;2700;177;0;420;13216;10255;5598;UMC;0;75;1,5384616
260;2331;931;931;26334,43672417831;2700;2700;176;0;420;12948;10573;5730;UMC;0;0;0
258;1388;837;837;27138,249807247495;2700;2700;179;0;420;13115;10584;5640;UMC;0;0;0
356;1883;1216;1216;45530,40738239928;2700;2700;180;0;420;13563;10591;5629;Vaartsche Rijn;0;148;3,0769231
398;2037;1663;1663;51469,267466912905;2743,238;3004;171;0;420;13010;10293;5620;UMC;908;2940;26,5625
335;1676;1069;1069;41047,02376284213;2700;2700;175;0;420;12983;10259;5614;Kromme Rijn;0;401;6,1538463
309;2056;1036;1036;35701,26367699183;2700;2700;177;0;420;13175;10585;5696;Kromme Rijn;0;0;0
271;1549;907;907;28882,941628264212;2700;2700;177;0;420;13049;10232;5661;Padualaan;0;232;4,6153846
279;1756;1091;1091;30583,229766014574;2700;2700;176;0;420;12899;10595;5597;UMC;0;75;1,5384616
272;2905;1028;1028;28076,136451938764;2700;2775;176;0;420;13017;10259;5583;WKZ;75;706;13,846154
288;1734;1010;1010;31984,14805559894;2700;2700;177;0;420;12969;10574;5656;Padualaan;0;0;0
267;1589;892;892;27597,77320216579;2700;2700;180;0;420;13218;10583;5661;Padualaan;0;154;3,0769231
297;2467;990;990;33094,34661723818;2700;2700;178;0;420;13155;10259;5614;Kromme Rijn;0;150;3,0769231
312;1893;948;948;35599,854037028505;2700;2700;176;0;420;13101;10580;5609;Padualaan;0;64;1,5384616
325;1746;1096;1096;38329,02378745752;2700;2700;177;0;420;13237;10241;5604;UMC;0;95;1,5384616
301;2301;1010;1010;34488,0412371134;2700;2700;178;0;420;13198;10240;5691;UMC;0;74;1,5384616
272;2921;1009;1009;28757,37439222042;2700;2700;177;0;420;13025;9900;5551;Padualaan;0;75;1,5384616
316;1701;1154;1154;36916,5862766454;2700;2700;176;0;420;13014;10244;5570;Padualaan;0;314;6,1538463
293;1427;982;982;33421,48621897365;2700;2700;178;0;420;13195;10231;5618;UMC;0;62;1,5384616
334;2544;1165;1165;40586,68704623615;2700;2700;176;0;420;13209;10583;5607;UMC;0;236;4,6153846
256;2665;787;787;25309,433522418214;2700;2700;176;0;420;13026;10255;5612;UMC;0;188;3,0769231
316;2097;1044;1044;37675,34528805799;2700;2700;176;0;420;13150;9913;5590;Padualaan;0;70;1,5384616
315;2043;1205;1205;36096,34146341463;2700;2700;177;0;420;13235;10270;5599;UMC;0;170;3,0769231
273;1794;926;926;28546,479517888474;2700;2704;177;0;420;13154;10236;5560;Padualaan;0;150;3,0769231
352;2264;1125;1125;42975,161265842;2700;2700;176;0;420;13272;10585;5643;UMC;0;363;7,6923075
331;1896;1051;1051;39596,54721624116;2700;2700;177;0;420;13192;10583;5597;UMC;0;75;1,5384616
266;2402;835;835;26646,377952755905;2700;2700;176;0;420;12947;10228;5649;Kromme Rijn;0;75;1,5384616
336;1780;1268;1268;41446,07738186267;2700;2700;178;0;420;13201;10577;5584;UMC;0;150;3,0769231
281;1483;890;890;31173,585497920423;2700;2700;176;0;420;13024;10239;5621;UMC;0;81;1,5384616
297;1673;1123;1123;33421,08926795686;2700;2700;179;0;420;13226;10253;5612;UMC;0;225;4,6153846
340;1597;1153;1153;41002,83550954184;2700;2700;174;0;420;13039;10236;5609;UMC;0;154;3,0769231
327;1794;1133;1133;39625,02478834567;2700;2700;179;0;420;13251;10577;5591;UMC;0;75;1,5384616
316;1624;1058;1058;36856,60799752972;2700;2700;178;0;420;13014;10256;5606;UMC;0;75;1,5384616
290;1771;967;967;32127,418865635427;2700;2708;180;0;420;13316;10244;5568;Kromme Rijn;0;225;4,6153846
253;1965;850;850;25257,224260401217;2700;2700;177;0;420;13100;10247;5609;UMC;0;75;1,5384616
321;2055;1063;1063;37720,89990955683;2700;2700;177;0;420;13139;10267;5576;Padualaan;0;174;3,0769231
