average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
69,1003,0,0,0,2527.1216,2577,41,0,280,45363,44119,2068,WKZ,0,4849,5.0742574
78,1017,0,0,0,2555.5825,3030,42,0,336,45482,44331,2091,WKZ,125891,153121,56.641605
75,965,0,0,0,2562.5051,3050,42,0,325,45453,44479,2041,WKZ,134036,158869,48.366833
74,926,0,0,0,2548.4146,2891,41,0,341,45365,44273,1966,WKZ,58995,76536,41.895264
72,802,0,0,0,2531.3264,2864,41,0,375,45728,44213,2076,WKZ,21212,33910,29.975124
77,865,0,0,0,2549.4666,2963,42,0,339,45425,44243,2064,WKZ,87389,116174,53.366585
75,843,0,0,0,2554.3157,2940,41,0,344,45425,44284,2055,WKZ,91822,106835,46
71,1012,0,0,0,2526.9995,2707,41,0,381,45154,44068,2131,WKZ,2567,14397,15.841584
72,889,71,71,66.29907955000223,2527.1328,2659,40,0,420,45186,44113,2014,WKZ,734,7134,8.663366
80,819,9,9,8.345844740793076,2551.834,3056,41,0,420,45488,44413,2010,WKZ,120657,144615,82.20551
74,910,0,0,0,2537.1345,2940,40,0,382,45387,44224,2011,WKZ,45705,62584,53.9801
70,874,0,0,0,2527.452,2787,41,0,315,45359,44301,2073,WKZ,7921,22041,21.039604
75,919,0,0,0,2527.1218,2845,40,0,395,45569,44185,1991,WKZ,15491,37038,39.480198
75,983,0,0,0,2533.7644,3000,41,0,290,45349,44208,1998,WKZ,58832,83150,50.12438
79,922,0,0,0,2544.2056,3005,41,0,391,45344,44304,2002,WKZ,158977,188995,82.462685
76,953,0,0,0,2567.2622,2951,43,0,299,45469,44332,2011,WKZ,103975,128027,39.447235
81,1004,0,0,0,2574.3938,3054,41,0,304,45288,44542,2070,WKZ,212696,250857,78.33753
76,964,0,0,0,2561.1492,2940,41,0,327,45626,44463,2119,WKZ,72704,85426,46.99248
73,924,0,0,0,2527.365,2742,41,0,400,45639,44172,2029,WKZ,6774,29884,30.816832
70,927,0,0,0,2530.587,2845,41,0,238,45400,44127,2012,WKZ,11877,27941,28.217821
70,909,0,0,0,2527.1272,2576,40,0,272,45461,44104,2002,WKZ,0,1668,2.3514853
70,863,0,0,0,2527.169,2649,41,0,304,45629,44103,2085,WKZ,931,6256,8.044555
70,903,0,0,0,2528.8035,2723,40,0,341,45235,44178,1994,WKZ,637,5718,7.0895524
72,928,0,0,0,2527.3032,2675,40,0,273,44844,44133,2024,WKZ,1130,14124,15.222773
81,891,0,0,0,2577.8196,3003,41,0,292,45438,44552,2021,WKZ,195809,224233,70.454544
71,939,0,0,0,2546.0251,2947,42,0,345,45598,44352,2037,WKZ,35344,56380,27.805487
73,980,0,0,0,2538.6296,2940,41,0,388,45406,44226,2049,WKZ,37572,47547,31.965174
78,953,0,0,0,2543.9512,3066,41,0,394,45394,44431,2009,WKZ,108496,141681,83.66583
77,786,0,0,0,2571.7673,2992,43,0,317,45680,44379,2076,WKZ,105130,143296,44.849247
71,903,0,0,0,2527.1238,2852,40,0,309,45305,44111,2015,WKZ,9804,19936,17.326733
69,927,0,0,0,2536.1272,2797,40,0,321,45318,44219,2049,WKZ,3657,10048,11.442786
72,911,0,0,0,2527.123,2841,41,0,354,45705,44123,2060,WKZ,13817,22355,22.277227
69,947,0,0,0,2528.8005,2645,40,0,256,45188,44168,2083,WKZ,682,7125,7.178218
72,867,0,0,0,2553.4944,3026,42,0,279,45376,44339,2080,WKZ,28328,53561,38.625
70,946,0,0,0,2544.313,2820,41,0,262,45153,44311,2014,WKZ,19000,33230,26.433916
76,944,55,55,51.0519801980198,2551.2834,2953,41,0,420,45467,44384,2038,WKZ,61802,91364,60.25
70,862,0,0,0,2527.1218,2685,41,0,287,45593,44192,2055,WKZ,1788,10613,11.509901
75,977,0,0,0,2531.8,2860,42,0,310,45456,44218,2096,WKZ,55015,80538,51.612904
75,918,0,0,0,2549.8247,3021,40,0,367,45203,44335,1977,WKZ,55936,80768,49.127182
79,974,0,0,0,2537.426,2970,40,0,386,45425,44413,2105,WKZ,119706,158348,85.572136
75,800,0,0,0,2545.5908,3047,42,0,313,45235,44380,2030,WKZ,109323,136471,48.753117
71,972,0,0,0,2527.1216,2697,41,0,270,45642,44167,2100,WKZ,2207,15602,16.460396
78,947,0,0,0,2563.847,2989,41,0,369,45403,44416,2005,WKZ,139394,171515,74.24623
77,947,142,142,132.06669766823887,2542.507,2940,41,0,420,45340,44265,2066,WKZ,49928,68190,45.38653
78,598,0,0,0,2536.015,3048,42,0,349,45604,44341,2095,WKZ,84354,123186,66.129036
81,984,0,0,0,2592.7537,2998,42,0,315,45499,44541,2044,WKZ,220844,260433,65.35533
70,969,0,0,0,2527.2478,2702,40,0,338,45178,44146,2045,WKZ,1893,10334,11.633663
69,858,0,0,0,2527.122,2574,40,0,274,45541,44134,2006,WKZ,0,409,0.7425743
71,914,0,0,0,2527.122,2899,41,0,342,45258,44012,2055,WKZ,10150,22716,18.440594
82,811,0,0,0,2573.1746,2954,40,0,408,45313,44566,2098,WKZ,255426,292584,93.95466
