average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
90,435,0,0,0,2233.7275,2336,56,0,394,8034,32843,36440,Galgenwaard,1848,3521,45.918365
86,408,0,0,0,2262.0593,2428,55,0,340,8055,35027,36158,Galgenwaard,541,627,10.3092785
84,322,0,0,0,2252.059,2305,53,0,267,7908,37273,36159,WKZ,224,660,11.340206
80,301,0,0,0,2245.9119,2304,54,0,239,7943,37279,36203,WKZ,98,659,9.278351
81,330,0,0,0,2245.4707,2313,54,0,291,8028,35069,36149,Padualaan,135,592,9.278351
80,263,0,0,0,2251.8823,2311,54,0,234,7943,35045,36208,Galgenwaard,61,166,3.0927835
82,405,0,0,0,2239.7646,2306,52,0,282,7794,32799,36312,Galgenwaard,678,1348,16.494844
88,372,0,0,0,2251.9695,2346,55,0,298,7955,30544,36115,Galgenwaard,399,1306,16.666666
83,376,0,0,0,2246.0293,2341,54,0,278,7916,32810,36246,WKZ,365,1241,16.32653
82,279,0,0,0,2248.2646,2285,54,0,294,8044,37270,36181,Vaartsche Rijn,0,595,8.163265
84,386,0,0,0,2246.7876,2329,54,0,292,7986,32779,36197,Galgenwaard,282,815,11.458333
82,302,0,0,0,2242.3823,2308,53,0,262,7954,37298,36241,Kromme Rijn,463,1054,14.43299
86,350,0,0,0,2254.879,2356,55,0,363,8118,35065,36211,Heidelberglaan,572,1518,18.556702
95,414,0,0,0,2256.394,2361,54,0,383,7881,37325,36192,Galgenwaard,3444,4647,53.68421
86,322,0,0,0,2251.6365,2355,54,0,333,7960,32775,36143,Heidelberglaan,370,557,9.375
85,344,0,0,0,2250.0586,2307,55,0,307,8061,30533,36131,Vaartsche Rijn,218,1039,14.43299
84,342,0,0,0,2249.0908,2308,55,0,337,8003,28276,36153,WKZ,63,1313,14.736842
81,288,0,0,0,2258.3333,2343,53,0,244,7860,37270,36137,WKZ,562,417,9.375
90,408,0,0,0,2247.4849,2348,56,0,302,8079,39569,36202,Padualaan,1094,2870,34.375
87,353,0,0,0,2249.6172,2324,54,0,308,7907,30536,36270,Galgenwaard,342,1309,18.556702
81,271,0,0,0,2249.147,2306,53,0,269,7787,35008,36204,Vaartsche Rijn,72,408,6.185567
87,411,0,0,0,2258.091,2350,55,0,333,8040,35052,36147,Heidelberglaan,1448,2332,34.375
82,303,0,0,0,2251.394,2297,53,0,225,7872,35007,36173,Kromme Rijn,0,328,4.1666665
80,293,0,0,0,2249.353,2311,54,0,257,8024,35059,36128,Padualaan,186,613,9.278351
85,333,0,0,0,2242.2126,2306,54,0,311,7948,35036,36174,Vaartsche Rijn,77,58624,14.43299
88,390,0,0,0,2257.2942,2368,54,0,273,7849,35048,36127,WKZ,846,1656,22.916666
81,289,0,0,0,2250.6062,2331,55,0,271,8050,35035,36225,Galgenwaard,240,1123,14.583333
123,796,105,105,103.15461346633417,2353.6252,2545,59,0,420,8045,37344,36163,Heidelberglaan,4729,7349,57.608696
85,344,0,0,0,2243.735,2309,54,0,264,7865,32803,36245,Vaartsche Rijn,502,1580,21.428572
85,303,0,0,0,2249.7576,2329,54,0,261,7944,32808,36231,WKZ,224,713,10.416667
82,301,0,0,0,2248.0593,2309,54,0,259,7893,32788,36210,Vaartsche Rijn,233,828,13.402061
83,312,0,0,0,2249.6765,2307,53,0,302,7785,37272,36148,WKZ,0,352,4.123711
79,312,0,0,0,2251.0913,2292,55,0,236,7973,30526,36170,Galgenwaard,0,619,8.333333
94,423,0,0,0,2276.2937,2396,55,0,383,7990,35071,36196,Vaartsche Rijn,2152,3251,40.206184
86,329,0,0,0,2253.0293,2308,54,0,319,7777,32766,36180,Galgenwaard,175,1260,15.463918
81,279,0,0,0,2255.4998,2301,54,0,255,8069,32763,36137,WKZ,0,841,8.247422
85,361,0,0,0,2248.9395,2300,54,0,278,7959,32788,36239,WKZ,242,781,11.458333
84,357,0,0,0,2251.0295,2335,53,0,297,7904,35028,36190,WKZ,174,714,9.278351
79,268,0,0,0,2252.1516,2306,53,0,223,7975,35012,36139,Padualaan,0,133,2.0833333
84,353,0,0,0,2257.454,2380,54,0,320,7986,37272,36173,Galgenwaard,228,982,10.416667
87,308,0,0,0,2248.2122,2367,55,0,307,8065,35051,36249,Padualaan,703,1652,20.833334
80,304,0,0,0,2254.2646,2310,54,0,266,7859,35027,36151,Heidelberglaan,60,562,8.247422
83,293,0,0,0,2249.7576,2325,54,0,255,7869,32791,36220,Vaartsche Rijn,483,1872,23.71134
84,296,0,0,0,2249.8486,2307,55,0,240,8000,30562,36146,Vaartsche Rijn,265,58944,20.618557
81,319,0,0,0,2254.6663,2287,54,0,284,7997,30511,36139,UMC,0,768,9.473684
83,343,0,0,0,2250.676,2324,54,0,314,7950,30543,36194,Vaartsche Rijn,74,1013,11.22449
84,311,0,0,0,2248.9707,2303,55,0,234,7932,35049,36123,Heidelberglaan,350,829,14.43299
81,296,0,0,0,2248.7354,2296,54,0,268,7874,35031,36147,Padualaan,83,311,5.1546392
82,299,0,0,0,2245.182,2338,53,0,245,7875,32799,36269,Galgenwaard,222,622,10.416667
81,358,0,0,0,2253.0605,2299,53,0,257,7900,32783,36141,UMC,0,414,5.2083335
