average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
367;8941;2539;2539;40805,55848616819;2700,1768;2775;154;0;420;81491;37714;3773;Galgenwaard;75;5925;15,064935
366;8627;2479;2479;41699,50970754486;2700,0005;2733;154;0;420;81373;37896;3771;Padualaan;0;4593;12,207792
366;9995;2595;2595;41910,354927636115;2700;2755;152;0;420;81280;37767;3784;Padualaan;0;5282;13,246754
358;9652;2436;2436;39609,966859268934;2700;2743;153;0;420;81225;37949;3799;UMC;0;4901;12,727273
362;8552;2507;2507;40923,40920848422;2700;2941;153;0;420;81192;37774;3802;UMC;1340;8436;17,922077
351;9174;2303;2303;39486,92906032269;2700,4136;2775;153;0;420;81384;37968;3820;UMC;150;4433;11,948052
338;8424;2457;2457;37672,31483539552;2700;2775;152;0;420;80968;37954;3798;Padualaan;75;4277;10,909091
359;8491;2715;2715;41690,70059305559;2700,0168;2723;153;0;420;81313;37983;3813;Vaartsche Rijn;0;4433;11,948052
364;8424;2711;2711;41486,65467271293;2700,0608;2759;153;0;420;81152;37699;3753;Padualaan;0;6250;15,324676
387;8708;2848;2848;45832,620202640464;2700,0002;2775;153;0;420;81455;37789;3834;UMC;75;5070;13,766233
357;8678;2575;2575;40985,99011735639;2699,9995;2755;152;0;420;80957;37770;3801;UMC;0;5054;13,246754
343;8281;2427;2427;38041,972213646186;2700,0002;2775;151;0;420;80992;37991;3800;UMC;75;3923;10,649351
355;9124;2473;2473;39858,36486021717;2700,0002;2708;152;0;420;81415;37765;3771;Padualaan;0;4035;11,168831
345;9730;2528;2528;38405,69953282518;2700;2775;154;0;420;81342;37980;3817;UMC;75;6023;15,324676
