average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
361;8495;2582;2582;40526,81468411508;2700,3542;2813;154;0;420;81632;37739;3783;UMC;286;6689;15,584415
382;9390;2413;2413;43545,894050251016;2699,9998;2722;154;0;420;81873;37718;3806;UMC;0;4998;14,025974
350;8333;2543;2543;39258,908605508404;2700,0007;2731;153;0;420;81713;37964;3827;Padualaan;0;4844;12,987013
344;8652;2325;2325;37739,06754583072;2699,9998;2775;153;0;420;81464;37540;3847;Padualaan;75;5053;14,285714
350;8554;2436;2436;38441,20306882621;2700,088;2802;154;0;420;80952;37461;3816;Kromme Rijn;254;7204;16,623377
358;8621;2516;2516;40281,416580768666;2700,359;2765;153;0;420;81452;37940;3858;Padualaan;65;4825;11,428572
365;8675;2600;2600;41350,199620474654;2700,4143;2775;153;0;420;81138;37942;3780;UMC;224;6520;15,584415
371;9221;2633;2633;41171,01850377791;2699,9998;2792;154;0;420;81708;38001;3788;Kromme Rijn;242;5477;15,064935
333;8155;2304;2304;35483,31508702872;2699,9985;2810;153;0;420;81327;37988;3788;UMC;263;6282;15,064935
357;8862;2496;2496;39526,090574256945;2699,9995;2811;154;0;420;81755;38008;3814;UMC;111;5338;13,766233
349;8354;2465;2465;39242,58267522211;2699,9998;2775;153;0;420;81033;37961;3817;UMC;75;5246;14,025974
355;8616;2734;2734;39579,56189091626;2700;2747;153;0;420;81193;37984;3810;UMC;0;5030;12,727273
352;9415;2673;2673;39804,093027832096;2700,1877;2775;154;0;420;81303;37726;3803;Kromme Rijn;75;5912;14,025974
355;8797;2387;2387;39985,465403217844;2699,9998;2707;152;0;420;81049;38008;3844;UMC;0;4191;10,909091
316;8472;2217;2217;33447,137019349124;2700,0005;2775;152;0;420;81272;37964;3783;UMC;75;5694;14,285714
333;9624;2579;2579;35503,20566605794;2700;2775;152;0;420;81053;38007;3866;Padualaan;75;4651;11,688312
346;8465;2538;2538;38169,64999142136;2699,9998;2775;154;0;420;81583;37678;3839;UMC;211;5900;15,844156
369;8444;2552;2552;42705,16371562217;2700;2734;153;0;420;81726;37936;3812;Kromme Rijn;0;4251;11,948052
368;10309;2610;2610;40548,72136322162;2700,088;2870;153;0;420;81109;37993;3849;Kromme Rijn;787;8160;18,181818
396;9242;2834;2834;47155,562794242374;2699,9998;2751;153;0;420;81350;37781;3829;UMC;0;4820;12,727273
368;9740;2462;2462;40998,610446791026;2700,0007;2775;153;0;420;81554;37761;3800;UMC;75;3771;11,428572
353;8348;2563;2563;38350,958131551524;2699,9998;2726;153;0;420;81581;37970;3800;Kromme Rijn;0;5544;13,766233
371;8826;2725;2725;42176,407799115186;2700,0005;2729;153;0;420;81585;37508;3859;UMC;0;5695;14,545455
352;8671;2536;2536;39908,654474602605;2700;2728;153;0;420;81081;37952;3787;UMC;0;4582;12,467532
357;9855;2414;2414;39334,974987062276;2700;2775;153;0;420;81174;37998;3811;UMC;75;5456;14,805195
357;9482;2440;2440;40200,726359461754;2700,0332;2742;153;0;420;81249;37971;3919;UMC;0;5175;13,246754
360;8374;2584;2584;41239,196091221245;2700,215;2752;153;0;420;81275;37724;3820;UMC;0;5538;12,987013
382;8988;2735;2735;43253,561102840766;2700;2966;154;0;420;81277;37781;3780;Vaartsche Rijn;938;7555;16,363636
379;9629;2652;2652;43352,184031289224;2700,4148;2775;154;0;420;82099;37919;3839;Kromme Rijn;75;5726;14,545455
351;9082;2431;2431;38580,82320155861;2699,9998;2735;153;0;420;81128;37945;3877;UMC;0;5505;14,025974
353;8467;2485;2485;40453,96695226438;2700,0005;2775;154;0;420;81711;37965;3779;UMC;75;5208;13,246754
383;9171;2604;2604;44588,58433513699;2700,0002;2749;154;0;420;81733;37707;3791;UMC;0;4944;12,207792
367;8331;2731;2731;41108,77190830707;2700;2796;155;0;420;81543;37536;3812;Kromme Rijn;344;7868;17,662338
349;10646;2343;2343;37484,03865091089;2700,0007;2712;153;0;420;81254;37988;3796;Kromme Rijn;0;4389;11,428572
352;8262;2427;2427;38781,262143085514;2700,0002;2808;153;0;420;81346;37978;3935;Padualaan;171;5087;12,467532
333;9780;2497;2497;35942,019976425334;2700;2775;151;0;420;80581;37941;3815;UMC;75;4499;11,428572
