average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
117;324;0;0;0;2700;2700;89;0;363;6538;10242;5595;UMC;0;75;1,5384616
116;340;0;0;0;2700;2700;89;0;313;6538;10253;5586;Vaartsche Rijn;0;71;1,5384616
125;394;96;96;757,4094401756312;2700;2700;88;0;420;6479;10598;5584;UMC;0;75;1,5384616
114;334;0;0;0;2700;2700;88;0;297;6403;10592;5617;UMC;0;0;0
119;334;0;0;0;2700;2700;88;0;304;6428;10253;5731;Padualaan;0;157;3,0769231
127;420;87;87;557,9783173003511;2700;2700;90;0;420;6628;10598;5611;UMC;0;150;3,0769231
117;366;0;0;0;2700;2700;88;0;335;6449;10257;5586;UMC;0;0;0
123;356;0;0;0;2700;2700;90;0;412;6695;10593;5619;UMC;0;225;4,6153846
117;351;0;0;0;2700;2700;87;0;357;6513;9892;5620;Vaartsche Rijn;0;66;1,5384616
121;348;0;0;0;2700;2700;87;0;373;6420;10568;5635;Kromme Rijn;0;75;1,5384616
120;313;0;0;0;2700;2700;90;0;325;6578;10240;5596;Kromme Rijn;0;0;0
118;401;0;0;0;2700;2700;89;0;323;6470;10580;5664;Padualaan;0;131;1,5384616
119;407;46;46;302,3001095290252;2700;2700;87;0;420;6509;10246;5593;UMC;0;159;3,0769231
120;345;0;0;0;2700;2700;88;0;349;6465;10589;5618;UMC;0;75;1,5384616
121;456;13;13;81,68782673637043;2700;2700;91;0;420;6779;10579;5606;UMC;0;75;1,5384616
122;389;17;17;106,25;2700;2700;91;0;420;6706;10246;5594;UMC;0;135;3,0769231
123;363;0;0;0;2700;2700;88;0;346;6489;10237;5617;Heidelberglaan;0;239;4,6153846
119;377;0;0;0;2700;2700;88;0;390;6548;10565;5648;Kromme Rijn;0;150;3,0769231
118;302;0;0;0;2700;2700;89;0;336;6538;10579;5633;UMC;0;0;0
121;355;0;0;0;2700;2700;87;0;377;6394;10238;5608;Kromme Rijn;0;150;3,0769231
117;363;0;0;0;2700;2700;90;0;418;6662;10240;5609;UMC;0;75;1,5384616
115;354;0;0;0;2700;2700;90;0;328;6560;9891;5576;Padualaan;0;75;1,5384616
122;343;0;0;0;2700;2700;89;0;418;6533;10226;5664;UMC;0;120;3,0769231
126;426;60;60;390,7596899224806;2700;2700;88;0;420;6551;9915;5569;Kromme Rijn;0;286;3,0769231
117;354;0;0;0;2700;2700;88;0;332;6495;10219;5616;Kromme Rijn;0;75;1,5384616
120;378;0;0;0;2700;2700;87;0;402;6463;10587;5592;UMC;0;75;1,5384616
118;331;0;0;0;2700;2700;90;0;371;6581;10591;5686;Padualaan;0;0;0
117;320;0;0;0;2700;2700;90;0;342;6579;10567;5696;UMC;0;0;0
121;384;32;32;209,28059794456556;2700;2700;87;0;420;6470;10570;5578;Padualaan;0;75;1,5384616
119;341;0;0;0;2700;2700;88;0;363;6542;10574;5596;UMC;0;0;0
120;368;4;4;25,431164901664143;2700;2700;91;0;420;6630;10587;5616;UMC;0;0;0
115;330;0;0;0;2700;2700;90;0;361;6591;10255;5610;UMC;0;0;0
120;366;0;0;0;2700;2700;88;0;380;6538;9925;5648;Kromme Rijn;0;235;4,6153846
120;341;0;0;0;2700;2700;91;0;368;6704;10585;5608;UMC;0;187;1,5384616
121;402;36;36;232,07981580967;2700;2700;89;0;420;6563;10589;5616;UMC;0;75;1,5384616
117;354;0;0;0;2700;2700;88;0;312;6367;10578;5661;Padualaan;0;0;0
119;413;46;46;297,8736517719569;2700;2700;88;0;420;6570;10564;5579;UMC;0;62;1,5384616
119;350;0;0;0;2700;2700;88;0;373;6494;10249;5583;Vaartsche Rijn;0;150;3,0769231
125;382;8;8;52,190121155638394;2700;2700;90;0;420;6589;10589;5587;UMC;0;221;4,6153846
117;357;0;0;0;2700;2700;90;0;386;6577;10589;5594;Kromme Rijn;0;0;0
120;342;0;0;0;2700;2700;89;0;378;6561;10565;5598;UMC;0;155;3,0769231
118;359;0;0;0;2700;2700;88;0;378;6546;10225;5584;UMC;0;135;3,0769231
117;318;0;0;0;2700;2700;90;0;350;6567;10594;5597;UMC;0;75;1,5384616
117;316;0;0;0;2700;2700;88;0;364;6550;10578;5573;Padualaan;0;0;0
120;317;0;0;0;2700;2700;88;0;382;6518;10590;5602;UMC;0;0;0
119;360;0;0;0;2700;2700;89;0;344;6534;10569;5645;UMC;0;75;1,5384616
114;311;0;0;0;2700;2700;91;0;321;6624;10575;5622;Kromme Rijn;0;0;0
124;364;18;18;115,49037580201652;2700;2700;89;0;420;6591;10575;5593;UMC;0;150;3,0769231
121;371;0;0;0;2700;2700;89;0;383;6534;10252;5590;UMC;0;74;1,5384616
119;337;0;0;0;2700;2700;89;0;351;6421;9896;5588;Padualaan;0;0;0
