average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
10233,52229,42355,42331,2401,0532,3150,3150,239,0,420,252553,43495,2290,WKZ,0,17388,30,334728
10104,52322,41998,41911,2424,3364,3150,3150,238,0,420,251714,43660,2169,WKZ,0,16972,29,497908
10352,52468,42787,42506,2363,611,3150,9644,3367,238,0,420,253096,43852,2218,WKZ,217,16532,29,079498
10414,52727,42242,41903,2373,2278,3152,0933,3621,238,0,420,252681,44148,2226,WKZ,471,19307,30,753138
10246,52204,42621,42473,2375,6418,3150,3150,239,0,420,252753,43569,2107,WKZ,0,17696,28,033472
