average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
117;384;0;0;0;2700;2738;67;0;285;7580;37263;36222;UMC;0;659;12,307693
118;396;0;0;0;2700;2700;65;0;291;7364;35041;36302;Vaartsche Rijn;0;696;12,307693
114;396;0;0;0;2700;2700;67;0;296;7525;37305;36221;UMC;0;623;10,769231
119;486;0;0;0;2702,0476;2743;67;0;335;7420;37306;36194;Padualaan;0;842;12,307693
117;422;0;0;0;2700;2700;67;0;358;7510;35023;36239;Padualaan;0;826;13,846154
119;398;0;0;0;2700;2700;66;0;372;7445;32784;36237;UMC;0;787;13,846154
115;400;0;0;0;2700;2700;66;0;293;7433;32808;36252;Kromme Rijn;0;873;16,923077
117;396;0;0;0;2700;2700;67;0;308;7525;37295;36227;Kromme Rijn;0;788;12,307693
117;353;0;0;0;2700;2700;68;0;294;7536;35034;36226;Vaartsche Rijn;0;774;13,846154
115;339;0;0;0;2700;2700;65;0;325;7559;35056;36213;Vaartsche Rijn;0;236;4,6153846
116;379;0;0;0;2700;2700;68;0;314;7626;35061;36247;UMC;0;633;10,606061
116;354;0;0;0;2700;2700;65;0;326;7514;37305;36209;UMC;0;470;9,230769
120;397;0;0;0;2696,0476;2719;66;0;352;7476;32802;36193;Padualaan;83;792;13,846154
118;417;0;0;0;2700;2700;66;0;374;7502;30547;36256;Kromme Rijn;0;763;13,846154
116;378;0;0;0;2700;2700;67;0;305;7583;37290;36268;Vaartsche Rijn;0;477;9,230769
115;343;0;0;0;2700;2700;65;0;275;7455;35031;36268;Kromme Rijn;0;103;1,5384616
115;402;0;0;0;2700;2700;66;0;279;7608;35075;36197;Kromme Rijn;0;580;10,769231
115;382;0;0;0;2700;2700;67;0;355;7440;35035;36260;Kromme Rijn;0;861;15,384615
116;359;0;0;0;2700;2700;67;0;284;7547;35051;36227;UMC;0;563;10,769231
118;389;0;0;0;2700;2700;66;0;299;7528;37302;36219;Padualaan;0;319;6,1538463
113;334;0;0;0;2700;2700;66;0;272;7488;35049;36260;UMC;0;746;15,384615
117;440;0;0;0;2700;2700;66;0;318;7419;39570;36232;Padualaan;0;1042;12,307693
118;502;0;0;0;2700;2700;67;0;390;7491;30548;36259;Vaartsche Rijn;0;822;10,769231
115;382;0;0;0;2700;2700;67;0;304;7491;32794;36184;Galgenwaard;0;938;16,923077
118;411;0;0;0;2700;2700;65;0;298;7478;37294;36224;Kromme Rijn;0;497;9,230769
117;374;0;0;0;2700;2700;65;0;330;7461;35062;36309;UMC;0;480;9,230769
118;457;0;0;0;2700,3333;2710;66;0;269;7436;35061;36230;UMC;0;867;13,846154
115;355;0;0;0;2700;2700;66;0;288;7569;35036;36265;UMC;0;305;6,1538463
115;350;0;0;0;2700;2700;66;0;293;7572;35043;36217;WKZ;0;385;7,6923075
117;412;0;0;0;2700;2700;65;0;283;7382;37304;36272;UMC;0;665;12,307693
118;380;0;0;0;2700;2700;66;0;284;7378;37312;36231;Kromme Rijn;0;720;12,121212
117;386;0;0;0;2700;2700;66;0;299;7358;35053;36226;UMC;0;725;12,307693
118;387;0;0;0;2700;2741;67;0;384;7582;32790;36199;UMC;0;667;9,230769
115;343;0;0;0;2700;2700;68;0;275;7450;35057;36259;UMC;0;917;17,1875
116;366;0;0;0;2700;2700;64;0;274;7289;30559;36193;Galgenwaard;0;599;12,307693
118;404;0;0;0;2700;2700;67;0;311;7552;35074;36246;WKZ;0;943;16,923077
116;352;0;0;0;2700,524;2711;67;0;297;7569;35032;36239;Padualaan;0;572;10,769231
115;382;0;0;0;2700;2700;66;0;291;7535;32798;36354;UMC;0;376;7,6923075
116;444;0;0;0;2700;2700;69;0;312;7616;32808;36279;UMC;0;764;10,769231
116;365;0;0;0;2700;2700;66;0;293;7490;37301;36292;Kromme Rijn;0;611;10,769231
115;331;0;0;0;2700;2700;65;0;324;7488;37303;36210;UMC;0;319;6,1538463
117;386;0;0;0;2700;2700;66;0;301;7482;35056;36209;UMC;0;328;6,1538463
116;378;0;0;0;2700;2700;67;0;322;7629;37304;36235;UMC;0;548;10,769231
120;395;0;0;0;2700;2700;66;0;355;7507;37307;36223;Kromme Rijn;0;715;12,5
118;391;0;0;0;2700;2700;66;0;296;7381;32792;36279;UMC;0;686;12,307693
117;417;0;0;0;2700;2700;65;0;309;7466;32811;36190;UMC;0;307;6,1538463
116;387;0;0;0;2700;2700;66;0;310;7434;37287;36231;Heidelberglaan;0;404;6,1538463
113;361;0;0;0;2700;2700;68;0;279;7579;35060;36211;Vaartsche Rijn;0;640;10,769231
114;362;0;0;0;2700;2700;65;0;274;7389;37301;36202;UMC;0;367;7,6923075
117;391;0;0;0;2700;2728;66;0;344;7417;35059;36193;Padualaan;0;733;13,846154
