average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
117;400;0;0;0;2700;2738;76;0;377;40819;38120;3776;UMC;0;1933;6,4935064
118;403;118;118;121,88476010132061;2700;2700;76;0;420;40679;37705;3799;Vaartsche Rijn;0;1788;5,4545455
119;396;130;130;134,30412751512765;2700;2700;76;0;420;40685;37906;3843;UMC;0;2004;6,233766
117;486;0;0;0;2700;2743;75;0;392;40423;37947;3785;UMC;0;1505;4,155844
118;422;160;160;163,02576044243924;2700;2700;77;0;420;41238;38124;3859;UMC;0;1972;6,233766
118;419;107;107;121,55646031590308;2700;2700;76;0;420;40765;37717;3848;UMC;0;1680;5,4545455
117;407;0;0;0;2700;2707;76;0;393;40561;37934;3873;UMC;0;1924;6,4935064
119;409;66;66;125,88371121864942;2700;2702;76;0;420;40727;37888;3754;Padualaan;0;2133;6,4935064
119;372;106;106;174,69599471507914;2700;2700;76;0;420;40877;38134;3802;Kromme Rijn;0;1773;5,4545455
116;473;20;20;20,566056213886984;2700;2700;76;0;420;40841;38130;3849;UMC;0;971;2,857143
121;423;138;138;270,0927978176681;2700;2700;76;0;420;41058;38220;3810;UMC;0;2116;6,4935064
118;400;104;104;106,41703413160523;2700;2700;76;0;420;41046;38171;3800;UMC;0;1508;4,935065
120;530;41;41;76,0507902334002;2700;2783;76;0;420;40883;38141;3831;UMC;83;2354;6,4935064
118;443;58;58;103,1434184675835;2700;2700;76;0;420;40735;38150;3799;UMC;0;1642;5,194805
117;378;0;0;0;2700;2700;76;0;405;40856;38114;3784;Kromme Rijn;0;1647;5,4545455
118;575;55;55;66,16050993035218;2700;2700;75;0;420;40634;37906;3790;UMC;0;1493;4,4155846
117;426;102;102;174,76502839240257;2700;2700;76;0;420;40862;38196;3814;UMC;0;1376;4,4155846
116;382;10;10;10,423840075305309;2700;2701;76;0;420;40376;38134;3807;UMC;0;2075;6,4935064
115;413;0;0;0;2700;2700;76;0;418;40883;37916;3782;UMC;0;913;3,116883
119;402;0;0;0;2700;2700;75;0;400;40471;37947;3777;Padualaan;0;1305;4,4155846
118;435;28;28;41,35079255685734;2700;2700;76;0;420;40636;38139;3787;UMC;0;1617;5,4545455
118;440;0;0;0;2700;2700;75;0;410;40507;38200;3825;UMC;0;1869;4,935065
120;502;34;34;55,286086632741714;2700;2700;75;0;420;40304;38139;3776;Kromme Rijn;0;1866;5,4545455
119;417;45;45;46,27472097121598;2700;2700;76;0;420;40855;38161;3829;UMC;0;2548;8,311688
118;411;106;106;123,05798350363166;2700;2700;75;0;420;40646;38154;3775;Padualaan;0;1427;4,6753244
118;394;0;0;0;2700;2700;75;0;405;40751;38176;3810;UMC;0;1578;5,194805
118;457;154;154;159,4296840341105;2700;2710;76;0;420;40547;38114;3790;UMC;0;1947;5,4545455
117;384;0;0;0;2700;2700;76;0;410;40652;37941;3785;Heidelberglaan;0;1775;5,974026
117;383;36;36;36,99726000587142;2700;2700;76;0;420;40881;38165;3836;UMC;0;2019;6,753247
119;436;76;76;78,87727620883058;2700;2700;75;0;420;40480;37929;3781;UMC;0;1844;5,974026
119;486;37;37;38,43870584743247;2700;2700;76;0;420;40431;37941;3815;UMC;0;2040;6,4935064
118;421;0;0;0;2700;2700;76;0;416;40665;38147;3802;UMC;0;1804;5,714286
119;387;106;106;108,88427227178296;2699,9995;2741;76;0;420;40930;37901;3803;Kromme Rijn;0;1773;5,194805
117;354;12;12;12,407070060558318;2700;2700;76;0;420;40633;38158;3802;Galgenwaard;0;1758;5,4545455
118;392;68;68;79,14507450844263;2700;2700;75;0;420;40343;38154;3790;UMC;0;1296;4,4155846
118;404;96;96;125,20875926792621;2700;2700;76;0;420;40595;38180;3812;UMC;0;2073;6,233766
118;426;32;32;32,95248369538567;2699,9998;2711;75;0;420;40793;38122;3803;UMC;0;2197;7,012987
117;410;0;0;0;2700;2700;76;0;361;40815;38185;3871;UMC;0;1557;5,194805
118;447;19;19;31,89847367518436;2700,0002;2775;76;0;420;40815;38151;3797;UMC;75;2167;5,974026
118;382;0;0;0;2700;2700;75;0;420;40603;37900;3830;UMC;0;1865;5,714286
117;383;105;105;108,04262616364527;2700;2700;75;0;420;40836;37949;3778;UMC;0;1254;4,155844
119;452;93;93;98,93755367439579;2700;2700;76;0;420;40753;38181;3794;UMC;0;1846;5,974026
117;393;60;60;61,98745541753782;2700;2700;76;0;420;40671;38157;3899;Padualaan;0;1467;4,6753244
118;395;0;0;0;2700;2700;75;0;420;40469;37947;3801;Kromme Rijn;0;2161;6,753247
118;391;64;64;65,55777766938198;2700;2700;76;0;420;41010;37928;3809;UMC;0;1791;5,714286
118;417;56;56;113,59893823580013;2700;2700;75;0;420;40692;38170;3863;UMC;0;1002;3,3766234
116;387;0;0;0;2700;2700;76;0;409;40497;38145;3782;Vaartsche Rijn;0;1272;3,8961039
115;361;27;27;27,86361738190572;2700;2700;76;0;420;40724;38159;3850;Vaartsche Rijn;0;1448;4,4155846
117;373;31;31;47,646057855927396;2700;2700;76;0;420;40571;38127;3807;UMC;0;1358;4,4155846
119;413;0;0;0;2700;2728;76;0;414;40713;38189;3815;UMC;0;1929;5,974026
