average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
122;388;0;0;0;2700;2700;66;0;260;4890;10269;5647;Heidelberglaan;0;150;3,0769231
121;377;0;0;0;2700;2700;66;0;262;4903;9899;5735;Padualaan;0;75;1,5384616
118;363;0;0;0;2700;2700;67;0;256;4887;10603;5669;Kromme Rijn;0;75;1,5384616
116;334;0;0;0;2700;2700;68;0;276;4911;10258;5604;UMC;0;0;0
120;371;0;0;0;2700;2700;67;0;280;4929;10585;5597;Vaartsche Rijn;0;75;1,5384616
122;393;0;0;0;2700;2700;66;0;293;4890;10267;5624;UMC;0;316;6,1538463
125;402;0;0;0;2700;2700;66;0;350;4847;10604;5641;UMC;0;150;3,0769231
118;314;0;0;0;2700;2700;66;0;274;4850;10262;5560;Vaartsche Rijn;0;75;1,5384616
121;356;0;0;0;2700;2700;65;0;286;4862;10600;5610;UMC;0;142;3,0769231
126;363;0;0;0;2700;2700;65;0;274;4847;10269;5683;Padualaan;0;233;4,6153846
122;370;0;0;0;2700;2700;65;0;295;4773;10595;5596;UMC;0;75;1,5384616
114;322;0;0;0;2700;2700;65;0;243;4773;10591;5639;UMC;0;0;0
115;336;0;0;0;2700;2700;67;0;237;4907;10575;5592;Vaartsche Rijn;0;0;0
120;364;0;0;0;2700;2700;66;0;298;4893;9911;5593;Vaartsche Rijn;0;141;3,0769231
119;411;0;0;0;2700;2700;66;0;312;4903;10580;5605;Kromme Rijn;0;0;0
116;354;0;0;0;2700;2700;66;0;263;4954;9898;5573;Padualaan;0;0;0
125;371;0;0;0;2700;2700;69;0;340;5095;10595;5604;UMC;0;225;4,6153846
125;425;0;0;0;2700;2700;65;0;304;4838;10255;5574;Padualaan;0;150;3,0769231
117;304;0;0;0;2700;2700;68;0;265;5026;10264;5671;UMC;0;0;0
117;340;0;0;0;2700;2700;67;0;258;4953;10597;5621;UMC;0;0;0
123;355;0;0;0;2700;2700;64;0;259;4758;9915;5634;Vaartsche Rijn;0;79;1,5384616
123;400;0;0;0;2700;2700;67;0;355;5025;10592;5608;UMC;0;150;3,0769231
121;405;0;0;0;2700;2700;66;0;340;4828;10589;5599;WKZ;0;172;3,0769231
115;320;0;0;0;2700;2700;67;0;249;4913;10248;5617;Kromme Rijn;0;0;0
116;371;0;0;0;2700;2700;66;0;259;4845;10588;5613;UMC;0;75;1,5384616
117;360;0;0;0;2700;2700;65;0;250;4837;10255;5617;UMC;0;136;3,0769231
118;310;0;0;0;2700;2700;67;0;265;4895;10571;5596;UMC;0;0;0
116;328;0;0;0;2700;2700;67;0;244;4934;10585;5594;UMC;0;0;0
116;341;0;0;0;2700;2700;67;0;323;4912;10243;5605;UMC;0;0;0
118;350;0;0;0;2700;2700;66;0;260;4910;10588;5639;Kromme Rijn;0;0;0
116;322;0;0;0;2700;2700;66;0;268;4865;10576;5598;UMC;0;0;0
119;346;0;0;0;2700;2700;68;0;303;5010;10254;5618;Vaartsche Rijn;0;75;1,5384616
118;349;0;0;0;2700;2700;67;0;285;4970;10257;5592;UMC;0;0;0
114;307;0;0;0;2700;2700;65;0;237;4801;10584;5567;UMC;0;0;0
118;335;0;0;0;2700;2700;68;0;283;4986;10597;5605;UMC;0;0;0
116;339;0;0;0;2700;2700;67;0;261;4882;10585;5600;UMC;0;0;0
118;370;0;0;0;2700;2700;67;0;287;4911;10591;5603;UMC;0;75;1,5384616
114;321;0;0;0;2700;2700;68;0;296;4991;10250;5660;Padualaan;0;0;0
118;343;0;0;0;2700;2700;67;0;258;4896;10595;5681;Padualaan;0;0;0
119;311;0;0;0;2700;2700;66;0;253;4903;10588;5609;UMC;0;133;3,0769231
119;381;0;0;0;2700;2700;65;0;295;4861;10585;5646;UMC;0;0;0
119;370;0;0;0;2700;2700;66;0;287;4890;10244;5588;Padualaan;0;214;4,6153846
124;418;0;0;0;2700,476;2710;66;0;310;4931;10584;5622;UMC;0;180;3,0769231
116;378;0;0;0;2700;2700;66;0;255;4875;10592;5606;UMC;0;76;1,5384616
115;340;0;0;0;2700;2700;67;0;229;4921;10227;5669;Padualaan;0;0;0
123;427;0;0;0;2697,3809;2700;65;0;284;4896;10583;5654;UMC;0;350;6,1538463
120;398;0;0;0;2700;2700;68;0;306;4946;10243;5668;Vaartsche Rijn;0;146;3,0769231
118;362;0;0;0;2700;2700;66;0;263;4919;10615;5650;Vaartsche Rijn;0;81;1,5384616
117;345;0;0;0;2700;2700;68;0;256;4955;10575;5585;UMC;0;75;1,5384616
119;354;0;0;0;2700;2700;68;0;272;4960;10571;5635;UMC;0;75;1,5384616
