average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
118;419;0;0;0;2700;2700;45;0;260;24389;37959;3763;Vaartsche Rijn;0;1073;3,6363637
116;403;0;0;0;2700;2700;45;0;262;24510;38164;3793;UMC;0;1298;4,4155846
117;411;0;0;0;2700;2700;45;0;256;24515;38195;3805;UMC;0;1377;4,6753244
116;371;0;0;0;2700;2700;45;0;276;24422;37705;3772;Kromme Rijn;0;1077;3,6363637
118;438;0;0;0;2700,0005;2709;45;0;280;24409;37937;3852;UMC;0;1123;3,8961039
118;417;0;0;0;2700;2700;45;0;293;24196;37938;3795;UMC;0;1386;4,4155846
119;402;0;0;0;2700;2700;45;0;350;24271;37932;3767;UMC;0;1278;4,4155846
117;393;0;0;0;2700;2703;45;0;274;24345;37950;3864;UMC;0;802;2,5974026
116;414;0;0;0;2700;2700;45;0;286;24188;37947;3781;Kromme Rijn;0;802;2,857143
119;375;0;0;0;2700;2700;45;0;274;24319;37920;3817;Kromme Rijn;0;1234;4,4155846
118;379;0;0;0;2700;2700;45;0;295;24523;37703;3795;Heidelberglaan;0;1511;5,194805
116;393;0;0;0;2700;2700;45;0;243;24260;37959;3792;Kromme Rijn;0;511;1,8181819
116;402;0;0;0;2700;2700;45;0;237;24524;38173;3805;Vaartsche Rijn;0;1211;3,8961039
118;408;0;0;0;2700;2700;45;0;298;24551;37915;3873;UMC;0;910;3,116883
118;412;0;0;0;2700;2700;45;0;312;24555;38178;3797;UMC;0;1029;3,6363637
117;407;0;0;0;2700;2700;45;0;263;24621;37701;3774;Vaartsche Rijn;0;794;2,5974026
118;459;0;0;0;2700;2700;45;0;340;24545;38173;3793;Padualaan;0;1265;3,8961039
119;425;0;0;0;2700;2741;45;0;304;24348;38155;3857;UMC;0;1301;4,155844
116;374;0;0;0;2700;2700;45;0;265;24422;37674;3767;Padualaan;0;747;2,5974026
116;407;0;0;0;2700;2700;45;0;258;24450;37748;3820;UMC;0;914;3,116883
118;400;0;0;0;2700;2700;45;0;259;24322;37950;3801;Kromme Rijn;0;603;2,077922
118;428;0;0;0;2700;2700;45;0;355;24395;38145;3822;Vaartsche Rijn;0;964;3,116883
116;410;0;0;0;2700;2700;45;0;340;24245;38163;3847;UMC;0;993;3,3766234
116;385;0;0;0;2700;2700;45;0;249;24311;37675;3860;Vaartsche Rijn;0;814;2,5974026
116;406;0;0;0;2700;2700;45;0;259;24291;38156;3838;UMC;0;1087;3,3766234
116;381;0;0;0;2700;2700;44;0;250;24064;37909;3871;UMC;0;964;3,3766234
116;360;0;0;0;2700;2700;45;0;265;24274;38123;3774;UMC;0;929;3,116883
115;368;0;0;0;2700;2700;45;0;244;24468;37902;3789;Kromme Rijn;0;777;2,5974026
117;380;0;0;0;2700;2700;45;0;323;24331;38169;3808;UMC;0;499;1,5584415
117;400;0;0;0;2700;2700;45;0;260;24409;37699;3750;Kromme Rijn;0;888;3,116883
117;423;0;0;0;2700;2738;45;0;268;24390;37918;3819;UMC;0;1005;3,3766234
116;371;0;0;0;2700;2700;45;0;303;24620;37953;3807;UMC;0;660;2,3376622
118;410;0;0;0;2700;2700;45;0;285;24387;37956;3808;UMC;0;921;3,116883
116;386;0;0;0;2699,9998;2708;45;0;237;24190;38128;3832;Kromme Rijn;0;1058;3,6363637
117;436;0;0;0;2700;2700;46;0;283;24751;38158;3805;Kromme Rijn;0;1269;4,155844
117;420;0;0;0;2700;2700;45;0;261;24523;38161;3826;UMC;0;674;2,3376622
117;453;0;0;0;2700;2700;45;0;287;24382;38205;3815;UMC;0;1232;3,8961039
116;388;0;0;0;2700;2700;45;0;296;24476;38138;3839;UMC;0;603;2,077922
117;386;0;0;0;2700;2700;45;0;258;24415;38201;3795;UMC;0;965;3,3766234
118;379;0;0;0;2700;2700;45;0;253;24371;37914;3830;UMC;0;907;3,116883
117;405;0;0;0;2700;2775;45;0;295;24375;37915;3784;UMC;75;1125;3,8961039
117;406;0;0;0;2700;2700;45;0;287;24315;38129;3870;UMC;0;1133;3,8961039
118;419;0;0;0;2700;2710;45;0;310;24287;37735;3804;Kromme Rijn;0;851;2,5974026
117;387;0;0;0;2700;2700;46;0;255;24735;37941;3825;UMC;0;1018;3,3766234
117;456;0;0;0;2700;2700;46;0;229;24694;37703;3753;Padualaan;0;1242;3,8961039
118;427;0;0;0;2700;2750;45;0;284;24642;38123;3829;UMC;0;1174;3,8961039
116;398;0;0;0;2700;2700;45;0;306;24539;37878;3818;UMC;0;559;1,8181819
119;416;0;0;0;2700;2700;45;0;263;24304;37895;3816;UMC;0;952;3,116883
118;446;0;0;0;2700;2700;45;0;256;24412;37693;3800;Kromme Rijn;0;1278;4,155844
117;394;0;0;0;2700;2700;46;0;272;24430;37952;3840;UMC;0;1307;4,4155846
