average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
118;419;0;0;0;2700;2700;40;0;195;4557;35078;36201;Padualaan;0;555;10,769231
115;403;0;0;0;2700;2700;41;0;182;4645;35075;36257;UMC;0;482;9,230769
112;356;0;0;0;2700;2700;39;0;161;4397;32820;36226;Vaartsche Rijn;0;544;10,769231
116;371;0;0;0;2700;2700;40;0;156;4546;35071;36229;Galgenwaard;0;515;10,769231
116;330;0;0;0;2700,4285;2709;38;0;170;4447;37306;36213;Kromme Rijn;0;309;6,1538463
117;379;0;0;0;2700;2700;39;0;212;4436;37315;36233;Galgenwaard;0;300;6,1538463
114;338;0;0;0;2700;2700;39;0;169;4422;32809;36156;Padualaan;0;312;6,1538463
117;355;0;0;0;2700;2700;37;0;182;4360;35061;36196;Kromme Rijn;0;75;1,5384616
115;364;0;0;0;2700;2700;38;0;166;4387;35076;36235;Heidelberglaan;0;210;4,6153846
116;363;0;0;0;2700;2700;39;0;178;4444;35068;36183;UMC;0;210;4,6153846
115;369;0;0;0;2700;2700;40;0;173;4575;32804;36190;Padualaan;0;363;7,8125
115;321;0;0;0;2700;2700;39;0;175;4508;35062;36263;UMC;0;150;3,0769231
115;402;0;0;0;2700;2700;39;0;171;4596;37335;36225;Heidelberglaan;0;365;6,1538463
113;384;0;0;0;2700;2700;39;0;213;4526;35062;36207;UMC;0;315;6,1538463
114;337;0;0;0;2700;2700;40;0;178;4558;37316;36212;Galgenwaard;0;232;4,6153846
115;335;0;0;0;2700;2700;39;0;183;4508;32821;36179;Padualaan;0;75;1,5384616
117;459;0;0;0;2700;2700;40;0;182;4514;35072;36226;Kromme Rijn;0;464;7,6923075
116;381;0;0;0;2700;2700;39;0;175;4541;37336;36270;UMC;0;375;7,6923075
117;355;0;0;0;2700;2700;40;0;194;4528;35054;36217;Padualaan;0;222;4,6153846
114;343;0;0;0;2700;2700;39;0;183;4519;35068;36195;Vaartsche Rijn;0;88;1,5384616
114;361;0;0;0;2700;2700;40;0;192;4545;32820;36216;Kromme Rijn;0;150;3,0769231
114;428;0;0;0;2700;2700;39;0;186;4525;35070;36225;UMC;0;75;1,5625
115;372;0;0;0;2700;2700;39;0;179;4503;37317;36228;UMC;0;229;4,6153846
116;385;0;0;0;2700;2700;38;0;182;4389;37300;36229;UMC;0;300;4,6153846
117;389;0;0;0;2700;2700;38;0;184;4448;32823;36263;Padualaan;0;373;6,1538463
115;340;0;0;0;2700;2700;38;0;181;4409;37321;36198;Kromme Rijn;0;218;4,6153846
114;342;0;0;0;2700;2700;39;0;207;4464;37305;36201;Padualaan;0;364;7,6923075
115;365;0;0;0;2700;2700;39;0;177;4549;37314;36212;UMC;0;333;6,1538463
115;380;0;0;0;2700;2700;38;0;195;4323;35078;36202;Kromme Rijn;0;75;1,5625
117;400;0;0;0;2700;2700;39;0;160;4411;37323;36201;UMC;0;307;6,1538463
116;363;0;0;0;2700;2700;39;0;206;4502;37324;36221;Heidelberglaan;0;252;4,6153846
115;371;0;0;0;2700;2700;39;0;180;4462;35062;36184;UMC;0;153;3,0769231
118;362;0;0;0;2700;2700;40;0;207;4566;37334;36210;Vaartsche Rijn;0;388;7,6923075
114;386;0;0;0;2699,8096;2700;39;0;166;4423;35088;36310;UMC;0;606;12,307693
116;358;0;0;0;2700;2700;40;0;188;4576;35077;36235;Kromme Rijn;0;385;7,6923075
115;349;0;0;0;2700;2700;39;0;170;4499;35075;36315;Padualaan;0;230;4,6153846
115;388;0;0;0;2700;2700;40;0;212;4589;37319;36288;Vaartsche Rijn;0;318;6,1538463
115;386;0;0;0;2700;2700;39;0;190;4547;37317;36204;UMC;0;150;3,0769231
118;386;0;0;0;2700;2700;40;0;212;4573;37343;36213;Padualaan;0;375;7,6923075
116;379;0;0;0;2700;2700;38;0;186;4401;37312;36230;UMC;0;241;4,6153846
115;355;0;0;0;2700;2700;39;0;175;4519;35062;36243;Vaartsche Rijn;0;220;4,6153846
116;406;0;0;0;2700;2700;39;0;178;4486;32818;36168;Padualaan;0;535;10,769231
117;337;0;0;0;2700;2700;39;0;166;4485;32810;36208;UMC;0;386;6,1538463
116;387;0;0;0;2700;2700;39;0;191;4467;37313;36232;UMC;0;484;9,230769
115;389;0;0;0;2700;2700;40;0;165;4621;37312;36259;Kromme Rijn;0;465;9,230769
116;354;0;0;0;2700;2700;39;0;183;4454;35068;36182;Heidelberglaan;0;143;3,0769231
114;346;0;0;0;2700;2700;39;0;174;4523;35062;36166;Kromme Rijn;0;178;3,0769231
115;396;0;0;0;2700;2700;39;0;185;4548;35050;36311;UMC;0;163;3,0769231
116;357;0;0;0;2700;2700;38;0;167;4378;35057;36210;UMC;0;459;9,230769
117;394;0;0;0;2700;2700;40;0;226;4546;35081;36222;Heidelberglaan;0;544;10,769231
