average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
90,892,0,0,0,2184.5693,2325,48,0,364,45539,47297,1879,WKZ,3369,7652,14.825582
89,1013,0,0,0,2184.1238,2390,48,0,407,45174,47270,1969,WKZ,6009,11942,20.57971
89,944,47,47,43.69480045155721,2184.5664,2419,48,0,420,45378,47258,1930,WKZ,3446,8542,16.231884
91,912,60,60,10.614772224679346,2184.105,2311,48,0,420,45427,47299,1861,WKZ,6307,12756,21.884058
91,846,10,10,0.3309358866875524,2184.241,2346,49,0,420,45508,47201,1857,WKZ,4580,11061,18.063583
87,921,19,19,17.478535132293676,2184.4675,2343,49,0,420,45867,47188,1920,WKZ,1914,5679,10.724638
89,974,0,0,0,2184.0898,2348,48,0,345,45573,47301,1984,WKZ,4496,9070,16.811594
91,885,0,0,0,2184.0774,2367,48,0,410,45359,47232,1943,WKZ,5307,10426,19.130434
89,841,7,7,6.548175865294668,2184.1355,2352,48,0,420,45131,47259,1887,WKZ,5411,11393,20.869566
97,1012,15,15,2.9213234480469183,2185.6304,2366,49,0,420,45422,47499,2000,WKZ,17277,25254,38.372093
87,881,0,0,0,2184.1804,2316,49,0,366,45649,47255,1897,WKZ,3238,7398,14.202899
129,1086,243,243,500.44443456812064,2197.285,2435,49,0,420,45215,47825,1967,WKZ,69892,86482,72.093025
92,831,143,143,132.9606836093155,2183.9995,2344,48,0,420,45370,47358,1900,WKZ,7014,14594,26.086956
101,876,55,55,52.54563557915699,2201.0322,2480,49,0,420,45416,47570,1903,WKZ,29239,42070,38.56305
88,920,35,35,47.53450801118459,2184.305,2314,48,0,420,45279,47230,1934,WKZ,1605,4835,9.565217
161,1606,234,234,403.34157038224356,2226.9604,2554,50,0,420,45142,47929,1876,WKZ,178613,202592,69.82249
87,880,0,0,0,2184.2292,2305,48,0,363,45138,47230,1917,WKZ,2201,5819,11.014493
86,945,0,0,0,2183.9836,2280,48,0,404,45186,47320,1886,WKZ,923,4822,9.130435
95,902,15,15,4.513252852508221,2191.4995,2359,49,0,420,45545,47414,2040,WKZ,16314,26268,28.343023
94,921,29,29,0.19404915912031048,2185.3364,2384,48,0,420,45027,47448,1874,WKZ,11694,19050,28.115942
91,964,5,5,4.688718120057913,2184.8545,2419,48,0,420,45107,47259,1920,WKZ,5537,11606,18.84058
88,791,10,10,9.27134791813691,2184.2205,2323,48,0,420,45575,47260,1966,WKZ,2137,7538,13.913043
87,913,10,10,9.322767530132516,2184.3564,2284,48,0,420,45265,47242,1961,WKZ,1637,5014,11.014493
93,917,0,0,0,2187.879,2515,49,0,367,45568,47398,1891,WKZ,14648,22376,31.831396
123,951,171,171,238.85391123776705,2193.9724,2402,49,0,420,45463,47662,1964,WKZ,42121,55782,52.478134
88,859,24,24,22.311744654477845,2184.0154,2324,48,0,420,45421,47273,1865,WKZ,2535,6433,12.898551
92,822,1,1,0.0022095052917651737,2184.0244,2340,49,0,420,45473,47385,1924,WKZ,6475,14627,25.942028
98,920,46,46,23.030597163089276,2186.2842,2345,49,0,420,45533,47458,1986,WKZ,14556,22163,29.360466
86,888,17,17,15.682656826568268,2184.7124,2315,48,0,420,45723,47144,1922,WKZ,1750,4731,9.565217
146,1357,324,324,282.44415359701856,2220.8584,2466,50,0,420,45315,47649,2108,WKZ,105574,124563,55.309734
93,844,47,47,49.34930754011871,2187.363,2432,49,0,420,45725,47413,1914,WKZ,12057,17552,22.028986
95,988,0,0,0,2186.5278,2429,49,0,407,45505,47429,1910,WKZ,10678,19438,27.55102
94,948,0,0,0,2184.613,2395,48,0,399,45161,47551,1932,WKZ,8570,16452,29.565218
90,1003,27,27,3.722167575784673,2184.2537,2375,48,0,420,44941,47355,1874,WKZ,7554,12944,20.289856
91,969,44,44,9.832728560049562,2184.3262,2320,48,0,420,45395,47281,1943,WKZ,6881,12918,19.275362
87,920,0,0,0,2184.3552,2327,48,0,404,45199,47162,1909,WKZ,2431,7401,13.478261
101,906,89,89,17.044026543795056,2194.9253,2408,49,0,420,45582,47400,1900,WKZ,28629,39003,37.645348
91,859,167,167,160.43538736670126,2184.9702,2365,48,0,420,45511,47345,1902,WKZ,7334,13288,24.057972
93,923,45,45,11.062504142639359,2187.7236,2448,49,0,420,45469,47414,1893,WKZ,14081,22792,30.57971
88,1022,0,0,0,2184.1614,2343,48,0,341,45316,47216,1961,WKZ,3363,8172,15.362319
89,851,7,7,10.225464190981432,2184.1997,2340,48,0,420,45423,47340,1931,WKZ,2940,7429,14.782609
89,751,0,0,0,2184.4834,2345,48,0,332,44984,47362,1946,WKZ,5767,11533,21.304348
92,937,55,55,60.33675092805374,2184.517,2378,48,0,420,45442,47395,1932,WKZ,5180,10845,20.434782
87,773,38,38,35.46666666666667,2183.94,2302,48,0,420,45223,47247,1905,WKZ,1800,6532,12.898551
100,938,48,48,10.499501605936427,2189.0037,2367,49,0,420,45356,47577,1935,WKZ,22686,31932,40.204678
89,776,0,0,0,2184.4866,2359,48,0,390,45553,47227,2000,WKZ,2704,7434,13.623188
102,856,76,76,82.38782368056928,2191.0452,2510,49,0,420,45740,47545,1983,WKZ,24932,36314,41.569767
123,1334,225,225,223.47972972972974,2210.4744,2487,50,0,420,45760,47497,1922,WKZ,65012,81299,46.187683
86,858,0,0,0,2184.081,2320,48,0,369,45321,47303,1945,WKZ,2885,7380,13.333333
90,910,0,0,0,2184.323,2367,49,0,414,45428,47309,1977,WKZ,4615,10085,19.42029
