stop,direction,time,average,sd,distribution,params
Padualaan,0,360,0,0.0,lognorm,(1.5885898221401278, -2.5455697768690653e-20, 1.5767989860128996e-19)
Padualaan,0,375,0,0.0,lognorm,(1.5885898221401278, -2.5455697768690653e-20, 1.5767989860128996e-19)
Padualaan,0,390,0,0.0,lognorm,(1.5885898221401278, -2.5455697768690653e-20, 1.5767989860128996e-19)
Padualaan,0,405,0,0.0,lognorm,(1.5885898221401278, -2.5455697768690653e-20, 1.5767989860128996e-19)
Padualaan,0,420,0,0.0,lognorm,(1.5885898221401278, -2.5455697768690653e-20, 1.5767989860128996e-19)
Padualaan,0,435,0,0.0,lognorm,(1.5885898221401278, -2.5455697768690653e-20, 1.5767989860128996e-19)
Padualaan,0,450,0,0.0,lognorm,(1.5885898221401278, -2.5455697768690653e-20, 1.5767989860128996e-19)
Padualaan,0,465,0.014492753623188406,0.1203858530857692,expon,(0.0, 0.014492753623188406)
Padualaan,0,480,0.03225806451612903,0.17812704394997528,gamma,(0.22096246325055002, -8.669287454812932e-31, 0.5775250231756361)
Padualaan,0,495,0,0.0,lognorm,(1.5885898221401278, -2.5455697768690653e-20, 1.5767989860128996e-19)
Padualaan,0,510,0.03333333333333333,0.18102033471939252,gamma,(0.22912661044660504, -1.008750400498589e-30, 0.5761970610245728)
Padualaan,0,525,0.03278688524590164,0.1795562228341584,gamma,(0.22497065035483693, -7.6694866287027425e-31, 0.5768717897178635)
Padualaan,0,540,0.0136986301369863,0.11704114719613055,expon,(0.0, 0.0136986301369863)
Padualaan,0,555,0.014705882352941176,0.1212678125181665,expon,(0.0, 0.014705882352941176)
Padualaan,0,570,0.058823529411764705,0.2933264159665393,gamma,(0.2169406306923108, -4.803677587577529e-30, 0.960494545468353)
Padualaan,0,585,0.05128205128205128,0.22200011100008324,gamma,(0.37241824505603216, -4.3759312362623264e-30, 0.55580140940447)
Padualaan,0,600,0.029411764705882353,0.17021393345759914,gamma,(0.19962131468611038, -1.6271071663262102e-30, 0.5810396624848024)
Padualaan,0,615,0.1044776119402985,0.4311481626164538,gamma,(0.23284572703546097, -1.8646683637411543e-30, 1.3625688109143876)
Padualaan,0,630,0.1891891891891892,0.5655806974791284,gamma,(0.5924356974256502, -2.3826917034548725e-32, 1.0935165059530423)
Padualaan,0,645,0.10144927536231885,0.30413462267999425,expon,(0.0, 0.10144927536231885)
Padualaan,0,660,0.16216216216216217,0.7590012728891274,gamma,(0.14497654396095913, -1.2428546270906217e-30, 3.04207800796445)
Padualaan,0,675,0.11267605633802817,0.46442885891160945,gamma,(0.27789419518975234, -1.3277864005690859e-29, 1.3451885367982355)
Padualaan,0,690,0.057971014492753624,0.29124772006249716,gamma,(0.21348313907970573, -1.590048148972837e-30, 0.9614835286278429)
Padualaan,0,705,0.07792207792207792,0.26980664452011627,gamma,(0.6175910957579946, -4.8928904578147864e-29, 0.5126362574062691)
Padualaan,0,720,0.11267605633802817,0.3605272240423099,gamma,(0.5565153999211518, -1.1202982893325798e-29, 0.7189936497868314)
Padualaan,0,735,0.09230769230769231,0.2917124506190194,expon,(0.0, 0.09230769230769231)
Padualaan,0,750,0.1794871794871795,0.5282558840697177,gamma,(0.5418184917339604, -1.1768439275173516e-29, 1.0683692711068278)
Padualaan,0,765,0.4788732394366197,0.7719947248076147,pareto,(0.3861763436543669, -0.0073446804993025135, 0.0031578885162925046)
Padualaan,0,780,0.27941176470588236,0.5421237462770252,gamma,(0.11047139961324984, -4.63536618235053e-28, 0.5603287931547252)
Padualaan,0,795,0.14473684210526316,0.4228142970910059,expon,(0.0, 0.14473684210526316)
Padualaan,0,810,0.08860759493670886,0.3277692049849241,gamma,(0.3984501785203613, -2.0277941906488216e-31, 0.7730732836472203)
Padualaan,0,825,0.1267605633802817,0.41160235542810464,gamma,(0.5402558123951284, -3.826002873813835e-30, 0.8331126176557906)
Padualaan,0,840,0.06060606060606061,0.24043472671155017,gamma,(0.45299401915539816, -2.0093664775069452e-29, 0.5311793162132337)
Padualaan,0,855,0.14492753623188406,0.39390064135517355,expon,(0.0, 0.14492753623188406)
Padualaan,0,870,0.2535211267605634,0.49909374610831037,gamma,(0.03889712225406644, -6.256509719670694e-29, 0.45861660845479935)
Padualaan,0,885,0.375,0.7770928126270502,gamma,(0.2212567584771542, -1.6679291061908306e-28, 0.9553478848356836)
Padualaan,0,900,0.15,0.4044246802977018,expon,(0.0, 0.15)
Padualaan,0,915,0.30985915492957744,1.1287356934170025,gamma,(0.22975939525694355, -8.473649526955762e-31, 3.5925803668922884)
Padualaan,0,930,0.19736842105263158,0.5169071313651422,gamma,(0.6121493355367598, -3.7948884859175433e-29, 0.9863976819745063)
Padualaan,0,945,0.3125,0.870595490418201,gamma,(0.481883493338922, -3.1880402850078944e-30, 1.86436575394384)
Padualaan,0,960,0.13043478260869565,0.3801332381841642,expon,(0.0, 0.13043478260869565)
Padualaan,0,975,0.17333333333333334,0.47571662395412073,gamma,(0.6469071299976528, -1.211102796177841e-31, 1.017955176880424)
Padualaan,0,990,1.6779661016949152,11.834258681918154,pareto,(4.5828880314942175, -4.561574694183648, 4.561574694155762)
Padualaan,0,1005,0.08108108108108109,0.2748228199711542,expon,(0.0, 0.08108108108108109)
Padualaan,0,1020,0.208955223880597,0.47791572202498345,gamma,(0.054882158879048445, -1.4891206340962669e-29, 0.6198560490820704)
Padualaan,0,1035,0.15151515151515152,0.4382631539093745,expon,(0.0, 0.15151515151515152)
Padualaan,0,1050,0.12,0.3661339291216454,expon,(0.0, 0.12)
