stop,direction,time,average,sd,distribution,params
Padualaan,0,360,0,0.0,lognorm,(1.5885898221401278, -2.5455697768690653e-20, 1.5767989860128996e-19)
Padualaan,0,375,0.1111111111111111,0.3333333333333333,gamma,(0.1256506700275704, -2.2251821128158368e-29, 0.622533322256398)
Padualaan,0,390,0.03225806451612903,0.1796053020267749,gamma,(0.22096238280017255, -4.5345603075401704e-30, 0.5775251667526797)
Padualaan,0,405,0.07407407407407407,0.2668802563418119,gamma,(0.5807795681956658, -2.855393684653132e-30, 0.514897567347085)
Padualaan,0,420,0.05,0.22360679774997896,gamma,(0.36152962989761556, -5.797396152886286e-31, 0.5573894240054715)
Padualaan,0,435,0.27586206896551724,0.5229170357287027,gamma,(0.10501610641217779, -3.373900089412363e-29, 0.24097810282543583)
Padualaan,0,450,0.3620689655172414,0.583344136102547,gamma,(0.39192844650376124, -6.090948014965791e-29, 0.36152825775767994)
Padualaan,0,465,0.17391304347826086,0.4185592142777142,gamma,(0.12246515255697679, -1.4771716904518958e-28, 0.5367383129860674)
Padualaan,0,480,0.7580645161290323,1.3143032046686265,gamma,(0.2950957195407231, -3.687119759277605e-28, 1.049057212199488)
Padualaan,0,495,1.1846153846153846,1.5800742436305375,gamma,(0.23093145131139226, -4.447691356508419e-28, 2.2044451529139666)
Padualaan,0,510,1.3333333333333333,3.2503802472037684,gamma,(0.1542700002423364, -7.390683428589521e-29, 1.5376365481668146)
Padualaan,0,525,0.8360655737704918,1.6039568559124073,pareto,(0.36094143796830747, -0.004553723491835309, 0.0018885250385180137)
Padualaan,0,540,1.0273972602739727,1.9788647330373688,gamma,(0.2804534826385291, -2.6070315882274567e-28, 1.5376367272797533)
Padualaan,0,555,0.4852941176470588,0.9222400868945836,pareto,(2.5606929578391164, -0.19641028446252912, 0.19641028441345953)
Padualaan,0,570,0.8382352941176471,1.1010211558373457,gamma,(0.1563380312418805, -1.110063930850127e-29, 0.9662251080580762)
Padualaan,0,585,2.08974358974359,4.052210868206752,pareto,(0.4391223510572824, -0.07237470426508301, 0.04653878403166578)
Padualaan,0,600,2.6470588235294117,3.623162244946335,gamma,(0.4123113205346623, -1.5922872992186807e-27, 4.9062993737231775)
Padualaan,0,615,4.895522388059701,4.681149588017912,lognorm,(7.499954213135027, -1.0278610817124308e-17, 0.054410097775463406)
Padualaan,0,630,6.891891891891892,6.203330010649864,lognorm,(9.779777228571508, -7.79831213313105e-26, 4.233319732267189)
Padualaan,0,645,10.594202898550725,9.790930437939988,lognorm,(8.659413988294379, -4.846364466687047e-25, 3.898297391724249)
Padualaan,0,660,12.486486486486486,10.823924848683673,expon,(0.0, 12.486486486486486)
Padualaan,0,675,10,8.39727847068833,gamma,(0.6292696537354139, -3.377582902811048e-26, 14.926315764818636)
Padualaan,0,690,11.710144927536232,9.060420470173234,lognorm,(7.179026409555666, -1.1938820864197082e-22, 3.348682828722792)
Padualaan,0,705,14.142857142857142,11.341254787296508,lognorm,(9.027287428282339, -1.2238489023542774e-24, 4.100882964460406)
Padualaan,0,720,18.816901408450704,16.049307825888967,lognorm,(8.360129594789512, -2.1882623754355643e-19, 3.705229292727184)
Padualaan,0,735,15.015384615384615,11.565698622019537,lognorm,(10.083161122714904, -1.9044885125949644e-23, 4.474590249573751)
Padualaan,0,750,19.858974358974358,13.82330458261517,lognorm,(8.904498311666792, -2.2445491484237192e-27, 3.972734961199551)
Padualaan,0,765,22.197183098591548,18.422517059534865,lognorm,(7.577438161080067, -6.262984129769915e-23, 3.419662032742351)
Padualaan,0,780,35.35294117647059,20.918295003351357,gamma,(33.10418022414774, -84.56069657000234, 3.6232529393235122)
Padualaan,0,795,20.526315789473685,15.480287408365971,lognorm,(7.653686153790771, -2.4297419136294363e-25, 3.5276080115252153)
Padualaan,0,810,19.189873417721518,15.773294494636836,lognorm,(9.505391368535054, -3.0241272198213554e-24, 4.131221514246937)
Padualaan,0,825,17.295774647887324,13.298114115700963,lognorm,(10.951356808449479, -1.9383992942820705e-26, 4.843997130943743)
Padualaan,0,840,19.666666666666668,14.898976044664519,lognorm,(7.360380533834441, -1.8405983048441612e-20, 3.412931205987082)
Padualaan,0,855,21.6231884057971,15.050016073154756,norm,(21.6231884057971, 14.940559958149292)
Padualaan,0,870,23.64788732394366,16.891332174097286,gamma,(2.391796175130283, -3.4836021065379272, 11.34355257859054)
Padualaan,0,885,21.47222222222222,14.767658059748,lognorm,(15.134798925525342, -2.2451570398815745e-25, 6.417534827636997)
Padualaan,0,900,30.733333333333334,20.58785775659162,lognorm,(9.676839892898442, -2.9272650794637974e-26, 3.8629945269386665)
Padualaan,0,915,25.830985915492956,19.420891487183116,lognorm,(7.715459784086459, -2.5169832267499342e-26, 3.503198687229082)
Padualaan,0,930,25.894736842105264,17.970033535393245,norm,(25.894736842105264, 17.851418156379225)
Padualaan,0,945,29.703125,20.65182238586084,gamma,(2.469273365166767, -5.221310008509082, 14.143600883128288)
Padualaan,0,960,31.246376811594203,23.637834700465124,lognorm,(9.201268230277702, -2.293999975468512e-27, 4.008345862953393)
Padualaan,0,975,28.76,21.516706268586944,lognorm,(7.0567281408324085, -7.521408668283449e-22, 3.225722230359673)
Padualaan,0,990,29.610169491525422,30.371275533915004,lognorm,(8.704828753286147, -9.414863862595012e-25, 3.823024600269547)
Padualaan,0,1005,27.175675675675677,25.643156104829618,gamma,(0.1610402556566577, -1.1796102079991903e-25, 44.18974050630556)
Padualaan,0,1020,28.432835820895523,24.888371314426305,gamma,(0.5522534275424502, -3.737989213986843e-26, 37.09781811780918)
