stop,direction,time,average,sd,dist,param
Galgenwaard,0,435,1.9,1.3765434228064855,pareto,(0.23714786939652932  -0.0010196228253970601  0.0003552794100843075)
Galgenwaard,0,450,2.7,1.341920966264127,lognorm,(2.6943323389011615  -9.819246413103878e-07  0.0014023327982349062)
Galgenwaard,0,465,3.45,1.205670305878314,gamma,(0.2722500498389548  -2.8262934552953926e-30  0.9694612822953157)
Galgenwaard,0,480,4.35,1.4062019222550672,gamma,(0.3006218193349837  -1.2289352104550752e-28  1.5988845968785423)
Galgenwaard,0,495,3.35,1.3577063203679347,gamma,(0.2374425057662188  -7.955048803913843e-29  1.2288616213258918)
Galgenwaard,0,510,3.35,1.1220544599885178,gamma,(0.16088504163423856  -3.6175624828040223e-28  0.9435113177634054)
Galgenwaard,0,525,2.6842105263157894,1.3091357752301405,gamma,(0.3457469114141568  -2.285000647869102e-28  1.260671082771088)
Galgenwaard,0,540,2.5,1.083079188498814,gamma,(0.5770592422545955  -1.1801803867860955e-27  0.8907322483585753)
Galgenwaard,0,555,2.4285714285714284,1.153713959619592,gamma,(0.33073686269172264  -2.0544513410081473e-28  1.271801139012179)
Galgenwaard,0,570,3.85,1.5294773413707086,gamma,(0.634095139645787  -1.394844190262508e-28  0.8596889491737623)
Galgenwaard,0,585,4.380952380952381,2.839471396065944,gamma,(0.341835788471596  -9.337638422185798e-32  7.225993399370379)
Galgenwaard,0,600,3.9047619047619047,1.48091065811105,gamma,(0.25276136331297505  -6.548873628337982e-28  1.5958470445860378)
Galgenwaard,0,615,3.9047619047619047,1.9706988217771497,pareto,(0.987407764478079  -0.011535051704035118  0.011535044310703645)
Galgenwaard,0,630,4.142857142857143,1.5379982433316457,gamma,(0.1723678801163916  -8.18100192367707e-28  1.7139904074596393)
Galgenwaard,0,645,4.380952380952381,2.0692380316788186,pareto,(0.2451342622106469  -0.0054650056023199806  0.0024545187635396804)
Galgenwaard,0,660,6.761904761904762,2.216023351337004,gamma,(0.27957040625935936  -2.6938101797700205e-29  2.5102459324503554)
Galgenwaard,0,675,8.35,2.8542209761951476,gamma,(0.11946390720844449  -8.697125748551326e-28  3.055869116225659)
Galgenwaard,0,690,14.571428571428571,4.4859643471472355,lognorm,(6.014634301403618  -2.0470918695940913e-16  1.0885618284715404)
Galgenwaard,0,705,22.047619047619047,7.754165665139169,lognorm,(9.751650033396384  -1.1427279613336924e-25  4.191086570727874)
Galgenwaard,0,720,15.238095238095237,5.046629416597624,lognorm,(6.512813288054488  -4.146015359319789e-19  1.080524912336959)
Galgenwaard,0,735,13.428571428571429,5.129666742129733,gamma,(0.2221391534761188  -2.0102493096897683e-29  7.857310295176736)
Galgenwaard,0,750,13.476190476190476,5.303618596894762,lognorm,(3.033903599997771  -9.635141178964032e-06  0.09602736664769085)
Galgenwaard,0,765,12.380952380952381,5.282326513566834,gamma,(0.5620193525937389  -1.874861504349732e-27  1.8250046836452847)
Galgenwaard,0,780,12.285714285714286,3.9757818157285323,lognorm,(9.881050086637483  -1.1943359756018938e-27  0.6638799330391154)
Galgenwaard,0,795,11.80952380952381,4.339607599964287,gamma,(0.5124247583406443  -6.998858466010276e-31  5.351866779820993)
Galgenwaard,0,810,14.428571428571429,5.4287522831080945,pareto,(0.9920269328154252  -1.5136469611354475  1.5136469505943524)
Galgenwaard,0,825,19.0,7.350209211142928,lognorm,(6.489644830971592  -9.425107302637305e-19  1.8161812237523485)
Galgenwaard,0,840,23.80952380952381,7.002564717655504,lognorm,(9.161053990335773  -4.835751274864213e-25  4.045424312584824)
Galgenwaard,0,855,14.285714285714286,5.122094693138598,lognorm,(12.063163475560199  -1.728202774450268e-24  0.609190276024359)
Galgenwaard,0,870,12.142857142857142,3.542846289972023,lognorm,(7.073889510444211  -3.6505342205375066e-22  1.4748633796219264)
Galgenwaard,0,885,11.619047619047619,2.7562868350585568,gamma,(0.5784343381662906  -7.109580687753764e-22  3.4162758138588347)
Galgenwaard,0,900,16.80952380952381,5.2677356104438715,gamma,(0.8166628054992839  -1.621047042172202e-29  6.622761780655841)
Galgenwaard,0,915,11.380952380952381,3.708553004153424,gamma,(0.3582921166653438  -1.8263154110414243e-25  4.178071061259651)
Galgenwaard,0,930,34.666666666666664,8.8296288528461,lognorm,(8.48817971998734  -1.7301210036974962e-28  3.796059343295548)
Galgenwaard,0,945,29.904761904761905,10.151270263957372,lognorm,(7.1338753050961605  -2.671407848736562e-22  3.280900105573627)
Galgenwaard,0,960,27.285714285714285,8.331294393420585,gamma,(0.5052771220350837  -7.17509604700331e-28  9.485119705225417)
Galgenwaard,0,975,20.571428571428573,6.874842655542127,gamma,(0.6527984786209321  -8.63612329861096e-26  5.318175224652066)
Galgenwaard,0,990,21.714285714285715,6.404426695605581,lognorm,(8.948787664521642  -3.0379638227798304e-28  3.942742178802118)
Galgenwaard,0,1005,23.523809523809526,7.187606802148303,lognorm,(10.271808590514297  -8.951118861219468e-28  4.45131290994818)
Galgenwaard,0,1020,16.095238095238095,4.970924052323324,lognorm,(6.308294880031314  -2.7617335731656714e-18  0.5150570842851778)
Galgenwaard,0,1035,14.476190476190476,6.28850500111399,lognorm,(7.625192420906897  -1.4506628560952479e-25  1.6409294696902972)
Galgenwaard,0,1050,18.428571428571427,5.269829194978289,gamma,(0.36732690428135  -5.928300014355292e-29  13.30171317844801)
Galgenwaard,0,1065,16.75,4.917780950791312,gamma,(0.1761160096850511  -1.0311407991338047e-27  4.715638094234253)
Galgenwaard,0,1080,15.1,4.530891699415991,lognorm,(6.976703919718841  -4.1919672598657436e-21  5.626993583357111)
Galgenwaard,0,1095,10.95,6.239081371775525,gamma,(0.6018240964826416  -6.558275649491817e-23  6.69697131517793)
Galgenwaard,0,1110,9.578947368421053,5.288001793018131,lognorm,(12.166728321035393  -1.2613676963510768e-24  5.987412280245358)
Galgenwaard,0,1125,3.6,2.6832815729997477,lognorm,(0.4051822903375386  -2.8710725565009207  5.970331242494173)
Galgenwaard,0,1140,7.2,3.2305663806498304,lognorm,(0.5012978774266099  -1.7987603323287615  5.703774188632576)
Galgenwaard,0,1155,3.6842105263157894,3.4498606437852617,lognorm,(4.815700746319127  -1.5263895525835862e-13  0.0018172277404189577)
Galgenwaard,0,1170,3.8421052631578947,2.522414141138446,gamma,(3.5229144493279616  -0.975062201021663  1.3673848970991775)
Galgenwaard,0,1185,3.15,3.8426279384926416,gamma,(0.22604175089174533  -3.384545707590057e-29  4.262579154224845)
Galgenwaard,0,1200,4.473684210526316,3.272247291874697,gamma,(0.7164504997640593  0.9999999999999999  2.5904410467449512)
Galgenwaard,0,1215,5.2,3.9283048439967616,gamma,(1.520171744070394  -0.208315937912401  3.5576905995994714)
Galgenwaard,0,1230,5.3,10.239757398441986,lognorm,(7.136525458780582  -3.616214991086123e-23  0.4634976886202492)
Galgenwaard,0,1245,3.75,3.160196529531535,gamma,(0.2554296902303689  -6.967477506423882e-22  6.427644917647652)
Galgenwaard,0,1260,3.15,3.3915529745158586,gamma,(0.7181906008163108  -3.9602991747559275e-28  3.3712839940222237)
Galgenwaard,0,1275,3.25,4.050665962140313,lognorm,(3.3294785800542357  -3.5599307032795126e-08  0.002321139067671149)
Galgenwaard,0,1290,3.45,2.605156829302827,norm,(3.45  2.5391927851189244)
Galgenwaard,1,375,0.3157894736842105,0.39655776945626603,gamma,(0.18950768321901434  -1.8117916697959082e-27  0.3090747651818476)
