stop,direction,time,average,sd,passenger_count,percentage_out
Kromme Rijn,1,795,0.9523809523809523,0.5683399713290656,76,0.013157894736842105
Kromme Rijn,1,810,0.38095238095238093,0.3779644730092272,1506,0.0013280212483399733
Kromme Rijn,1,825,1.0,0.6021889893940011,514,0.0
Kromme Rijn,1,840,0.5714285714285714,0.49662321269209253,1184,0.0
Kromme Rijn,1,855,0.6190476190476191,0.4542875210697373,1528,0.0006544502617801048
Kromme Rijn,1,870,0.9523809523809523,0.7547450315158153,950,0.004210526315789474
Kromme Rijn,1,885,1.2380952380952381,0.8354044922327155,1794,0.0016722408026755853
Kromme Rijn,1,900,3.2857142857142856,2.0291986247835694,2617,0.0
Kromme Rijn,1,915,2.5714285714285716,1.528696259798026,765,0.0
Kromme Rijn,1,930,1.05,0.6679674809117249,1740,0.0
Kromme Rijn,1,945,1.2857142857142858,0.7133621786488921,274,0.0
Kromme Rijn,1,960,0.47619047619047616,0.5251566182427967,1552,0.0
Kromme Rijn,1,975,1.0476190476190477,0.7008766440504625,400,0.0
Kromme Rijn,1,990,0.8095238095238095,0.616511209944702,568,0.0
Kromme Rijn,1,1005,0.7142857142857143,0.5077046140772009,4616,0.0
Kromme Rijn,1,1020,1.1904761904761905,0.8780909810741544,555,0.0036036036036036037
Kromme Rijn,1,1035,2.0,1.1418527712433737,601,0.0
Kromme Rijn,1,1050,0.8095238095238095,1.0519822558706333,793,0.0025220680958385876
Kromme Rijn,1,1065,0.15,0.2732763127330939,2716,0.0011045655375552283
Kromme Rijn,1,1080,0.4,0.583815759328952,642,0.001557632398753894
Kromme Rijn,1,1095,0.3157894736842105,0.5504818825631803,989,0.0
Kromme Rijn,1,1110,0.1,0.2881040655200304,765,0.006535947712418301
Kromme Rijn,1,1125,0.35,0.6498834394323992,0,0
Kromme Rijn,1,1140,0.3157894736842105,0.4236592728681617,537,0.0
Kromme Rijn,1,1155,1.2222222222222223,3.0348220586281878,597,0.005025125628140704
Kromme Rijn,1,1170,0.0,0.0,574,0.0
Kromme Rijn,1,1185,0.25,0.3958473906635696,10,0.1
Kromme Rijn,1,1200,0.2,0.6958523739384593,641,0.0
Kromme Rijn,1,1215,0.05,0.21821789023599236,525,0.0019047619047619048
Kromme Rijn,1,1230,0.0,0.0,472,0.0
Kromme Rijn,1,1245,0.1,0.29424494316824984,0,0
Kromme Rijn,1,1260,0.05,0.22360679774997896,465,0.004301075268817204
WKZ,0,360,0.0,0.0,122,0.0
WKZ,0,375,0.07692307692307693,0.2773500981126146,705,0.0
WKZ,0,390,0.0,0.0,782,0.0
WKZ,0,405,0.4,0.7971624553976225,973,0.0
WKZ,0,420,0.47368421052631576,0.534983080621924,661,0.0
WKZ,0,435,1.45,0.972177900453343,116,0.0
WKZ,0,450,3.1,1.3272459911048724,1,0.0
WKZ,0,465,4.2,1.6462369677073085,3018,0.0
WKZ,0,480,7.5,2.905695128914012,154,0.0
WKZ,0,495,4.85,1.8736319467245948,205,0.0
WKZ,0,510,4.3,2.5771816155182155,661,0.0
WKZ,0,525,2.9,1.420193350407744,3735,0.0
WKZ,0,540,3.142857142857143,1.807318010296487,191,0.0
WKZ,0,555,3.380952380952381,1.7320508075688772,2504,0.0
WKZ,0,570,3.0952380952380953,1.6570406543469989,167,0.0
WKZ,0,585,3.4761904761904763,1.7865037658214817,4005,0.0
WKZ,0,600,1.5714285714285714,0.7749974954878386,268,0.0
WKZ,0,615,2.9047619047619047,1.8532319647822375,3541,0.0
WKZ,0,630,5.0,3.2567066351479803,4456,0.0
WKZ,0,645,7.476190476190476,6.859694852523377,1495,0.0
WKZ,0,660,8.25,4.419110635952147,396,0.0
WKZ,0,675,2.0952380952380953,0.9463204468147676,952,0.0
WKZ,0,690,4.904761904761905,5.668976370268284,22,0.0
