datum,ritnummer,haltenaam,haltevolgorde,aantal uitstappers,aantal instappers,time,passenger_count,percentage_out
28-9-2017,1144,Galgenwaard,5,1,0,733,2,0.5
28-9-2017,1144,Vaartsche Rijn,7,23,70,736,1,23.0
28-9-2017,1144,Centraal Station,8,1,0,740,48,0.020833333333333332
29-9-2017,1144,WKZ,0,0,2,724,0,0
29-9-2017,1144,UMC,1,0,5,726,2,0.0
29-9-2017,1144,Heidelberglaan,2,0,36,727,7,0.0
29-9-2017,1144,Padualaan,3,0,25,730,43,0.0
29-9-2017,1144,Kromme Rijn,4,0,0,731,68,0.0
29-9-2017,1144,Galgenwaard,5,3,6,734,68,0.04411764705882353
29-9-2017,1144,Vaartsche Rijn,7,25,85,737,71,0.352112676056338
29-9-2017,1144,Centraal Station,8,84,0,741,131,0.6412213740458015
4-9-2017,1145,Centraal Station,0,0,46,713,0,0
4-9-2017,1145,Vaartsche Rijn,1,1,0,719,46,0.021739130434782608
4-9-2017,1145,Galgenwaard,3,7,1,722,45,0.15555555555555556
4-9-2017,1145,Kromme Rijn,4,0,0,723,39,0.0
4-9-2017,1145,Padualaan,5,13,0,728,39,0.3333333333333333
4-9-2017,1145,Heidelberglaan,6,25,0,730,26,0.9615384615384616
4-9-2017,1145,UMC,7,0,0,734,1,0.0
4-9-2017,1145,WKZ,8,0,0,736,1,0.0
5-9-2017,1145,Centraal Station,0,0,37,712,0,0
5-9-2017,1145,Vaartsche Rijn,1,3,0,717,37,0.08108108108108109
5-9-2017,1145,Galgenwaard,3,1,0,721,34,0.029411764705882353
5-9-2017,1145,Kromme Rijn,4,1,0,723,33,0.030303030303030304
5-9-2017,1145,Padualaan,5,19,0,726,32,0.59375
5-9-2017,1145,Heidelberglaan,6,15,0,727,13,1.1538461538461537
5-9-2017,1145,UMC,7,0,0,729,0,0
6-9-2017,1145,Centraal Station,0,0,40,713,0,0
6-9-2017,1145,Vaartsche Rijn,1,4,0,717,40,0.1
6-9-2017,1145,Galgenwaard,3,1,0,719,36,0.027777777777777776
6-9-2017,1145,Kromme Rijn,4,0,1,722,35,0.0
6-9-2017,1145,Padualaan,5,22,0,724,36,0.6111111111111112
6-9-2017,1145,Heidelberglaan,6,16,0,725,14,1.1428571428571428
6-9-2017,1145,UMC,7,0,0,727,0,0
6-9-2017,1145,WKZ,8,0,0,728,0,0
7-9-2017,1145,Centraal Station,0,0,64,713,0,0
7-9-2017,1145,Vaartsche Rijn,1,10,1,717,64,0.15625
7-9-2017,1145,Galgenwaard,3,4,0,720,55,0.07272727272727272
7-9-2017,1145,Kromme Rijn,4,1,0,722,51,0.0196078431372549
7-9-2017,1145,Padualaan,5,33,0,724,50,0.66
7-9-2017,1145,Heidelberglaan,6,16,0,725,17,0.9411764705882353
7-9-2017,1145,UMC,7,2,0,727,1,2.0
7-9-2017,1145,WKZ,8,2,0,729,0,0
8-9-2017,1145,Centraal Station,0,0,24,712,0,0
8-9-2017,1145,Vaartsche Rijn,1,14,4,717,24,0.5833333333333334
8-9-2017,1145,Galgenwaard,3,3,0,721,14,0.21428571428571427
8-9-2017,1145,Kromme Rijn,4,1,1,723,11,0.09090909090909091
8-9-2017,1145,Padualaan,5,5,0,724,11,0.45454545454545453
8-9-2017,1145,Heidelberglaan,6,12,0,726,6,2.0
8-9-2017,1145,UMC,7,3,0,727,0,0
8-9-2017,1145,WKZ,8,0,0,729,0,0
11-9-2017,1145,Centraal Station,0,0,65,713,0,0
11-9-2017,1145,Vaartsche Rijn,1,11,5,717,65,0.16923076923076924
11-9-2017,1145,Galgenwaard,3,5,0,720,59,0.0847457627118644
11-9-2017,1145,Kromme Rijn,4,1,0,722,54,0.018518518518518517
11-9-2017,1145,Padualaan,5,20,0,724,53,0.37735849056603776
11-9-2017,1145,Heidelberglaan,6,37,0,726,33,1.121212121212121
11-9-2017,1145,UMC,7,2,0,727,0,0
11-9-2017,1145,WKZ,8,0,0,729,0,0
12-9-2017,1145,Centraal Station,0,0,52,712,0,0
12-9-2017,1145,Vaartsche Rijn,1,15,6,717,52,0.28846153846153844
12-9-2017,1145,Galgenwaard,3,2,1,721,43,0.046511627906976744
12-9-2017,1145,Kromme Rijn,4,3,0,722,42,0.07142857142857142
12-9-2017,1145,Padualaan,5,14,0,724,39,0.358974358974359
12-9-2017,1145,Heidelberglaan,6,28,1,726,25,1.12
12-9-2017,1145,UMC,7,1,0,729,0,0
12-9-2017,1145,WKZ,8,1,0,730,0,0
13-9-2017,1145,Centraal Station,0,0,2,713,0,0
13-9-2017,1145,Vaartsche Rijn,1,23,4,717,2,11.5
13-9-2017,1145,Galgenwaard,3,1,0,721,0,0
13-9-2017,1145,Kromme Rijn,4,0,1,723,0,0
13-9-2017,1145,Padualaan,5,1,0,725,1,1.0
13-9-2017,1145,Heidelberglaan,6,1,0,726,0,0
13-9-2017,1145,UMC,7,0,0,728,0,0
14-9-2017,1145,Centraal Station,0,0,24,712,0,0
14-9-2017,1145,Vaartsche Rijn,1,25,4,719,24,1.0416666666666667
14-9-2017,1145,Galgenwaard,3,2,3,722,3,0.6666666666666666
14-9-2017,1145,Kromme Rijn,4,0,0,723,4,0.0
14-9-2017,1145,Padualaan,5,10,0,726,4,2.5
14-9-2017,1145,Heidelberglaan,6,16,0,728,0,0
14-9-2017,1145,UMC,7,0,0,729,0,0
14-9-2017,1145,WKZ,8,0,0,731,0,0
15-9-2017,1145,Centraal Station,0,0,91,715,0,0
15-9-2017,1145,Vaartsche Rijn,1,27,8,719,91,0.2967032967032967
15-9-2017,1145,Galgenwaard,3,3,1,723,72,0.041666666666666664
15-9-2017,1145,Kromme Rijn,4,0,0,724,70,0.0
15-9-2017,1145,Padualaan,5,22,0,727,70,0.3142857142857143
15-9-2017,1145,Heidelberglaan,6,49,0,731,48,1.0208333333333333
15-9-2017,1145,UMC,7,4,0,733,0,0
15-9-2017,1145,WKZ,8,1,0,734,0,0
18-9-2017,1145,Centraal Station,0,0,32,712,0,0
18-9-2017,1145,Vaartsche Rijn,1,42,9,717,32,1.3125
18-9-2017,1145,Galgenwaard,3,3,6,720,0,0
18-9-2017,1145,Kromme Rijn,4,1,1,722,3,0.3333333333333333
18-9-2017,1145,Padualaan,5,16,0,725,3,5.333333333333333
18-9-2017,1145,Heidelberglaan,6,20,0,727,0,0
18-9-2017,1145,UMC,7,0,0,729,0,0
19-9-2017,1145,Centraal Station,0,0,14,713,0,0
19-9-2017,1145,Vaartsche Rijn,1,44,11,720,14,3.142857142857143
19-9-2017,1145,Galgenwaard,3,0,0,723,0,0
19-9-2017,1145,Kromme Rijn,4,0,0,725,0,0
19-9-2017,1145,Padualaan,5,7,0,728,0,0
19-9-2017,1145,Heidelberglaan,6,6,0,730,0,0
19-9-2017,1145,UMC,7,1,0,737,0,0
19-9-2017,1145,WKZ,8,0,0,738,0,0
20-9-2017,1145,Centraal Station,0,0,119,712,0,0
20-9-2017,1145,Vaartsche Rijn,1,46,11,717,119,0.3865546218487395
20-9-2017,1145,Galgenwaard,3,7,1,721,84,0.08333333333333333
20-9-2017,1145,Kromme Rijn,4,6,0,723,78,0.07692307692307693
20-9-2017,1145,Padualaan,5,67,0,726,72,0.9305555555555556
20-9-2017,1145,Heidelberglaan,6,37,0,727,5,7.4
20-9-2017,1145,UMC,7,1,0,728,0,0
20-9-2017,1145,WKZ,8,0,0,730,0,0
21-9-2017,1145,Centraal Station,0,0,34,712,0,0
21-9-2017,1145,Vaartsche Rijn,1,44,12,720,34,1.2941176470588236
21-9-2017,1145,Galgenwaard,3,0,10,723,2,0.0
21-9-2017,1145,Kromme Rijn,4,0,2,725,12,0.0
21-9-2017,1145,Padualaan,5,19,1,727,14,1.3571428571428572
21-9-2017,1145,Heidelberglaan,6,25,0,729,0,0
21-9-2017,1145,UMC,7,1,0,731,0,0
21-9-2017,1145,WKZ,8,0,0,732,0,0
22-9-2017,1145,Centraal Station,0,0,55,712,0,0
22-9-2017,1145,Vaartsche Rijn,1,48,13,717,55,0.8727272727272727
22-9-2017,1145,Galgenwaard,3,7,2,721,20,0.35
22-9-2017,1145,Kromme Rijn,4,2,0,723,15,0.13333333333333333
22-9-2017,1145,Padualaan,5,14,0,726,13,1.0769230769230769
22-9-2017,1145,Heidelberglaan,6,24,0,727,0,0
22-9-2017,1145,UMC,7,1,0,729,0,0
22-9-2017,1145,WKZ,8,1,0,730,0,0
25-9-2017,1145,Centraal Station,0,0,18,713,0,0
25-9-2017,1145,Vaartsche Rijn,1,58,12,718,18,3.2222222222222223
25-9-2017,1145,Galgenwaard,3,0,0,722,0,0
25-9-2017,1145,Kromme Rijn,4,2,1,724,0,0
25-9-2017,1145,Padualaan,5,9,0,726,0,0
25-9-2017,1145,Heidelberglaan,6,6,0,728,0,0
25-9-2017,1145,UMC,7,0,0,729,0,0
25-9-2017,1145,WKZ,8,0,0,731,0,0
26-9-2017,1145,Centraal Station,0,0,45,712,0,0
26-9-2017,1145,Vaartsche Rijn,1,68,13,718,45,1.511111111111111
26-9-2017,1145,Galgenwaard,3,1,5,721,0,0
26-9-2017,1145,Kromme Rijn,4,0,0,723,4,0.0
26-9-2017,1145,Padualaan,5,14,0,725,4,3.5
26-9-2017,1145,Heidelberglaan,6,24,0,726,0,0
26-9-2017,1145,UMC,7,0,0,727,0,0
26-9-2017,1145,WKZ,8,2,0,728,0,0
27-9-2017,1145,Centraal Station,0,0,27,712,0,0
27-9-2017,1145,Vaartsche Rijn,1,61,16,718,27,2.259259259259259
27-9-2017,1145,Galgenwaard,3,1,0,722,0,0
27-9-2017,1145,Kromme Rijn,4,3,0,724,0,0
27-9-2017,1145,Padualaan,5,11,0,726,0,0
27-9-2017,1145,Heidelberglaan,6,9,0,728,0,0
27-9-2017,1145,UMC,7,2,0,729,0,0
27-9-2017,1145,WKZ,8,0,0,731,0,0
28-9-2017,1145,Centraal Station,0,0,74,715,0,0
28-9-2017,1145,Vaartsche Rijn,1,65,19,720,74,0.8783783783783784
28-9-2017,1145,Galgenwaard,3,1,1,722,28,0.03571428571428571
28-9-2017,1145,Kromme Rijn,4,0,1,724,28,0.0
28-9-2017,1145,Padualaan,5,45,0,727,29,1.5517241379310345
28-9-2017,1145,Heidelberglaan,6,22,0,729,0,0
28-9-2017,1145,UMC,7,3,0,731,0,0
28-9-2017,1145,WKZ,8,1,0,732,0,0
29-9-2017,1145,Centraal Station,0,0,27,711,0,0
29-9-2017,1145,Vaartsche Rijn,1,69,17,717,27,2.5555555555555554
29-9-2017,1145,Galgenwaard,3,3,4,720,0,0
29-9-2017,1145,Kromme Rijn,4,0,0,721,1,0.0
29-9-2017,1145,Padualaan,5,10,0,724,1,10.0
29-9-2017,1145,Heidelberglaan,6,18,0,726,0,0
29-9-2017,1145,UMC,7,2,0,727,0,0
29-9-2017,1145,WKZ,8,0,0,728,0,0
1-9-2017,1146,WKZ,0,0,1,728,0,0
1-9-2017,1146,UMC,1,0,5,731,1,0.0
1-9-2017,1146,Heidelberglaan,2,0,4,733,6,0.0
1-9-2017,1146,Padualaan,3,0,2,734,10,0.0
1-9-2017,1146,Kromme Rijn,4,0,0,736,12,0.0
1-9-2017,1146,Galgenwaard,5,0,0,737,12,0.0
1-9-2017,1146,Vaartsche Rijn,7,0,4,743,12,0.0
1-9-2017,1146,Centraal Station,8,16,0,748,16,1.0
4-9-2017,1146,WKZ,0,0,0,729,0,0
4-9-2017,1146,UMC,1,0,5,733,0,0
4-9-2017,1146,Heidelberglaan,2,0,1,735,5,0.0
4-9-2017,1146,Padualaan,3,0,59,738,6,0.0
4-9-2017,1146,Kromme Rijn,4,0,0,739,65,0.0
4-9-2017,1146,Galgenwaard,5,2,0,742,65,0.03076923076923077
4-9-2017,1146,Vaartsche Rijn,7,36,4,747,63,0.5714285714285714
4-9-2017,1146,Centraal Station,8,28,0,751,31,0.9032258064516129
5-9-2017,1146,WKZ,0,0,1,728,0,0
5-9-2017,1146,UMC,1,0,0,731,1,0.0
5-9-2017,1146,Heidelberglaan,2,0,25,733,1,0.0
5-9-2017,1146,Padualaan,3,0,8,736,26,0.0
5-9-2017,1146,Kromme Rijn,4,0,0,737,34,0.0
5-9-2017,1146,Galgenwaard,5,0,2,740,34,0.0
5-9-2017,1146,Vaartsche Rijn,7,3,10,743,36,0.08333333333333333
5-9-2017,1146,Centraal Station,8,40,0,750,43,0.9302325581395349
6-9-2017,1146,WKZ,0,0,0,728,0,0
6-9-2017,1146,UMC,1,0,2,730,0,0
6-9-2017,1146,Heidelberglaan,2,0,21,731,2,0.0
6-9-2017,1146,Padualaan,3,0,10,733,23,0.0
6-9-2017,1146,Kromme Rijn,4,0,0,735,33,0.0
6-9-2017,1146,Galgenwaard,5,1,1,737,33,0.030303030303030304
6-9-2017,1146,Vaartsche Rijn,7,1,17,742,33,0.030303030303030304
6-9-2017,1146,Centraal Station,8,40,0,748,49,0.8163265306122449
7-9-2017,1146,WKZ,0,0,1,729,0,0
7-9-2017,1146,UMC,1,0,0,732,1,0.0
7-9-2017,1146,Heidelberglaan,2,0,0,733,1,0.0
7-9-2017,1146,Padualaan,3,0,5,735,1,0.0
7-9-2017,1146,Kromme Rijn,4,0,0,736,6,0.0
7-9-2017,1146,Galgenwaard,5,0,0,738,6,0.0
7-9-2017,1146,Vaartsche Rijn,7,1,17,741,6,0.16666666666666666
7-9-2017,1146,Centraal Station,8,6,0,746,22,0.2727272727272727
8-9-2017,1146,WKZ,0,0,2,728,0,0
8-9-2017,1146,UMC,1,0,5,730,2,0.0
8-9-2017,1146,Heidelberglaan,2,0,27,731,7,0.0
8-9-2017,1146,Padualaan,3,0,18,733,34,0.0
8-9-2017,1146,Kromme Rijn,4,0,2,735,52,0.0
8-9-2017,1146,Galgenwaard,5,1,17,737,54,0.018518518518518517
8-9-2017,1146,Vaartsche Rijn,7,8,20,741,70,0.11428571428571428
8-9-2017,1146,Centraal Station,8,66,0,745,82,0.8048780487804879
11-9-2017,1146,WKZ,0,0,0,728,0,0
11-9-2017,1146,UMC,1,0,0,730,0,0
11-9-2017,1146,Heidelberglaan,2,0,12,732,0,0
11-9-2017,1146,Padualaan,3,0,2,733,12,0.0
11-9-2017,1146,Kromme Rijn,4,1,1,735,14,0.07142857142857142
11-9-2017,1146,Galgenwaard,5,0,1,738,14,0.0
11-9-2017,1146,Vaartsche Rijn,7,4,22,741,15,0.26666666666666666
11-9-2017,1146,Centraal Station,8,16,0,746,33,0.48484848484848486
12-9-2017,1146,WKZ,0,0,3,728,0,0
12-9-2017,1146,UMC,1,0,1,731,3,0.0
12-9-2017,1146,Heidelberglaan,2,0,11,732,4,0.0
12-9-2017,1146,Padualaan,3,0,13,734,15,0.0
12-9-2017,1146,Kromme Rijn,4,0,1,736,28,0.0
12-9-2017,1146,Galgenwaard,5,2,2,738,29,0.06896551724137931
12-9-2017,1146,Vaartsche Rijn,7,7,26,742,29,0.2413793103448276
12-9-2017,1146,Centraal Station,8,29,0,747,48,0.6041666666666666
13-9-2017,1146,WKZ,0,0,7,731,0,0
13-9-2017,1146,UMC,1,0,6,733,7,0.0
13-9-2017,1146,Heidelberglaan,2,0,24,734,13,0.0
13-9-2017,1146,Padualaan,3,0,18,735,37,0.0
13-9-2017,1146,Kromme Rijn,4,0,4,738,55,0.0
13-9-2017,1146,Galgenwaard,5,4,9,740,59,0.06779661016949153
13-9-2017,1146,Vaartsche Rijn,7,7,30,743,64,0.109375
13-9-2017,1146,Centraal Station,8,64,0,748,87,0.735632183908046
14-9-2017,1146,WKZ,0,0,2,729,0,0
14-9-2017,1146,UMC,1,0,13,731,2,0.0
14-9-2017,1146,Heidelberglaan,2,0,12,733,15,0.0
14-9-2017,1146,Padualaan,3,0,17,735,27,0.0
14-9-2017,1146,Kromme Rijn,4,0,0,736,44,0.0
14-9-2017,1146,Galgenwaard,5,2,3,739,44,0.045454545454545456
14-9-2017,1146,Vaartsche Rijn,7,9,34,742,45,0.2
14-9-2017,1146,Centraal Station,8,47,0,748,70,0.6714285714285714
15-9-2017,1146,WKZ,0,0,0,731,0,0
15-9-2017,1146,UMC,1,0,5,732,0,0
15-9-2017,1146,Heidelberglaan,2,0,0,733,5,0.0
15-9-2017,1146,Padualaan,3,0,6,737,5,0.0
15-9-2017,1146,Kromme Rijn,4,0,0,739,11,0.0
15-9-2017,1146,Galgenwaard,5,0,3,742,11,0.0
15-9-2017,1146,Vaartsche Rijn,7,7,37,746,14,0.5
15-9-2017,1146,Centraal Station,8,17,0,751,44,0.38636363636363635
18-9-2017,1146,WKZ,0,0,1,729,0,0
18-9-2017,1146,UMC,1,0,7,731,1,0.0
18-9-2017,1146,Heidelberglaan,2,0,23,732,8,0.0
18-9-2017,1146,Padualaan,3,0,21,735,31,0.0
18-9-2017,1146,Kromme Rijn,4,0,1,736,52,0.0
18-9-2017,1146,Galgenwaard,5,0,1,739,53,0.0
18-9-2017,1146,Vaartsche Rijn,7,10,37,741,54,0.18518518518518517
18-9-2017,1146,Centraal Station,8,51,0,746,81,0.6296296296296297
19-9-2017,1146,WKZ,0,0,0,733,0,0
19-9-2017,1146,UMC,1,0,10,740,0,0
19-9-2017,1146,Heidelberglaan,2,0,56,742,10,0.0
19-9-2017,1146,Padualaan,3,0,47,744,66,0.0
19-9-2017,1146,Kromme Rijn,4,0,0,746,113,0.0
19-9-2017,1146,Galgenwaard,5,4,1,750,113,0.035398230088495575
19-9-2017,1146,Vaartsche Rijn,7,22,41,754,110,0.2
19-9-2017,1146,Centraal Station,8,102,0,758,129,0.7906976744186046
20-9-2017,1146,WKZ,0,0,1,728,0,0
20-9-2017,1146,UMC,1,0,7,730,1,0.0
20-9-2017,1146,Heidelberglaan,2,0,36,731,8,0.0
20-9-2017,1146,Padualaan,3,0,31,733,44,0.0
20-9-2017,1146,Kromme Rijn,4,0,1,734,75,0.0
20-9-2017,1146,Galgenwaard,5,0,4,738,76,0.0
20-9-2017,1146,Vaartsche Rijn,7,18,45,741,80,0.225
20-9-2017,1146,Centraal Station,8,83,0,745,107,0.7757009345794392
21-9-2017,1146,WKZ,0,0,2,727,0,0
21-9-2017,1146,UMC,1,0,16,729,2,0.0
21-9-2017,1146,Heidelberglaan,2,0,46,730,18,0.0
21-9-2017,1146,Padualaan,3,0,43,732,64,0.0
21-9-2017,1146,Kromme Rijn,4,0,3,733,107,0.0
21-9-2017,1146,Galgenwaard,5,2,5,736,110,0.01818181818181818
21-9-2017,1146,Vaartsche Rijn,7,21,46,739,113,0.18584070796460178
21-9-2017,1146,Centraal Station,8,111,0,743,138,0.8043478260869565
22-9-2017,1146,WKZ,0,0,1,728,0,0
22-9-2017,1146,UMC,1,0,9,729,1,0.0
22-9-2017,1146,Heidelberglaan,2,0,57,731,10,0.0
22-9-2017,1146,Padualaan,3,0,19,733,67,0.0
22-9-2017,1146,Kromme Rijn,4,1,0,734,86,0.011627906976744186
22-9-2017,1146,Galgenwaard,5,4,4,737,85,0.047058823529411764
22-9-2017,1146,Vaartsche Rijn,7,22,46,741,85,0.25882352941176473
22-9-2017,1146,Centraal Station,8,82,0,745,109,0.7522935779816514
25-9-2017,1146,WKZ,0,0,1,728,0,0
25-9-2017,1146,UMC,1,0,10,730,1,0.0
25-9-2017,1146,Heidelberglaan,2,1,22,732,11,0.09090909090909091
25-9-2017,1146,Padualaan,3,0,13,734,32,0.0
25-9-2017,1146,Kromme Rijn,4,1,0,735,45,0.022222222222222223
25-9-2017,1146,Galgenwaard,5,6,0,737,44,0.13636363636363635
25-9-2017,1146,Vaartsche Rijn,7,23,46,741,38,0.6052631578947368
25-9-2017,1146,Centraal Station,8,36,0,744,61,0.5901639344262295
26-9-2017,1146,WKZ,0,0,4,728,0,0
26-9-2017,1146,UMC,1,0,0,730,4,0.0
26-9-2017,1146,Heidelberglaan,2,0,24,732,4,0.0
26-9-2017,1146,Padualaan,3,0,21,734,28,0.0
26-9-2017,1146,Kromme Rijn,4,0,2,736,49,0.0
26-9-2017,1146,Galgenwaard,5,1,7,739,51,0.0196078431372549
26-9-2017,1146,Vaartsche Rijn,7,25,49,743,57,0.43859649122807015
26-9-2017,1146,Centraal Station,8,58,0,747,81,0.7160493827160493
27-9-2017,1146,WKZ,0,0,0,729,0,0
27-9-2017,1146,UMC,1,0,0,731,0,0
27-9-2017,1146,Heidelberglaan,2,0,19,732,0,0
27-9-2017,1146,Padualaan,3,0,25,734,19,0.0
27-9-2017,1146,Kromme Rijn,4,0,0,735,44,0.0
27-9-2017,1146,Galgenwaard,5,1,0,738,44,0.022727272727272728
27-9-2017,1146,Vaartsche Rijn,7,25,48,741,43,0.5813953488372093
27-9-2017,1146,Centraal Station,8,42,0,746,66,0.6363636363636364
28-9-2017,1146,WKZ,0,0,0,728,0,0
28-9-2017,1146,UMC,1,0,0,730,0,0
28-9-2017,1146,Heidelberglaan,2,0,25,731,0,0
28-9-2017,1146,Padualaan,3,0,0,733,25,0.0
28-9-2017,1146,Kromme Rijn,4,0,0,735,25,0.0
28-9-2017,1146,Galgenwaard,5,2,0,738,25,0.08
28-9-2017,1146,Vaartsche Rijn,7,25,48,741,23,1.0869565217391304
28-9-2017,1146,Centraal Station,8,23,0,748,46,0.5
29-9-2017,1146,WKZ,0,0,1,729,0,0
29-9-2017,1146,UMC,1,0,2,732,1,0.0
29-9-2017,1146,Heidelberglaan,2,0,28,733,3,0.0
29-9-2017,1146,Padualaan,3,0,14,735,31,0.0
29-9-2017,1146,Kromme Rijn,4,0,1,737,45,0.0
29-9-2017,1146,Galgenwaard,5,0,6,739,46,0.0
29-9-2017,1146,Vaartsche Rijn,7,28,57,743,52,0.5384615384615384
29-9-2017,1146,Centraal Station,8,58,0,747,81,0.7160493827160493
4-9-2017,1147,Centraal Station,0,0,45,716,0,0
4-9-2017,1147,Vaartsche Rijn,1,5,2,722,45,0.1111111111111111
4-9-2017,1147,Galgenwaard,3,0,0,725,42,0.0
4-9-2017,1147,Kromme Rijn,4,0,0,727,42,0.0
4-9-2017,1147,Padualaan,5,17,0,731,42,0.40476190476190477
4-9-2017,1147,Heidelberglaan,6,16,0,732,25,0.64
4-9-2017,1147,UMC,7,4,0,736,9,0.4444444444444444
4-9-2017,1147,WKZ,8,0,0,737,5,0.0
5-9-2017,1147,Centraal Station,0,0,121,716,0,0
5-9-2017,1147,Vaartsche Rijn,1,15,0,721,121,0.12396694214876033
5-9-2017,1147,Galgenwaard,3,2,0,724,106,0.018867924528301886
5-9-2017,1147,Kromme Rijn,4,0,0,726,104,0.0
5-9-2017,1147,Padualaan,5,45,0,729,104,0.4326923076923077
5-9-2017,1147,Heidelberglaan,6,55,0,731,59,0.9322033898305084
5-9-2017,1147,UMC,7,3,0,732,4,0.75
5-9-2017,1147,WKZ,8,0,0,734,1,0.0
6-9-2017,1147,Centraal Station,0,0,25,716,0,0
6-9-2017,1147,Vaartsche Rijn,1,28,0,721,25,1.12
6-9-2017,1147,Galgenwaard,3,2,4,726,0,0
6-9-2017,1147,Kromme Rijn,4,0,1,727,2,0.0
6-9-2017,1147,Padualaan,5,18,0,729,3,6.0
6-9-2017,1147,Heidelberglaan,6,8,0,731,0,0
6-9-2017,1147,UMC,7,0,0,733,0,0
6-9-2017,1147,WKZ,8,0,0,734,0,0
7-9-2017,1147,Centraal Station,0,0,53,716,0,0
7-9-2017,1147,Vaartsche Rijn,1,28,2,721,53,0.5283018867924528
7-9-2017,1147,Galgenwaard,3,2,0,724,27,0.07407407407407407
7-9-2017,1147,Kromme Rijn,4,1,1,726,25,0.04
7-9-2017,1147,Padualaan,5,27,0,729,25,1.08
7-9-2017,1147,Heidelberglaan,6,18,0,730,0,0
7-9-2017,1147,UMC,7,1,0,732,0,0
7-9-2017,1147,WKZ,8,0,0,733,0,0
8-9-2017,1147,Centraal Station,0,0,26,717,0,0
8-9-2017,1147,Vaartsche Rijn,1,35,0,721,26,1.3461538461538463
8-9-2017,1147,Galgenwaard,3,2,1,724,0,0
8-9-2017,1147,Kromme Rijn,4,0,0,726,0,0
8-9-2017,1147,Padualaan,5,11,0,729,0,0
8-9-2017,1147,Heidelberglaan,6,12,0,730,0,0
8-9-2017,1147,UMC,7,2,0,732,0,0
8-9-2017,1147,WKZ,8,0,0,734,0,0
11-9-2017,1147,Centraal Station,0,0,59,716,0,0
11-9-2017,1147,Vaartsche Rijn,1,37,3,721,59,0.6271186440677966
11-9-2017,1147,Galgenwaard,3,5,1,724,25,0.2
11-9-2017,1147,Kromme Rijn,4,1,0,726,21,0.047619047619047616
11-9-2017,1147,Padualaan,5,22,0,729,20,1.1
11-9-2017,1147,Heidelberglaan,6,30,0,731,0,0
11-9-2017,1147,UMC,7,1,0,733,0,0
11-9-2017,1147,WKZ,8,0,0,735,0,0
12-9-2017,1147,Centraal Station,0,0,98,716,0,0
12-9-2017,1147,Vaartsche Rijn,1,42,4,721,98,0.42857142857142855
12-9-2017,1147,Galgenwaard,3,2,0,724,60,0.03333333333333333
12-9-2017,1147,Kromme Rijn,4,1,0,725,58,0.017241379310344827
12-9-2017,1147,Padualaan,5,53,0,729,57,0.9298245614035088
12-9-2017,1147,Heidelberglaan,6,28,0,731,4,7.0
12-9-2017,1147,UMC,7,1,0,732,0,0
12-9-2017,1147,WKZ,8,0,0,733,0,0
13-9-2017,1147,Centraal Station,0,0,5,717,0,0
13-9-2017,1147,Vaartsche Rijn,1,53,7,722,5,10.6
13-9-2017,1147,Galgenwaard,3,0,0,727,0,0
13-9-2017,1147,Kromme Rijn,4,0,0,729,0,0
13-9-2017,1147,Padualaan,5,0,0,731,0,0
13-9-2017,1147,Heidelberglaan,6,1,0,733,0,0
13-9-2017,1147,UMC,7,0,0,735,0,0
13-9-2017,1147,WKZ,8,0,0,736,0,0
14-9-2017,1147,Centraal Station,0,0,40,717,0,0
14-9-2017,1147,Vaartsche Rijn,1,60,6,723,40,1.5
14-9-2017,1147,Galgenwaard,3,1,0,727,0,0
14-9-2017,1147,Kromme Rijn,4,1,1,729,0,0
14-9-2017,1147,Padualaan,5,17,0,731,0,0
14-9-2017,1147,Heidelberglaan,6,23,0,733,0,0
14-9-2017,1147,UMC,7,1,0,734,0,0
14-9-2017,1147,WKZ,8,1,0,735,0,0
15-9-2017,1147,Centraal Station,0,0,0,716,0,0
15-9-2017,1147,Vaartsche Rijn,1,60,6,721,0,0
15-9-2017,1147,Galgenwaard,3,1,0,727,0,0
15-9-2017,1147,Kromme Rijn,4,0,1,729,0,0
15-9-2017,1147,Padualaan,5,0,0,731,1,0.0
15-9-2017,1147,Heidelberglaan,6,1,0,733,1,1.0
15-9-2017,1147,UMC,7,0,0,735,0,0
15-9-2017,1147,WKZ,8,0,0,736,0,0
18-9-2017,1147,Centraal Station,0,0,61,717,0,0
18-9-2017,1147,Vaartsche Rijn,1,61,5,721,61,1.0
18-9-2017,1147,Galgenwaard,3,5,2,725,5,1.0
18-9-2017,1147,Kromme Rijn,4,4,0,726,2,2.0
18-9-2017,1147,Padualaan,5,24,1,729,0,0
18-9-2017,1147,Heidelberglaan,6,26,1,731,0,0
18-9-2017,1147,UMC,7,2,0,732,0,0
18-9-2017,1147,WKZ,8,0,0,734,0,0
19-9-2017,1147,Centraal Station,0,0,55,716,0,0
19-9-2017,1147,Vaartsche Rijn,1,66,5,721,55,1.2
19-9-2017,1147,Galgenwaard,3,3,2,724,0,0
19-9-2017,1147,Kromme Rijn,4,0,0,725,0,0
19-9-2017,1147,Padualaan,5,20,0,729,0,0
19-9-2017,1147,Heidelberglaan,6,28,1,730,0,0
19-9-2017,1147,UMC,7,2,1,737,0,0
19-9-2017,1147,WKZ,8,2,0,739,0,0
20-9-2017,1147,Centraal Station,0,0,44,716,0,0
20-9-2017,1147,Vaartsche Rijn,1,65,7,721,44,1.4772727272727273
20-9-2017,1147,Galgenwaard,3,1,1,724,0,0
