datum,ritnummer,haltenaam,haltevolgorde,aantal uitstappers,aantal instappers,time,passenger_count,percentage_out
4-9-2017,1001,Centraal Station,0,0,6,371,0,0
4-9-2017,1001,Vaartsche Rijn,1,1,0,376,6,0.16666666666666666
4-9-2017,1001,Galgenwaard,3,1,1,378,5,0.2
4-9-2017,1001,Kromme Rijn,4,1,0,380,5,0.2
4-9-2017,1001,Padualaan,5,0,0,382,4,0.0
4-9-2017,1001,Heidelberglaan,6,2,0,383,4,0.5
4-9-2017,1001,UMC,7,2,0,385,2,1.0
4-9-2017,1001,WKZ,8,0,0,386,0,0
5-9-2017,1001,Centraal Station,0,0,7,371,0,0
5-9-2017,1001,Vaartsche Rijn,1,1,0,375,7,0.14285714285714285
5-9-2017,1001,Galgenwaard,3,1,0,377,6,0.16666666666666666
5-9-2017,1001,Kromme Rijn,4,1,0,379,5,0.2
5-9-2017,1001,Padualaan,5,0,0,381,4,0.0
5-9-2017,1001,Heidelberglaan,6,0,0,382,4,0.0
5-9-2017,1001,UMC,7,4,0,383,4,1.0
5-9-2017,1001,WKZ,8,0,0,384,0,0
7-9-2017,1001,Centraal Station,0,0,5,370,0,0
7-9-2017,1001,Vaartsche Rijn,1,1,0,375,5,0.2
7-9-2017,1001,Galgenwaard,3,0,0,377,4,0.0
7-9-2017,1001,Kromme Rijn,4,1,0,379,4,0.25
7-9-2017,1001,Padualaan,5,0,0,380,3,0.0
7-9-2017,1001,Heidelberglaan,6,1,0,382,3,0.3333333333333333
7-9-2017,1001,UMC,7,2,0,383,2,1.0
7-9-2017,1001,WKZ,8,0,0,385,0,0
8-9-2017,1001,Centraal Station,0,0,4,371,0,0
8-9-2017,1001,Vaartsche Rijn,1,0,0,375,4,0.0
8-9-2017,1001,Galgenwaard,3,1,0,378,4,0.25
8-9-2017,1001,Kromme Rijn,4,1,0,380,3,0.3333333333333333
8-9-2017,1001,Padualaan,5,0,0,382,2,0.0
8-9-2017,1001,Heidelberglaan,6,0,0,383,2,0.0
8-9-2017,1001,UMC,7,1,0,384,2,0.5
8-9-2017,1001,WKZ,8,0,0,386,1,0.0
11-9-2017,1001,Centraal Station,0,0,4,370,0,0
11-9-2017,1001,Vaartsche Rijn,1,2,0,375,4,0.5
11-9-2017,1001,Galgenwaard,3,0,0,377,2,0.0
11-9-2017,1001,Kromme Rijn,4,1,0,379,2,0.5
11-9-2017,1001,Padualaan,5,0,0,380,1,0.0
11-9-2017,1001,Heidelberglaan,6,0,0,381,1,0.0
11-9-2017,1001,UMC,7,2,0,383,1,2.0
11-9-2017,1001,WKZ,8,0,0,384,0,0
12-9-2017,1001,Centraal Station,0,0,5,371,0,0
12-9-2017,1001,Vaartsche Rijn,1,2,0,375,5,0.4
12-9-2017,1001,Galgenwaard,3,0,0,378,3,0.0
12-9-2017,1001,Kromme Rijn,4,0,0,379,3,0.0
12-9-2017,1001,Padualaan,5,0,0,381,3,0.0
12-9-2017,1001,Heidelberglaan,6,0,0,382,3,0.0
12-9-2017,1001,UMC,7,2,0,384,3,0.6666666666666666
12-9-2017,1001,WKZ,8,1,0,385,1,1.0
13-9-2017,1001,Centraal Station,0,0,7,371,0,0
13-9-2017,1001,Vaartsche Rijn,1,3,0,375,7,0.42857142857142855
13-9-2017,1001,Galgenwaard,3,0,0,378,4,0.0
13-9-2017,1001,Kromme Rijn,4,0,0,380,4,0.0
13-9-2017,1001,Padualaan,5,0,0,381,4,0.0
13-9-2017,1001,Heidelberglaan,6,0,0,382,4,0.0
13-9-2017,1001,UMC,7,4,0,383,4,1.0
13-9-2017,1001,WKZ,8,0,0,385,0,0
14-9-2017,1001,Centraal Station,0,0,7,371,0,0
14-9-2017,1001,Vaartsche Rijn,1,5,0,375,7,0.7142857142857143
14-9-2017,1001,Galgenwaard,3,0,0,377,2,0.0
14-9-2017,1001,Kromme Rijn,4,1,0,378,2,0.5
14-9-2017,1001,Padualaan,5,0,0,380,1,0.0
14-9-2017,1001,Heidelberglaan,6,0,0,381,1,0.0
14-9-2017,1001,UMC,7,5,0,382,1,5.0
14-9-2017,1001,WKZ,8,0,0,383,0,0
18-9-2017,1001,Centraal Station,0,0,10,374,0,0
18-9-2017,1001,Vaartsche Rijn,1,5,2,379,10,0.5
18-9-2017,1001,Galgenwaard,3,0,1,381,7,0.0
18-9-2017,1001,Kromme Rijn,4,1,0,383,8,0.125
18-9-2017,1001,Padualaan,5,1,0,385,7,0.14285714285714285
18-9-2017,1001,Heidelberglaan,6,2,0,386,6,0.3333333333333333
18-9-2017,1001,UMC,7,6,0,387,4,1.5
18-9-2017,1001,WKZ,8,1,0,389,0,0
19-9-2017,1001,Centraal Station,0,0,7,371,0,0
19-9-2017,1001,Vaartsche Rijn,1,6,0,375,7,0.8571428571428571
19-9-2017,1001,Galgenwaard,3,0,0,377,1,0.0
19-9-2017,1001,Kromme Rijn,4,2,0,379,1,2.0
19-9-2017,1001,Padualaan,5,0,0,380,0,0
19-9-2017,1001,Heidelberglaan,6,0,0,381,0,0
19-9-2017,1001,UMC,7,3,0,382,0,0
19-9-2017,1001,WKZ,8,1,0,383,0,0
20-9-2017,1001,Centraal Station,0,0,15,371,0,0
20-9-2017,1001,Vaartsche Rijn,1,6,0,378,15,0.4
20-9-2017,1001,Galgenwaard,3,2,0,380,9,0.2222222222222222
20-9-2017,1001,Kromme Rijn,4,3,0,382,7,0.42857142857142855
20-9-2017,1001,Padualaan,5,1,0,384,4,0.25
20-9-2017,1001,Heidelberglaan,6,1,0,385,3,0.3333333333333333
20-9-2017,1001,UMC,7,4,0,386,2,2.0
20-9-2017,1001,WKZ,8,0,0,387,0,0
21-9-2017,1001,Centraal Station,0,0,4,371,0,0
21-9-2017,1001,Vaartsche Rijn,1,8,0,375,4,2.0
21-9-2017,1001,Galgenwaard,3,0,0,378,0,0
21-9-2017,1001,Kromme Rijn,4,2,0,380,0,0
21-9-2017,1001,Padualaan,5,0,0,381,0,0
21-9-2017,1001,Heidelberglaan,6,0,0,382,0,0
21-9-2017,1001,UMC,7,1,0,384,0,0
21-9-2017,1001,WKZ,8,0,0,385,0,0
22-9-2017,1001,Centraal Station,0,0,3,371,0,0
22-9-2017,1001,Vaartsche Rijn,1,9,0,375,3,3.0
22-9-2017,1001,Galgenwaard,3,0,0,377,0,0
22-9-2017,1001,Kromme Rijn,4,1,0,379,0,0
22-9-2017,1001,Padualaan,5,0,0,380,0,0
22-9-2017,1001,Heidelberglaan,6,0,0,382,0,0
22-9-2017,1001,UMC,7,1,0,383,0,0
22-9-2017,1001,WKZ,8,1,0,384,0,0
25-9-2017,1001,Centraal Station,0,0,4,370,0,0
25-9-2017,1001,Vaartsche Rijn,1,10,0,376,4,2.5
25-9-2017,1001,Galgenwaard,3,0,0,378,0,0
25-9-2017,1001,Kromme Rijn,4,2,0,380,0,0
25-9-2017,1001,Padualaan,5,0,0,381,0,0
25-9-2017,1001,Heidelberglaan,6,0,0,382,0,0
25-9-2017,1001,UMC,7,2,0,384,0,0
25-9-2017,1001,WKZ,8,0,0,385,0,0
27-9-2017,1001,Centraal Station,0,0,9,371,0,0
27-9-2017,1001,Vaartsche Rijn,1,10,1,375,9,1.1111111111111112
27-9-2017,1001,Galgenwaard,3,2,0,378,0,0
27-9-2017,1001,Kromme Rijn,4,2,0,380,0,0
27-9-2017,1001,Padualaan,5,0,0,381,0,0
27-9-2017,1001,Heidelberglaan,6,0,0,382,0,0
27-9-2017,1001,UMC,7,3,0,384,0,0
27-9-2017,1001,WKZ,8,1,0,385,0,0
28-9-2017,1001,Centraal Station,0,0,5,372,0,0
28-9-2017,1001,Vaartsche Rijn,1,10,1,376,5,2.0
28-9-2017,1001,Galgenwaard,3,0,1,378,0,0
28-9-2017,1001,Kromme Rijn,4,2,0,380,1,2.0
28-9-2017,1001,Padualaan,5,0,0,381,0,0
28-9-2017,1001,Heidelberglaan,6,0,0,382,0,0
28-9-2017,1001,UMC,7,1,0,384,0,0
28-9-2017,1001,WKZ,8,2,0,385,0,0
29-9-2017,1001,Centraal Station,0,0,3,371,0,0
29-9-2017,1001,Vaartsche Rijn,1,10,3,375,3,3.3333333333333335
29-9-2017,1001,Galgenwaard,3,0,1,378,0,0
29-9-2017,1001,Kromme Rijn,4,1,0,380,1,1.0
29-9-2017,1001,Padualaan,5,1,0,382,0,0
29-9-2017,1001,Heidelberglaan,6,0,0,383,0,0
29-9-2017,1001,UMC,7,2,0,384,0,0
29-9-2017,1001,WKZ,8,0,0,385,0,0
1-9-2017,1002,WKZ,0,0,0,370,0,0
1-9-2017,1002,UMC,1,0,0,371,0,0
1-9-2017,1002,Heidelberglaan,2,0,3,373,0,0
1-9-2017,1002,Padualaan,3,0,1,375,3,0.0
1-9-2017,1002,Kromme Rijn,4,0,0,376,4,0.0
1-9-2017,1002,Galgenwaard,5,0,1,379,4,0.0
1-9-2017,1002,Vaartsche Rijn,7,0,6,380,5,0.0
1-9-2017,1002,Centraal Station,8,11,0,387,11,1.0
4-9-2017,1002,WKZ,0,0,0,370,0,0
4-9-2017,1002,UMC,1,0,0,372,0,0
4-9-2017,1002,Heidelberglaan,2,0,4,373,0,0
4-9-2017,1002,Padualaan,3,0,0,374,4,0.0
4-9-2017,1002,Kromme Rijn,4,0,0,376,4,0.0
4-9-2017,1002,Galgenwaard,5,0,0,377,4,0.0
4-9-2017,1002,Vaartsche Rijn,7,0,12,381,4,0.0
4-9-2017,1002,Centraal Station,8,10,0,384,16,0.625
5-9-2017,1002,WKZ,0,0,0,372,0,0
5-9-2017,1002,UMC,1,0,0,373,0,0
5-9-2017,1002,Heidelberglaan,2,0,8,375,0,0
5-9-2017,1002,Padualaan,3,0,0,377,8,0.0
5-9-2017,1002,Kromme Rijn,4,0,0,378,8,0.0
5-9-2017,1002,Galgenwaard,5,0,1,380,8,0.0
5-9-2017,1002,Vaartsche Rijn,7,0,15,382,9,0.0
5-9-2017,1002,Centraal Station,8,12,0,385,24,0.5
6-9-2017,1002,WKZ,0,0,0,370,0,0
6-9-2017,1002,UMC,1,0,0,372,0,0
6-9-2017,1002,Heidelberglaan,2,0,0,373,0,0
6-9-2017,1002,Padualaan,3,0,0,374,0,0
6-9-2017,1002,Kromme Rijn,4,0,0,376,0,0
6-9-2017,1002,Galgenwaard,5,0,0,377,0,0
6-9-2017,1002,Vaartsche Rijn,7,0,24,381,0,0
6-9-2017,1002,Centraal Station,8,9,0,385,24,0.375
7-9-2017,1002,WKZ,0,0,0,370,0,0
7-9-2017,1002,UMC,1,0,0,372,0,0
7-9-2017,1002,Heidelberglaan,2,0,5,374,0,0
7-9-2017,1002,Padualaan,3,0,0,375,5,0.0
7-9-2017,1002,Kromme Rijn,4,0,0,376,5,0.0
7-9-2017,1002,Galgenwaard,5,0,2,378,5,0.0
7-9-2017,1002,Vaartsche Rijn,7,0,16,381,7,0.0
7-9-2017,1002,Centraal Station,8,8,0,385,23,0.34782608695652173
8-9-2017,1002,WKZ,0,0,0,370,0,0
8-9-2017,1002,UMC,1,0,0,372,0,0
8-9-2017,1002,Heidelberglaan,2,0,6,374,0,0
8-9-2017,1002,Padualaan,3,0,0,375,6,0.0
8-9-2017,1002,Kromme Rijn,4,0,1,377,6,0.0
8-9-2017,1002,Galgenwaard,5,0,1,380,7,0.0
8-9-2017,1002,Vaartsche Rijn,7,0,20,382,8,0.0
8-9-2017,1002,Centraal Station,8,12,0,386,28,0.42857142857142855
11-9-2017,1002,WKZ,0,0,0,371,0,0
11-9-2017,1002,UMC,1,0,0,373,0,0
11-9-2017,1002,Heidelberglaan,2,0,6,375,0,0
11-9-2017,1002,Padualaan,3,0,0,376,6,0.0
11-9-2017,1002,Kromme Rijn,4,0,0,378,6,0.0
11-9-2017,1002,Galgenwaard,5,0,0,380,6,0.0
11-9-2017,1002,Vaartsche Rijn,7,0,23,383,6,0.0
11-9-2017,1002,Centraal Station,8,9,0,387,29,0.3103448275862069
12-9-2017,1002,WKZ,0,0,0,370,0,0
12-9-2017,1002,UMC,1,0,1,371,0,0
12-9-2017,1002,Heidelberglaan,2,0,2,373,1,0.0
12-9-2017,1002,Padualaan,3,0,0,374,3,0.0
12-9-2017,1002,Kromme Rijn,4,0,0,376,3,0.0
12-9-2017,1002,Galgenwaard,5,0,0,379,3,0.0
12-9-2017,1002,Vaartsche Rijn,7,0,24,382,3,0.0
12-9-2017,1002,Centraal Station,8,5,0,385,27,0.18518518518518517
13-9-2017,1002,WKZ,0,0,0,371,0,0
13-9-2017,1002,UMC,1,0,0,373,0,0
13-9-2017,1002,Heidelberglaan,2,0,8,374,0,0
13-9-2017,1002,Padualaan,3,0,0,375,8,0.0
13-9-2017,1002,Kromme Rijn,4,0,0,377,8,0.0
13-9-2017,1002,Galgenwaard,5,0,2,379,8,0.0
13-9-2017,1002,Vaartsche Rijn,7,0,24,381,10,0.0
13-9-2017,1002,Centraal Station,8,11,0,385,34,0.3235294117647059
14-9-2017,1002,WKZ,0,0,0,371,0,0
14-9-2017,1002,UMC,1,0,0,373,0,0
14-9-2017,1002,Heidelberglaan,2,0,8,374,0,0
14-9-2017,1002,Padualaan,3,0,0,376,8,0.0
14-9-2017,1002,Kromme Rijn,4,0,0,378,8,0.0
14-9-2017,1002,Galgenwaard,5,0,1,380,8,0.0
14-9-2017,1002,Vaartsche Rijn,7,0,24,382,9,0.0
14-9-2017,1002,Centraal Station,8,9,0,386,33,0.2727272727272727
15-9-2017,1002,WKZ,0,0,0,370,0,0
15-9-2017,1002,UMC,1,0,0,371,0,0
15-9-2017,1002,Heidelberglaan,2,0,9,373,0,0
15-9-2017,1002,Padualaan,3,0,0,374,9,0.0
15-9-2017,1002,Kromme Rijn,4,0,0,376,9,0.0
15-9-2017,1002,Galgenwaard,5,0,0,377,9,0.0
15-9-2017,1002,Vaartsche Rijn,7,0,26,380,9,0.0
15-9-2017,1002,Centraal Station,8,11,0,382,35,0.3142857142857143
18-9-2017,1002,WKZ,0,0,0,369,0,0
18-9-2017,1002,UMC,1,0,0,370,0,0
18-9-2017,1002,Heidelberglaan,2,0,4,372,0,0
18-9-2017,1002,Padualaan,3,0,0,373,4,0.0
18-9-2017,1002,Kromme Rijn,4,0,1,375,4,0.0
18-9-2017,1002,Galgenwaard,5,0,0,377,5,0.0
18-9-2017,1002,Vaartsche Rijn,7,0,32,380,5,0.0
18-9-2017,1002,Centraal Station,8,11,0,383,37,0.2972972972972973
19-9-2017,1002,WKZ,0,0,0,370,0,0
19-9-2017,1002,UMC,1,0,0,371,0,0
19-9-2017,1002,Heidelberglaan,2,0,4,373,0,0
19-9-2017,1002,Padualaan,3,0,0,374,4,0.0
19-9-2017,1002,Kromme Rijn,4,0,1,376,4,0.0
19-9-2017,1002,Galgenwaard,5,0,1,378,5,0.0
19-9-2017,1002,Vaartsche Rijn,7,0,33,381,6,0.0
19-9-2017,1002,Centraal Station,8,9,0,384,39,0.23076923076923078
20-9-2017,1002,WKZ,0,0,0,370,0,0
20-9-2017,1002,UMC,1,0,0,371,0,0
20-9-2017,1002,Heidelberglaan,2,0,0,372,0,0
20-9-2017,1002,Padualaan,3,0,0,373,0,0
20-9-2017,1002,Kromme Rijn,4,0,0,375,0,0
20-9-2017,1002,Galgenwaard,5,0,0,377,0,0
20-9-2017,1002,Vaartsche Rijn,7,0,33,380,0,0
20-9-2017,1002,Centraal Station,8,0,0,384,33,0.0
21-9-2017,1002,WKZ,0,0,0,370,0,0
21-9-2017,1002,UMC,1,0,0,371,0,0
21-9-2017,1002,Heidelberglaan,2,0,6,373,0,0
21-9-2017,1002,Padualaan,3,0,0,375,6,0.0
21-9-2017,1002,Kromme Rijn,4,0,1,377,6,0.0
21-9-2017,1002,Galgenwaard,5,0,0,379,7,0.0
21-9-2017,1002,Vaartsche Rijn,7,0,33,381,7,0.0
21-9-2017,1002,Centraal Station,8,7,0,385,40,0.175
22-9-2017,1002,WKZ,0,0,0,370,0,0
22-9-2017,1002,UMC,1,0,0,371,0,0
22-9-2017,1002,Heidelberglaan,2,0,3,373,0,0
22-9-2017,1002,Padualaan,3,0,0,374,3,0.0
22-9-2017,1002,Kromme Rijn,4,0,1,375,3,0.0
22-9-2017,1002,Galgenwaard,5,0,0,378,4,0.0
22-9-2017,1002,Vaartsche Rijn,7,0,35,380,4,0.0
22-9-2017,1002,Centraal Station,8,6,0,383,39,0.15384615384615385
25-9-2017,1002,WKZ,0,0,0,370,0,0
25-9-2017,1002,UMC,1,0,0,371,0,0
25-9-2017,1002,Heidelberglaan,2,0,3,372,0,0
25-9-2017,1002,Padualaan,3,0,0,373,3,0.0
25-9-2017,1002,Kromme Rijn,4,0,1,375,3,0.0
25-9-2017,1002,Galgenwaard,5,0,0,377,4,0.0
25-9-2017,1002,Vaartsche Rijn,7,0,38,379,4,0.0
25-9-2017,1002,Centraal Station,8,7,0,383,42,0.16666666666666666
27-9-2017,1002,WKZ,0,0,0,370,0,0
27-9-2017,1002,UMC,1,0,0,372,0,0
27-9-2017,1002,Heidelberglaan,2,0,3,373,0,0
27-9-2017,1002,Padualaan,3,0,0,375,3,0.0
27-9-2017,1002,Kromme Rijn,4,0,0,376,3,0.0
27-9-2017,1002,Galgenwaard,5,0,0,379,3,0.0
27-9-2017,1002,Vaartsche Rijn,7,0,39,381,3,0.0
27-9-2017,1002,Centraal Station,8,4,0,385,42,0.09523809523809523
28-9-2017,1002,WKZ,0,0,0,370,0,0
28-9-2017,1002,UMC,1,0,0,372,0,0
28-9-2017,1002,Heidelberglaan,2,0,0,373,0,0
28-9-2017,1002,Padualaan,3,0,0,374,0,0
28-9-2017,1002,Kromme Rijn,4,0,0,376,0,0
28-9-2017,1002,Galgenwaard,5,0,6,378,0,0
28-9-2017,1002,Vaartsche Rijn,7,0,39,380,6,0.0
28-9-2017,1002,Centraal Station,8,6,0,384,45,0.13333333333333333
29-9-2017,1002,WKZ,0,0,0,370,0,0
29-9-2017,1002,UMC,1,0,0,371,0,0
29-9-2017,1002,Heidelberglaan,2,0,1,372,0,0
29-9-2017,1002,Padualaan,3,0,0,374,1,0.0
29-9-2017,1002,Kromme Rijn,4,0,0,375,1,0.0
29-9-2017,1002,Galgenwaard,5,0,0,377,1,0.0
29-9-2017,1002,Vaartsche Rijn,7,0,39,379,1,0.0
4-9-2017,1003,Centraal Station,0,0,25,380,0,0
4-9-2017,1003,Vaartsche Rijn,1,2,0,386,25,0.08
4-9-2017,1003,Galgenwaard,3,1,0,388,23,0.043478260869565216
4-9-2017,1003,Kromme Rijn,4,0,0,390,22,0.0
4-9-2017,1003,Padualaan,5,3,0,393,22,0.13636363636363635
4-9-2017,1003,Heidelberglaan,6,3,0,394,19,0.15789473684210525
4-9-2017,1003,UMC,7,15,0,396,16,0.9375
4-9-2017,1003,WKZ,8,2,0,397,1,2.0
5-9-2017,1003,Centraal Station,0,0,24,381,0,0
5-9-2017,1003,Vaartsche Rijn,1,3,0,385,24,0.125
5-9-2017,1003,Galgenwaard,3,0,0,387,21,0.0
5-9-2017,1003,Kromme Rijn,4,0,0,390,21,0.0
5-9-2017,1003,Padualaan,5,3,0,391,21,0.14285714285714285
5-9-2017,1003,Heidelberglaan,6,3,0,393,18,0.16666666666666666
5-9-2017,1003,UMC,7,16,0,395,15,1.0666666666666667
5-9-2017,1003,WKZ,8,2,0,397,0,0
6-9-2017,1003,Centraal Station,0,0,31,380,0,0
6-9-2017,1003,Vaartsche Rijn,1,4,0,385,31,0.12903225806451613
6-9-2017,1003,Galgenwaard,3,2,0,388,27,0.07407407407407407
6-9-2017,1003,Kromme Rijn,4,1,0,390,25,0.04
6-9-2017,1003,Padualaan,5,1,0,392,24,0.041666666666666664
6-9-2017,1003,Heidelberglaan,6,4,0,393,23,0.17391304347826086
6-9-2017,1003,UMC,7,20,0,395,19,1.0526315789473684
6-9-2017,1003,WKZ,8,1,0,397,0,0
7-9-2017,1003,Centraal Station,0,0,30,384,0,0
7-9-2017,1003,Vaartsche Rijn,1,4,0,388,30,0.13333333333333333
7-9-2017,1003,Galgenwaard,3,3,0,390,26,0.11538461538461539
7-9-2017,1003,Kromme Rijn,4,0,0,391,23,0.0
7-9-2017,1003,Padualaan,5,1,0,393,23,0.043478260869565216
7-9-2017,1003,Heidelberglaan,6,4,0,395,22,0.18181818181818182
7-9-2017,1003,UMC,7,20,0,396,18,1.1111111111111112
7-9-2017,1003,WKZ,8,2,0,398,0,0
8-9-2017,1003,Centraal Station,0,0,24,380,0,0
8-9-2017,1003,Vaartsche Rijn,1,4,0,384,24,0.16666666666666666
8-9-2017,1003,Galgenwaard,3,1,0,387,20,0.05
8-9-2017,1003,Kromme Rijn,4,0,0,388,19,0.0
8-9-2017,1003,Padualaan,5,0,0,390,19,0.0
8-9-2017,1003,Heidelberglaan,6,1,0,391,19,0.05263157894736842
8-9-2017,1003,UMC,7,20,0,392,18,1.1111111111111112
8-9-2017,1003,WKZ,8,1,0,394,0,0
11-9-2017,1003,Centraal Station,0,0,30,381,0,0
11-9-2017,1003,Vaartsche Rijn,1,5,0,387,30,0.16666666666666666
11-9-2017,1003,Galgenwaard,3,1,0,390,25,0.04
11-9-2017,1003,Kromme Rijn,4,0,0,392,24,0.0
11-9-2017,1003,Padualaan,5,1,0,394,24,0.041666666666666664
11-9-2017,1003,Heidelberglaan,6,3,0,395,23,0.13043478260869565
11-9-2017,1003,UMC,7,20,0,397,20,1.0
11-9-2017,1003,WKZ,8,2,0,399,0,0
12-9-2017,1003,Centraal Station,0,0,29,381,0,0
12-9-2017,1003,Vaartsche Rijn,1,8,0,385,29,0.27586206896551724
12-9-2017,1003,Galgenwaard,3,0,0,388,21,0.0
12-9-2017,1003,Kromme Rijn,4,0,0,389,21,0.0
12-9-2017,1003,Padualaan,5,3,0,392,21,0.14285714285714285
12-9-2017,1003,Heidelberglaan,6,3,0,393,18,0.16666666666666666
12-9-2017,1003,UMC,7,17,0,395,15,1.1333333333333333
12-9-2017,1003,WKZ,8,1,0,396,0,0
13-9-2017,1003,Centraal Station,0,0,33,383,0,0
13-9-2017,1003,Vaartsche Rijn,1,13,0,388,33,0.3939393939393939
13-9-2017,1003,Galgenwaard,3,0,0,390,20,0.0
13-9-2017,1003,Kromme Rijn,4,0,0,391,20,0.0
13-9-2017,1003,Padualaan,5,5,0,393,20,0.25
13-9-2017,1003,Heidelberglaan,6,4,0,394,15,0.26666666666666666
13-9-2017,1003,UMC,7,20,0,395,11,1.8181818181818181
13-9-2017,1003,WKZ,8,3,0,397,0,0
14-9-2017,1003,Centraal Station,0,0,32,380,0,0
14-9-2017,1003,Vaartsche Rijn,1,14,0,384,32,0.4375
14-9-2017,1003,Galgenwaard,3,1,0,387,18,0.05555555555555555
14-9-2017,1003,Kromme Rijn,4,0,0,389,17,0.0
14-9-2017,1003,Padualaan,5,3,0,390,17,0.17647058823529413
14-9-2017,1003,Heidelberglaan,6,4,0,392,14,0.2857142857142857
14-9-2017,1003,UMC,7,22,0,393,10,2.2
14-9-2017,1003,WKZ,8,2,0,395,0,0
15-9-2017,1003,Centraal Station,0,0,35,380,0,0
15-9-2017,1003,Vaartsche Rijn,1,14,1,387,35,0.4
15-9-2017,1003,Galgenwaard,3,2,0,390,22,0.09090909090909091
15-9-2017,1003,Kromme Rijn,4,1,0,393,20,0.05
15-9-2017,1003,Padualaan,5,4,0,395,19,0.21052631578947367
15-9-2017,1003,Heidelberglaan,6,3,0,396,15,0.2
15-9-2017,1003,UMC,7,19,0,398,12,1.5833333333333333
15-9-2017,1003,WKZ,8,4,0,399,0,0
18-9-2017,1003,Centraal Station,0,0,26,381,0,0
18-9-2017,1003,Vaartsche Rijn,1,17,0,386,26,0.6538461538461539
18-9-2017,1003,Galgenwaard,3,3,0,388,9,0.3333333333333333
18-9-2017,1003,Kromme Rijn,4,0,0,390,6,0.0
18-9-2017,1003,Padualaan,5,2,0,392,6,0.3333333333333333
18-9-2017,1003,Heidelberglaan,6,4,0,393,4,1.0
18-9-2017,1003,UMC,7,16,0,395,0,0
18-9-2017,1003,WKZ,8,1,0,396,0,0
19-9-2017,1003,Centraal Station,0,0,49,381,0,0
19-9-2017,1003,Vaartsche Rijn,1,17,0,385,49,0.3469387755102041
19-9-2017,1003,Galgenwaard,3,8,0,387,32,0.25
19-9-2017,1003,Kromme Rijn,4,1,0,389,24,0.041666666666666664
19-9-2017,1003,Padualaan,5,3,0,391,23,0.13043478260869565
19-9-2017,1003,Heidelberglaan,6,11,0,393,20,0.55
19-9-2017,1003,UMC,7,18,0,395,9,2.0
19-9-2017,1003,WKZ,8,1,0,396,0,0
20-9-2017,1003,Vaartsche Rijn,1,24,1,389,0,0
20-9-2017,1003,Galgenwaard,3,7,0,391,0,0
20-9-2017,1003,Kromme Rijn,4,4,0,393,0,0
20-9-2017,1003,Padualaan,5,0,0,394,0,0
20-9-2017,1003,Heidelberglaan,6,5,0,395,0,0
20-9-2017,1003,UMC,7,9,0,397,0,0
20-9-2017,1003,WKZ,8,0,0,398,0,0
21-9-2017,1003,Centraal Station,0,0,30,381,0,0
21-9-2017,1003,Vaartsche Rijn,1,29,0,387,30,0.9666666666666667
21-9-2017,1003,Galgenwaard,3,1,1,389,1,1.0
21-9-2017,1003,Kromme Rijn,4,0,0,391,1,0.0
21-9-2017,1003,Padualaan,5,5,0,393,1,5.0
21-9-2017,1003,Heidelberglaan,6,2,0,394,0,0
21-9-2017,1003,UMC,7,20,0,396,0,0
21-9-2017,1003,WKZ,8,1,0,398,0,0
22-9-2017,1003,Centraal Station,0,0,54,380,0,0
22-9-2017,1003,Vaartsche Rijn,1,33,0,387,54,0.6111111111111112
22-9-2017,1003,Galgenwaard,3,11,0,390,21,0.5238095238095238
22-9-2017,1003,Kromme Rijn,4,2,0,391,10,0.2
22-9-2017,1003,Padualaan,5,4,0,394,8,0.5
22-9-2017,1003,Heidelberglaan,6,5,0,395,4,1.25
22-9-2017,1003,UMC,7,20,0,396,0,0
22-9-2017,1003,WKZ,8,3,0,398,0,0
25-9-2017,1003,Centraal Station,0,0,33,381,0,0
25-9-2017,1003,Vaartsche Rijn,1,38,0,385,33,1.1515151515151516
25-9-2017,1003,Galgenwaard,3,0,1,388,0,0
25-9-2017,1003,Kromme Rijn,4,0,0,389,1,0.0
25-9-2017,1003,Padualaan,5,5,0,391,1,5.0
25-9-2017,1003,Heidelberglaan,6,4,0,393,0,0
25-9-2017,1003,UMC,7,21,0,394,0,0
25-9-2017,1003,WKZ,8,3,0,395,0,0
27-9-2017,1003,Centraal Station,0,0,27,380,0,0
27-9-2017,1003,Vaartsche Rijn,1,39,0,384,27,1.4444444444444444
27-9-2017,1003,Galgenwaard,3,1,0,387,0,0
27-9-2017,1003,Kromme Rijn,4,0,0,388,0,0
27-9-2017,1003,Padualaan,5,2,0,390,0,0
27-9-2017,1003,Heidelberglaan,6,3,0,391,0,0
27-9-2017,1003,UMC,7,20,0,393,0,0
27-9-2017,1003,WKZ,8,0,0,394,0,0
28-9-2017,1003,Centraal Station,0,0,37,381,0,0
28-9-2017,1003,Vaartsche Rijn,1,40,0,386,37,1.0810810810810811
28-9-2017,1003,Galgenwaard,3,2,0,389,0,0
28-9-2017,1003,Kromme Rijn,4,0,0,390,0,0
28-9-2017,1003,Padualaan,5,5,0,392,0,0
28-9-2017,1003,Heidelberglaan,6,6,0,394,0,0
28-9-2017,1003,UMC,7,19,0,396,0,0
28-9-2017,1003,WKZ,8,1,0,397,0,0
29-9-2017,1003,Centraal Station,0,0,32,380,0,0
29-9-2017,1003,Vaartsche Rijn,1,44,0,386,32,1.375
29-9-2017,1003,Galgenwaard,3,4,0,388,0,0
29-9-2017,1003,Kromme Rijn,4,0,1,390,0,0
29-9-2017,1003,Padualaan,5,4,0,392,1,4.0
29-9-2017,1003,Heidelberglaan,6,6,0,393,0,0
