average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
105,459,0,0,0,3960,3960,49,0,317,8099,39686,36215,Padualaan,504000,457146,100
106,399,0,0,0,3960,3960,47,0,327,7910,32917,36285,Padualaan,504000,480754,100
106,414,0,0,0,3960,3960,48,0,323,7919,32937,36182,Heidelberglaan,504000,456999,100
103,412,0,0,0,3960,3960,47,0,365,7933,37437,36201,UMC,504000,469860,100
107,390,0,0,0,3960,3960,47,0,378,7880,35199,36235,Padualaan,504000,480797,100
107,408,0,0,0,3960,3960,48,0,312,8027,37410,36215,UMC,504000,468712,100
109,410,0,0,0,3960,3960,47,0,328,7856,39669,36271,Padualaan,504000,457941,100
106,485,0,0,0,3960,3960,47,0,331,7793,39701,36247,Padualaan,504000,456845,100
108,420,0,0,0,3960,3960,47,0,350,7963,39672,36201,UMC,504000,470180,100
105,433,0,0,0,3960,3960,48,0,326,7886,37386,36219,UMC,504000,470488,100
100,382,0,0,0,3960,3960,48,0,324,7977,35171,36256,Galgenwaard,504000,470011,100
110,487,0,0,0,3960,3960,48,0,367,7933,35141,36227,UMC,504000,458380,100
100,339,0,0,0,3960,3960,47,0,325,7842,35193,36304,Padualaan,504000,480369,100
105,434,0,0,0,3960,3960,47,0,314,7958,35183,36281,Kromme Rijn,504000,469760,100
109,470,0,0,0,3960,3960,48,0,337,7931,35195,36290,Galgenwaard,504000,480747,100
105,389,0,0,0,3960,3960,46,0,329,7921,35192,36333,Galgenwaard,504000,469454,100
106,463,0,0,0,3960,3960,48,0,302,8058,37413,36202,UMC,504000,468078,100
105,500,0,0,0,3960,3960,49,0,375,8112,37434,36213,Vaartsche Rijn,504000,457898,100
103,426,0,0,0,3960,3960,48,0,335,7985,37423,36319,Heidelberglaan,504000,482835,100
105,377,0,0,0,3960,3960,48,0,299,7993,30665,36253,Padualaan,504000,480553,100
103,397,0,0,0,3960,3960,47,0,320,7878,37420,36231,Padualaan,504000,480450,100
107,369,0,0,0,3960,3960,49,0,325,8078,39667,36205,UMC,504000,457287,100
109,374,0,0,0,3960,3960,49,0,322,8061,32904,36188,UMC,504000,468189,100
102,409,0,0,0,3960,3960,48,0,330,8027,37424,36296,Padualaan,504000,457230,100
107,390,0,0,0,3960,3960,48,0,335,7840,37443,36301,Galgenwaard,504000,480837,100
100,373,0,0,0,3960,3960,49,0,359,8008,37402,36202,UMC,504000,470965,100
107,373,0,0,0,3960,3960,48,0,353,8084,35167,36230,Galgenwaard,504000,457044,100
106,454,0,0,0,3960,3960,47,0,363,7968,35184,36280,Padualaan,504000,468186,100
102,352,0,0,0,3960,3960,48,0,309,8070,35173,36309,Heidelberglaan,504000,480728,100
102,370,0,0,0,3960,3960,48,0,350,7970,37473,36223,Galgenwaard,504000,467175,100
106,437,0,0,0,3960,3960,47,0,417,7925,35169,36356,Padualaan,504000,457370,100
104,337,0,0,0,3960,3960,47,0,314,7704,35204,36202,UMC,504000,469659,100
104,420,0,0,0,3960,3960,47,0,321,7998,37415,36232,Galgenwaard,504000,480473,100
105,394,0,0,0,3960,3960,47,0,323,7823,35167,36283,Galgenwaard,504000,470307,100
104,404,0,0,0,3960,3960,48,0,294,7892,37430,36264,WKZ,504000,467795,100
102,401,0,0,0,3960,3960,48,0,337,8039,37443,36302,Heidelberglaan,504000,470049,100
107,362,0,0,0,3960,3960,48,0,322,7917,37441,36446,Heidelberglaan,504000,470227,100
111,442,0,0,0,3960,3960,48,0,364,7996,37400,36282,Galgenwaard,504000,470807,100
108,390,0,0,0,3960,3960,47,0,323,8006,37440,36233,Galgenwaard,504000,469831,100
105,381,0,0,0,3960,3960,48,0,293,7999,35153,36233,Galgenwaard,504000,457615,100
104,452,0,0,0,3960,3960,47,0,340,7935,37405,36192,Galgenwaard,504000,480613,100
111,436,0,0,0,3960,3960,48,0,327,7862,35118,36318,WKZ,504000,482255,100
104,372,0,0,0,3960,3960,47,0,318,7845,32964,36308,WKZ,504000,469349,100
102,345,0,0,0,3960,3960,47,0,289,7888,32919,36248,Galgenwaard,504000,467874,100
106,429,0,0,0,3960,3960,48,0,352,7974,32911,36219,UMC,504000,470286,100
103,385,0,0,0,3960,3960,48,0,312,7951,35202,36363,Heidelberglaan,504000,480630,100
106,387,0,0,0,3960,3960,48,0,313,7971,32937,36376,Padualaan,504000,469504,100
105,398,0,0,0,3960,3960,48,0,326,7960,39684,36262,Galgenwaard,504000,470041,100
103,504,0,0,0,3960,3960,47,0,323,7833,39689,36317,Padualaan,504000,470149,100
102,398,0,0,0,3960,3960,48,0,313,7971,39698,36334,Heidelberglaan,504000,480759,100
