average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
64,311,0,0,0,2399.9993,2430,46,0,397,43221,35176,3744,Kromme Rijn,0,0,0
63,289,0,0,0,2399.9998,2490,46,0,249,43018,35695,3724,UMC,300,133,0.8321775
63,277,0,0,0,2400.001,2457,46,0,275,43237,35490,3788,Vaartsche Rijn,0,79,0.13869625
64,275,0,0,0,2399.9243,2452,46,0,360,43404,34964,3741,Galgenwaard,0,81,0.13869625
63,274,0,0,0,2399.9773,2453,46,0,313,43332,35711,3747,Kromme Rijn,0,60,0.13869625
64,265,0,0,0,2400.0596,2445,45,0,362,42893,35174,3777,Vaartsche Rijn,0,0,0
65,390,0,0,0,2400.0469,2575,45,0,318,42997,35743,3741,UMC,1340,1608,3.190014
63,266,0,0,0,2400.01,2436,46,0,221,43514,35631,3754,Galgenwaard,0,145,0.2773925
64,246,0,0,0,2399.4768,2437,46,0,345,43628,35785,3761,WKZ,81,0,0.13869625
63,256,0,0,0,2400.0012,2452,45,0,235,42658,35381,3743,UMC,0,0,0
67,320,0,0,0,2399.5193,2760,46,0,372,43063,35326,3763,Vaartsche Rijn,20622,10829,23.994452
63,282,0,0,0,2399.9849,2423,46,0,252,43308,35608,3711,Kromme Rijn,0,166,0.2773925
63,254,0,0,0,2400.0579,2494,46,0,256,43122,35463,3798,UMC,316,0,0.554785
64,262,0,0,0,2400,2437,46,0,319,43497,35157,3742,Vaartsche Rijn,0,0,0
63,237,0,0,0,2400.0002,2433,46,0,259,43366,35197,3737,Vaartsche Rijn,0,0,0
62,246,0,0,0,2400.0193,2520,46,0,213,43027,35471,3810,UMC,630,0,0.9708738
63,309,0,0,0,2400.182,2440,45,0,265,42687,35224,3774,Vaartsche Rijn,0,80,0.13869625
64,282,0,0,0,2400.0005,2457,45,0,284,42987,35521,3753,Galgenwaard,0,62,0.13869625
62,268,0,0,0,2400.046,2473,46,0,239,43374,35199,3742,Kromme Rijn,73,60,0.2773925
64,317,0,0,0,2400.0002,2440,46,0,253,43260,34230,3720,WKZ,0,214,0.41666666
64,313,0,0,0,2399.9998,2490,46,0,352,43290,35461,3725,Galgenwaard,312,771,1.3869625
64,249,0,0,0,2400.0007,2448,45,0,346,42956,35442,3712,Vaartsche Rijn,0,61,0.13869625
63,240,0,0,0,2400.0002,2434,46,0,264,43004,34734,3716,Kromme Rijn,0,60,0.13869625
63,272,0,0,0,2400.0095,2449,46,0,278,43041,35806,3737,Vaartsche Rijn,0,69,0.13869625
64,264,0,0,0,2399.9985,2423,46,0,375,43202,35865,3762,Heidelberglaan,0,229,0.41608876
64,269,0,0,0,2400.0078,2456,45,0,265,42789,34915,3723,Heidelberglaan,60,208,0.41608876
64,305,0,0,0,2400.0186,2490,45,0,276,42771,35137,3717,Vaartsche Rijn,381,98,0.8321775
63,275,0,0,0,2400.0005,2433,46,0,289,43188,35443,3714,WKZ,0,0,0
63,280,0,0,0,2400.0007,2460,46,0,285,43097,35453,3723,UMC,60,110,0.2773925
63,273,0,0,0,2400.2705,2447,45,0,347,43067,35197,3720,Vaartsche Rijn,0,284,0.41608876
63,242,0,0,0,2400.035,2449,46,0,244,43148,35188,3753,Heidelberglaan,0,188,0.2773925
64,257,0,0,0,2400.0227,2450,46,0,377,43148,34909,3728,UMC,0,119,0.13869625
63,249,0,0,0,2400.0786,2520,46,0,279,43115,35230,3723,Padualaan,630,64,1.10957
63,253,0,0,0,2400.0466,2430,46,0,223,43333,35412,3727,Kromme Rijn,0,0,0
64,265,0,0,0,2399.682,2435,46,0,230,43173,35168,3739,Kromme Rijn,0,61,0.1388889
64,273,0,0,0,2400.032,2418,45,0,295,42984,35381,3765,Padualaan,0,187,0.41608876
64,260,0,0,0,2399.9219,2450,46,0,357,43418,35208,3753,Heidelberglaan,0,0,0
64,271,0,0,0,2399.9683,2446,46,0,261,43676,35181,3703,Galgenwaard,0,60,0.13869625
63,242,0,0,0,2399.8901,2430,46,0,258,43137,35116,3778,Galgenwaard,0,60,0.13869625
64,256,0,0,0,2400.0552,2550,46,0,340,43168,35422,3803,Heidelberglaan,1110,168,1.8030514
63,255,0,0,0,2399.9998,2446,46,0,384,43278,35447,3736,WKZ,0,0,0
64,270,0,0,0,2400.284,2475,45,0,346,42939,34745,3718,Vaartsche Rijn,75,327,0.554785
63,345,0,0,0,2399.9998,2478,46,0,256,43423,35596,3731,Galgenwaard,78,107,0.2777778
63,267,0,0,0,2400.006,2459,46,0,280,43097,35372,3724,Vaartsche Rijn,0,0,0
63,288,0,0,0,2400.088,2580,45,0,259,42870,35669,3727,WKZ,1710,76,2.21914
63,248,0,0,0,2399.9998,2432,46,0,297,43341,35383,3727,WKZ,0,60,0.13869625
63,244,0,0,0,2400.017,2438,46,0,266,43185,35135,3740,WKZ,0,65,0.13869625
64,269,0,0,0,2399.9949,2436,45,0,350,42921,34994,3710,Kromme Rijn,0,0,0
63,255,0,0,0,2400.0005,2439,46,0,259,43271,35474,3725,Vaartsche Rijn,0,127,0.2773925
63,243,0,0,0,2399.985,2452,46,0,246,43084,35182,3715,Padualaan,0,60,0.13869625
