average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
192;1340;471;471;13023,882424984691;2700;2700;155;0;420;11449;10594;5616;Kromme Rijn;0;225;4,6153846
165;548;375;375;8834,275495071099;2700;2700;156;0;420;11457;10577;5623;UMC;0;0;0
154;979;288;288;6815,676436933369;2700;2700;156;0;420;11499;10230;5620;Kromme Rijn;0;150;3,0769231
184;1810;439;439;11909,400674565424;2700;2700;159;0;420;11638;10589;5572;WKZ;0;0;0
153;914;266;266;6590,9752674969295;2700;2700;155;0;420;11497;10581;5657;UMC;0;89;1,5384616
171;1671;373;373;9315,959703075292;2700;2700;156;0;420;11461;10584;5668;UMC;0;75;1,5384616
189;1883;563;563;13314,069378411694;2700;2700;154;0;420;11431;10259;5613;UMC;0;298;6,1538463
170;1511;452;452;9955,222958057395;2700;2700;155;0;420;11365;10584;5579;Padualaan;0;0;0
189;1127;544;544;13182,024739012195;2700;2700;157;0;420;11409;10592;5625;UMC;0;75;1,5384616
153;609;433;433;6720,961002785515;2700;2700;157;0;420;11510;10578;5599;UMC;0;248;3,0769231
148;1675;267;267;5479,863147605083;2700;2700;156;0;420;11353;10582;5635;UMC;0;62;1,5384616
162;412;309;309;7800,008735150244;2700;2700;156;0;420;11396;10593;5619;UMC;0;150;3,0769231
174;2324;532;532;10861,235609456016;2700;2700;156;0;420;11517;10255;5625;UMC;0;144;3,0769231
167;1081;419;419;8911,17161426313;2700;2700;156;0;420;11437;10594;5598;Kromme Rijn;0;225;4,6153846
143;461;235;235;5100,053447354356;2700;2700;152;0;420;11264;10586;5607;UMC;0;166;3,0769231
151;1064;314;314;6672,536020507381;2700;2700;157;0;420;11432;10574;5590;UMC;0;228;3,0769231
158;998;398;398;7598,020676857825;2700;2700;154;0;420;11433;10605;5693;Vaartsche Rijn;0;174;3,0769231
166;1439;325;325;9267,903719912472;2700;2700;156;0;420;11533;10593;5614;Kromme Rijn;0;225;4,6153846
161;1276;371;371;8682,204139395011;2700;2700;157;0;420;11499;10600;5614;UMC;0;261;4,6153846
177;1208;442;442;11089,771729587357;2700;2700;154;0;420;11438;10573;5671;Kromme Rijn;0;141;3,0769231
155;509;328;328;7233,268136557611;2700;2700;154;0;420;11370;10589;5603;UMC;0;225;4,6153846
180;881;566;566;12304,006339702386;2700;2700;155;0;420;11531;10592;5632;Vaartsche Rijn;0;167;3,0769231
197;803;437;437;14185,943138808205;2700;2700;156;0;420;11413;10247;5629;UMC;0;191;3,0769231
156;561;427;427;7472,419897326961;2700;2700;155;0;420;11402;10604;5609;UMC;0;149;3,0769231
157;2075;341;341;7340,863700070076;2700;2700;157;0;420;11604;10235;5574;Vaartsche Rijn;0;75;1,5384616
187;1200;480;480;12738,82455376578;2700;2700;159;0;420;11561;10598;5633;WKZ;0;112;1,5384616
154;743;325;325;7398,636037329505;2700;2700;155;0;420;11335;9901;5554;Padualaan;0;0;0
160;1186;317;317;7549,007901668129;2700;2759;155;0;420;11460;10261;5616;UMC;0;436;7,6923075
172;1242;320;320;9838,619192357794;2700;2700;157;0;420;11540;10599;5595;UMC;0;68;1,5384616
200;763;833;833;15147,375714533171;2707,524;2783;158;0;420;11651;10609;5619;UMC;158;1380;18,461538
147;524;284;284;5983,23913811374;2700;2700;156;0;420;11353;10576;5600;UMC;0;0;0
172;862;476;476;10561,461794019933;2700;2700;158;0;420;11492;10238;5673;UMC;0;0;0
153;965;271;271;6047,171996080876;2703,5715;2775;154;0;420;11272;10588;5597;UMC;75;420;6,1538463
168;2249;331;331;9184,626296657505;2700;2700;158;0;420;11484;10245;5637;UMC;0;0;0
172;1065;367;367;10435,631578947368;2700;2700;157;0;420;11538;10582;5611;UMC;0;178;3,0769231
181;1038;513;513;12281,54090267983;2700;2700;158;0;420;11477;10576;5597;UMC;0;649;7,6923075
163;678;463;463;8333,91959798995;2700;2700;156;0;420;11534;10248;5595;UMC;0;82;1,5384616
156;849;337;337;7100,5002632964715;2700;2700;156;0;420;11396;10231;5586;Kromme Rijn;0;278;3,0769231
179;1967;526;526;11514,775474956823;2700;2700;159;0;420;11613;10253;5595;UMC;0;171;3,0769231
155;917;381;381;7287,624607094746;2700;2700;155;0;420;11362;10604;5611;UMC;0;0;0
178;967;402;402;11271,496270293988;2700;2700;158;0;420;11493;10604;5588;UMC;0;296;4,6153846
183;1139;491;491;12749,90515606139;2700;2700;161;0;420;11696;10236;5606;Kromme Rijn;0;0;0
174;1504;460;460;10207,626520895785;2700;2700;155;0;420;11393;10260;5622;UMC;0;150;3,0769231
165;1507;387;387;9256,586463562402;2700;2700;159;0;420;11616;10252;5698;UMC;0;75;1,5384616
153;670;313;313;7092,0723596701255;2700;2700;153;0;420;11307;9906;5588;Padualaan;0;75;1,5384616
177;820;413;413;11053,291481384602;2700;2700;155;0;420;11379;10572;5579;UMC;0;75;1,5384616
145;1369;274;274;5535,081046816988;2700;2700;153;0;420;11214;10242;5596;UMC;0;0;0
160;1128;363;363;8255,675206252714;2700;2700;158;0;420;11548;10571;5604;UMC;0;0;0
164;1346;413;413;9125,372869318182;2700;2700;155;0;420;11448;9910;5598;WKZ;0;0;0
156;2068;312;312;7064,514994283703;2700;2700;156;0;420;11463;10265;5628;Padualaan;0;150;3,0769231
