average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
116;356;0;0;0;2700;2700;95;0;385;10548;35034;36267;Kromme Rijn;0;834;13,846154
117;383;0;0;0;2700;2700;96;0;413;10602;32795;36240;Vaartsche Rijn;0;1254;21,538462
118;438;20;20;21,434778410736698;2700;2700;93;0;420;10264;35024;36205;Padualaan;0;1356;19,69697
119;417;11;11;1,24822695035461;2700;2700;94;0;420;10542;37302;36262;Padualaan;0;1038;15,384615
118;393;5;5;0,6729475100942126;2700;2700;93;0;420;10356;32761;36223;Heidelberglaan;0;1155;16,923077
121;589;55;55;54,046493681875184;2700;2700;93;0;420;10367;30511;36204;Galgenwaard;0;955;16,923077
117;469;6;6;0,8822977285526563;2703,524;2774;95;0;420;10609;35022;36233;UMC;74;1170;18,461538
117;350;8;8;1,3083584337349397;2700;2700;95;0;420;10623;37286;36204;WKZ;0;856;15,384615
123;563;19;19;24,765566391597897;2700,0952;2748;97;0;420;10622;32778;36233;Kromme Rijn;0;1408;21,538462
118;433;7;7;7,669616519174041;2700;2700;94;0;420;10476;37246;36198;UMC;0;850;13,846154
117;521;8;8;7,726541047249313;2700;2700;95;0;420;10524;30515;36187;Padualaan;0;1138;18,461538
120;437;39;39;32,82567049808429;2700;2700;93;0;420;10389;37284;36244;Vaartsche Rijn;0;841;15,384615
117;377;0;0;0;2700,0476;2701;95;0;405;10522;35012;36290;Vaartsche Rijn;0;997;15,151515
117;398;21;21;1,186887716654107;2702,8572;2752;95;0;420;10571;32783;36248;WKZ;0;963;15,384615
117;366;0;0;0;2695,15;2700;94;0;403;10377;32767;36378;WKZ;97;1345;21,875
120;736;41;41;34,99905177318415;2701,2856;2727;94;0;420;10540;37257;36252;Kromme Rijn;0;1348;21,538462
119;478;23;23;0,8847855356799386;2700;2700;95;0;420;10380;30519;36259;Galgenwaard;0;1517;23,076923
120;501;13;13;7,057142857142858;2700;2775;93;0;420;10471;37270;36214;UMC;75;1244;21,538462
120;590;63;63;61,979166666666664;2702,476;2752;93;0;420;10413;35029;36280;Kromme Rijn;0;1120;16,923077
123;524;61;61;60,52157420578473;2701,9524;2741;96;0;420;10550;35039;36221;UMC;0;1294;18,181818
119;529;4;4;0,6522781774580335;2700,4285;2709;95;0;420;10429;32766;36177;Galgenwaard;0;1759;25,757576
117;362;11;11;1,5607264472190692;2700,6191;2713;94;0;420;10460;37236;36268;Vaartsche Rijn;0;1220;18,461538
117;480;0;0;0;2700,3333;2707;95;0;420;10548;37266;36244;UMC;0;1047;16,923077
118;421;0;0;0;2700,0476;2701;94;0;390;10343;32783;36187;Heidelberglaan;0;1063;18,75
116;412;24;24;2,232350479025207;2700;2700;96;0;420;10763;32774;36228;Heidelberglaan;0;906;15,384615
116;395;0;0;0;2700;2700;93;0;415;10408;37287;36333;Kromme Rijn;0;993;15,384615
119;447;0;0;0;2700;2700;95;0;408;10544;35022;36199;Heidelberglaan;0;1256;18,461538
120;404;0;0;0;2700;2700;94;0;414;10507;35046;36200;UMC;0;797;14,0625
117;430;2;2;0,29687355042211705;2698,8572;2700;97;0;420;10718;37270;36239;Galgenwaard;0;1173;18,461538
120;451;0;0;0;2700;2700;95;0;403;10515;37282;36227;Padualaan;0;1325;18,461538
117;358;2;2;0,5530657003909603;2700;2700;92;0;420;10402;37281;36294;UMC;0;751;13,846154
117;410;9;9;1,1061737732816488;2700;2700;96;0;420;10518;35006;36221;Kromme Rijn;0;1181;18,461538
120;466;23;23;1,305952493612189;2700;2700;94;0;420;10492;35015;36320;Galgenwaard;0;1328;20
116;341;0;0;0;2700;2700;95;0;386;10601;35032;36194;Padualaan;0;751;13,846154
116;418;0;0;0;2700;2700;96;0;379;10448;37297;36282;Vaartsche Rijn;0;1400;21,538462
124;491;11;11;0,9564393939393938;2708;2793;97;0;420;10541;37258;36257;Padualaan;168;1592;23,4375
117;367;6;6;0,8658008658008658;2699,0476;2700;93;0;420;10365;35033;36282;UMC;0;1093;18,181818
121;487;47;47;56,750332762882685;2701,524;2732;96;0;420;10531;32789;36197;Galgenwaard;0;1473;21,538462
118;478;0;0;0;2700;2700;94;0;420;10431;32773;36209;UMC;0;873;12,5
119;552;19;19;22,820124834499715;2700;2700;94;0;420;10563;32767;36253;Kromme Rijn;0;1069;16,923077
117;413;0;0;0;2700;2700;90;0;386;10125;32792;36321;Vaartsche Rijn;0;925;15,384615
119;443;20;20;1,240718112604568;2700;2700;95;0;420;10591;35026;36254;UMC;0;980;15,384615
118;448;2;2;0,6710122699386504;2700,1428;2703;94;0;420;10405;30542;36237;UMC;0;1024;15,384615
119;470;30;30;31,400077459333847;2700,1904;2704;92;0;420;10314;35017;36202;Heidelberglaan;0;984;15,384615
117;433;3;3;0,22863675335810232;2700;2700;93;0;420;10450;37273;36274;UMC;0;662;12,5
127;711;167;167;119,22045585136946;2710,0503;2833;96;0;420;10519;35017;36177;Padualaan;218;2095;26,5625
117;506;30;30;0,5607476635514018;2700;2700;95;0;420;10650;35005;36294;Vaartsche Rijn;0;993;18,461538
121;484;18;18;23,470757430488977;2701,3809;2729;93;0;420;10425;37268;36272;Kromme Rijn;0;1305;16,923077
118;509;7;7;0,645935221924887;2700;2701;97;0;420;10805;32762;36311;UMC;0;895;12,307693
119;379;33;33;26,194491287240023;2700;2700;94;0;420;10606;35028;36203;Kromme Rijn;0;975;15,151515
