average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
65,235,0,0,0,2480,2480,42,0,188,7842,34673,36102,Heidelberglaan,0,0,0
65,263,0,0,0,2480,2484,42,0,240,7920,36934,36168,Kromme Rijn,0,0,0
65,237,0,0,0,2480,2480,43,0,197,7938,34697,36121,Vaartsche Rijn,0,0,0
66,246,0,0,0,2480,2480,42,0,205,7967,36914,36121,Vaartsche Rijn,0,0,0
65,216,0,0,0,2479.9473,2480,41,0,185,7742,34668,36147,UMC,0,0,0
66,279,0,0,0,2480,2480,42,0,207,7840,36939,36143,Heidelberglaan,0,0,0
66,300,0,0,0,2480,2480,43,0,279,8022,27906,36109,UMC,0,0,0
66,229,0,0,0,2480,2480,43,0,219,8022,34683,36153,Vaartsche Rijn,0,0,0
67,304,0,0,0,2480,2480,43,0,210,7981,30180,36124,Padualaan,0,0,0
66,223,0,0,0,2480,2480,42,0,203,7739,27942,36128,Kromme Rijn,0,0,0
67,214,0,0,0,2480,2480,42,0,209,7858,34658,36122,Kromme Rijn,0,0,0
65,229,0,0,0,2480,2480,43,0,214,7972,32425,36126,Kromme Rijn,0,0,0
66,256,0,0,0,2480,2480,42,0,216,7740,34687,36203,Padualaan,0,81,0.86206895
66,228,0,0,0,2480,2480,42,0,224,7849,30178,36129,Heidelberglaan,0,84,0.86206895
65,251,0,0,0,2480,2480,42,0,198,7939,32441,36102,Kromme Rijn,0,0,0
63,216,0,0,0,2480,2480,42,0,229,7854,34687,36205,Kromme Rijn,0,0,0
66,285,0,0,0,2480.2104,2486,42,0,233,7728,30170,36082,Padualaan,0,0,0
65,203,0,0,0,2480,2480,42,0,206,7911,32422,36076,WKZ,0,0,0
68,304,0,0,0,2479.8948,2480,43,0,233,8007,25667,36105,Heidelberglaan,0,161,1.7241379
66,250,0,0,0,2480,2480,43,0,211,8122,34668,36188,Kromme Rijn,0,0,0
65,227,0,0,0,2480.5527,2491,43,0,243,8125,30179,36169,Kromme Rijn,0,0,0
64,223,0,0,0,2480,2480,42,0,182,7984,32459,36142,Heidelberglaan,0,66,0.86206895
66,308,0,0,0,2480,2480,43,0,230,7985,32429,36142,Vaartsche Rijn,0,0,0
64,213,0,0,0,2480,2480,43,0,192,8015,32476,36174,Padualaan,0,0,0
66,217,0,0,0,2480,2480,42,0,189,7953,34700,36117,Vaartsche Rijn,0,0,0
65,258,0,0,0,2480.2104,2486,44,0,190,8155,30165,36124,Kromme Rijn,0,0,0
65,229,0,0,0,2480,2480,43,0,225,7976,32405,36128,Heidelberglaan,0,0,0
65,238,0,0,0,2479.7368,2480,42,0,198,7888,34640,36133,Vaartsche Rijn,0,0,0
67,278,0,0,0,2479.2896,2480,43,0,237,8063,30174,36104,Heidelberglaan,0,0,0
63,224,0,0,0,2480,2480,42,0,193,7791,34674,36193,Heidelberglaan,0,0,0
66,268,0,0,0,2480,2480,43,0,214,7979,36939,36100,Heidelberglaan,0,0,0
66,241,0,0,0,2480,2480,43,0,203,7888,30187,36148,UMC,0,0,0
65,236,0,0,0,2480,2480,42,0,199,7943,32433,36120,Padualaan,0,0,0
66,254,0,0,0,2480,2480,42,0,199,7929,34664,36143,Kromme Rijn,0,0,0
65,267,0,0,0,2480,2480,43,0,215,8000,30188,36206,WKZ,0,0,0
65,231,0,0,0,2481.8948,2510,42,0,210,7974,34669,36136,Kromme Rijn,0,0,0
68,341,0,0,0,2480,2480,41,0,226,7769,32423,36138,Padualaan,0,90,0.86206895
64,246,0,0,0,2480,2480,43,0,205,7887,30192,36116,Kromme Rijn,0,0,0
65,242,0,0,0,2480,2492,42,0,191,7841,32428,36092,Padualaan,0,0,0
65,265,0,0,0,2478.974,2480,42,0,216,7894,36927,36126,Heidelberglaan,0,0,0
65,233,0,0,0,2480,2480,43,0,213,7960,27927,36166,Kromme Rijn,0,0,0
66,265,0,0,0,2480,2513,41,0,218,7761,25666,36081,UMC,0,0,0
67,223,0,0,0,2480,2480,42,0,222,7914,32428,36131,Padualaan,0,0,0
66,249,0,0,0,2480.474,2490,43,0,217,7995,34672,36138,Vaartsche Rijn,0,0,0
66,235,0,0,0,2480,2480,42,0,192,7843,34697,36094,Heidelberglaan,0,0,0
65,281,0,0,0,2480,2480,43,0,199,8043,32424,36097,Vaartsche Rijn,0,0,0
67,243,0,0,0,2480,2480,42,0,197,7998,34675,36166,Kromme Rijn,0,0,0
67,271,0,0,0,2480,2480,42,0,233,8045,30155,36149,Kromme Rijn,0,0,0
67,253,0,0,0,2480,2480,42,0,229,7923,34652,36085,Galgenwaard,0,0,0
64,223,0,0,0,2480,2480,42,0,197,7997,34677,36120,Heidelberglaan,0,0,0
