average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
191,2671,52,0,0,2702.4856,2787,10,0,88,3405,51866,43443,Padualaan,87,0,1.010101
197,2774,55,0,0,2701.8857,2766,10,0,94,3535,43810,43459,UMC,66,0,1.010101
182,2863,54,0,0,2701.6858,2759,10,0,75,3500,46463,43413,Kromme Rijn,0,60,1.010101
197,2748,65,0,0,2700.2856,2710,10,0,96,3458,43791,43404,Heidelberglaan,0,0,0
184,2647,64,0,0,2703.8572,2835,11,0,92,3508,43755,43402,Heidelberglaan,135,0,1.010101
192,2768,54,0,0,2701.0571,2737,10,0,96,3490,46465,43374,Kromme Rijn,0,66,1.010101
197,2667,65,0,0,2702.7715,2797,11,0,70,3594,43805,43426,Heidelberglaan,97,0,1.010101
186,2660,58,0,0,2703.0571,2807,10,0,96,3599,46496,43442,Padualaan,107,0,1.010101
186,2734,61,0,0,2701.0857,2738,10,0,76,3436,43792,43382,WKZ,0,68,1.010101
187,2658,67,0,0,2702.7144,2795,10,0,95,3440,49200,43367,WKZ,95,0,1.010101
195,2719,61,0,0,2702.5715,2790,10,0,61,3486,43808,43395,WKZ,90,0,1.010101
181,2656,54,0,0,2702.2,2777,10,0,140,3499,46455,43456,Heidelberglaan,77,0,1.010101
194,2723,56,0,0,2703.457,2775,10,0,79,3512,43821,43438,WKZ,75,0,1.010101
185,2732,59,0,0,2702.3142,2781,10,0,73,3459,49201,43435,UMC,81,0,1.010101
182,2836,63,0,0,2702.457,2786,10,0,73,3458,51860,43412,Galgenwaard,86,0,1.010101
183,2520,64,0,0,2702.5144,2788,10,0,124,3497,46450,43365,Kromme Rijn,88,132,3.030303
199,2735,65,0,0,2701.0571,2737,11,0,74,3536,49218,43461,WKZ,0,0,0
