average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
520;1752;1848;1848;82184,18931789874;2700;2700;184;0;420;14875;10596;5599;Vaartsche Rijn;0;239;4,6153846
488;2651;1613;1613;72867,71476290756;2700;2700;186;0;420;14688;10246;5599;Kromme Rijn;0;151;3,0769231
476;1704;1643;1643;70896,76311559258;2700;2700;185;0;420;14525;10615;5621;Vaartsche Rijn;0;160;3,0769231
543;2576;1882;1882;84511,1859937001;2700;2700;185;0;420;14910;10588;5605;Padualaan;0;91;1,5384616
471;1754;1596;1596;70300,0367863449;2700;2700;186;0;420;14706;10260;5605;UMC;0;86;1,5384616
514;1813;1748;1748;78713,99646591076;2700;2700;182;0;420;14593;10254;5663;Heidelberglaan;0;236;4,6153846
514;2115;1772;1772;80129,51749539595;2700;2700;183;0;420;14807;10593;5588;UMC;0;0;0
459;2074;1488;1488;67368,60940695296;2700;2700;185;0;420;14514;10604;5643;UMC;0;123;1,5384616
442;2372;1463;1463;63413,08137405698;2700;2700;184;0;420;14546;9908;5597;Vaartsche Rijn;0;245;4,6153846
435;2218;1414;1414;61559,39686891278;2700;2700;190;0;420;14716;10592;5607;UMC;0;0;0
459;1733;1626;1626;67807,27033352837;2700;2700;183;0;420;14598;10605;5627;UMC;0;153;3,0769231
486;3278;1594;1594;72847,18927282104;2700;2700;185;0;420;14602;10262;5614;Kromme Rijn;0;180;3,030303
487;2002;1638;1638;73819,03691348176;2700;2700;186;0;420;14835;10593;5606;Kromme Rijn;0;289;6,1538463
501;2139;1652;1652;76525,18152773744;2700;2700;184;0;420;14845;10263;5657;Kromme Rijn;0;150;3,0769231
471;2575;1587;1587;70655,38719312304;2700;2700;185;0;420;14811;10249;5572;Padualaan;0;308;6,1538463
425;1916;1504;1504;60174,431361076575;2700;2700;186;0;420;14465;10607;5598;UMC;0;189;3,0769231
480;1897;1564;1564;71321,52109414573;2700;2700;184;0;420;14788;10613;5630;UMC;0;889;6,1538463
527;2950;1831;1831;82331,0650454146;2700;2700;184;0;420;14870;10230;5602;Kromme Rijn;0;0;0
573;1775;1871;1871;92015,57431192661;2700;2700;182;0;420;14794;10589;5608;UMC;0;602;7,6923075
523;1714;1738;1738;82403,21412738289;2700;2700;185;0;420;14735;10264;5626;UMC;0;0;0
490;2045;1722;1722;73142,48342199228;2700;2700;184;0;420;14705;10598;5598;UMC;0;225;4,6153846
524;1661;1737;1737;81331,69980192209;2700;2700;182;0;420;14771;9918;5600;UMC;0;190;3,0769231
458;2104;1589;1589;66784,2586544742;2700;2700;185;0;420;14518;10588;5612;UMC;0;319;4,6153846
514;1949;1693;1693;78825,80645161291;2704,762;2800;183;0;420;14763;10597;5669;UMC;100;356;7,6923075
479;1783;1835;1835;71808,43937399444;2700;2700;185;0;420;14586;10257;5578;UMC;0;75;1,5384616
482;1625;1667;1667;73049,21153985902;2700;2700;183;0;420;14736;10579;5665;Vaartsche Rijn;0;142;3,0769231
443;2577;1540;1540;63354,13381555154;2700;2700;187;0;420;14801;10599;5613;UMC;0;212;4,6153846
481;2972;1755;1755;70942,15679111566;2700;2700;184;0;420;14593;10264;5590;Kromme Rijn;0;300;6,1538463
493;2051;1661;1661;74559,48774240761;2700;2700;184;0;420;14651;10607;5630;UMC;0;164;3,0769231
532;1996;1789;1789;83643,07064226872;2700;2700;186;0;420;14989;10588;5624;UMC;0;150;3,0769231
500;1763;1666;1666;76536,12879619465;2700;2700;182;0;420;14656;10252;5608;UMC;0;225;4,6153846
494;1870;1789;1789;75797,3299006988;2700;2700;183;0;420;14615;10579;5604;UMC;0;152;3,0769231
494;2415;1632;1632;73340,98770883933;2700;2700;180;0;420;14510;10593;5624;UMC;0;151;3,0769231
554;1729;1898;1898;87943,23471110784;2700;2700;184;0;420;14773;10584;5623;Vaartsche Rijn;0;232;3,0769231
498;1702;1727;1727;75560,43192071593;2700;2700;183;0;420;14668;10581;5602;Vaartsche Rijn;0;150;3,0769231
531;2173;1842;1842;82765,35159141377;2700;2700;182;0;420;14717;10263;5631;Kromme Rijn;0;75;1,5384616
501;2131;1749;1749;76761,50843337998;2700;2700;184;0;420;14645;10586;5603;UMC;0;150;3,0769231
523;1853;1788;1788;81645,13904174921;2700;2700;183;0;420;14799;10251;5597;UMC;0;281;4,6153846
451;1996;1483;1483;66929,47015034301;2700;2700;186;0;420;14752;10588;5627;UMC;0;75;1,5384616
447;1693;1601;1601;64862,36700189477;2700;2700;183;0;420;14503;10599;5598;UMC;0;225;4,6153846
480;2604;1614;1614;71447,80800933692;2700;2700;184;0;420;14721;10258;5653;UMC;0;230;4,6153846
522;2022;1801;1801;80991,05672969966;2700;2700;184;0;420;14733;10581;5595;Kromme Rijn;0;75;1,5384616
