average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
601,6830,9692,9692,64218.645632935746,2353.1428,2676,317,38,420,42397,10470,5790,Vaartsche Rijn,7526,9913,95.16129
597,7340,10014,10014,59055.520062329575,2312.6365,2464,316,34,420,42614,10154,5667,Galgenwaard,5199,8256,92.06349
589,7716,9757,9757,61215.18117944264,2367,2545,314,26,420,42479,11480,5725,Vaartsche Rijn,6898,9472,90
578,5501,7996,7996,53957.622277757946,2391.2,2659,317,37,420,42664,10407,5706,Padualaan,7521,10689,93.22034
650,6060,8801,8801,64616.19687685313,2390.2273,2717,312,35,420,42340,10109,5834,UMC,8686,10269,85.2459
586,6377,9037,9037,62037.548622996736,2355.8179,2576,315,46,420,42574,10096,5679,Padualaan,5203,7118,82.258064
612,7292,9692,9692,59107.29486830331,2350.5457,2605,315,24,420,42398,9796,5870,Heidelberglaan,8385,10629,98.3871
573,6845,9953,9953,57692.896260366135,2347.1428,2555,316,27,420,42579,9416,5598,Kromme Rijn,5901,8512,90.16393
609,7599,7590,7590,59160.531000851464,2361.9048,2532,316,28,420,42558,10099,5698,UMC,8197,11814,96.77419
598,6039,8739,8739,60756.78217435417,2363.0454,2677,315,39,420,42721,9436,5650,Galgenwaard,8499,11275,95.16129
604,5758,8390,8390,57357.557412904236,2330.476,2526,316,31,420,42348,10485,5852,WKZ,6808,9367,88.70968
687,7256,7714,7714,68468.44453296157,2324.6,2478,316,36,420,42580,10148,5681,Heidelberglaan,6125,8668,85
670,5489,7829,7829,62811.609027439525,2399.6,2604,316,31,420,42188,10763,5778,UMC,8265,10413,89.830505
631,6118,8910,8910,66199.56348746475,2328.3809,2456,314,34,420,42260,10489,5689,Kromme Rijn,6851,8578,95.08197
619,7769,9512,9512,62547.09915193786,2371.5715,2607,316,34,420,42438,9789,5612,Heidelberglaan,7792,10024,93.44262
719,6452,9148,9148,71841.99928226804,2355.15,2594,317,32,420,41995,10121,5644,Kromme Rijn,8987,38929,100
561,7038,9385,9385,57807.877979027646,2306.4285,2520,314,40,420,42107,10149,5613,Heidelberglaan,2862,5941,79.03226
573,6230,8938,8938,53212.22200119355,2441.8572,2670,314,38,420,42263,10797,5678,Galgenwaard,10993,14212,95
659,7258,9347,9347,69608.04570804571,2345.8572,2575,315,27,420,42249,10150,5671,UMC,6023,9058,82.53968
605,7099,10275,10275,59825.27123372597,2362.6191,2633,316,34,420,42397,10459,5770,Vaartsche Rijn,6302,10255,88.70968
661,6500,9424,9424,63783.02809281449,2437.8,2670,314,30,420,42358,10479,5893,Padualaan,9476,11329,89.830505
563,6218,9074,9074,53838.20557353754,2413.0952,2785,316,32,420,42624,10798,5835,UMC,10283,12966,93.333336
638,6010,8557,8557,61930.239721969905,2415.809,2657,311,38,420,42306,9744,5636,UMC,9447,11527,90
660,6628,9506,9506,68600.1140901312,2326,2512,316,36,420,42489,10836,5761,WKZ,6030,8932,90.47619
621,7084,7837,7837,55987.03070330621,2408.05,2663,314,23,420,42423,10115,5656,Galgenwaard,7130,11178,88.333336
598,6034,8848,8848,57192.55649267982,2384.762,2578,314,29,420,42833,9788,5792,UMC,9119,11343,90
612,6628,9562,9562,63747.10083055189,2331.6191,2505,315,35,420,42401,10127,5650,Padualaan,4493,6763,78.68852
719,6188,8913,8913,73897.79149074375,2370.7,2790,315,43,420,42004,10459,5645,Vaartsche Rijn,5785,8550,86.88525
589,6743,9789,9789,61274.233582321816,2368.476,2570,315,30,420,42762,10114,5800,WKZ,5540,8628,88.70968
630,6744,9946,9946,66765.30902764048,2376.9,2551,315,28,420,42330,10444,5725,Galgenwaard,6814,10759,91.803276
700,6756,9696,9696,73243.93980848153,2361.2,2623,319,35,420,42314,10475,5694,Vaartsche Rijn,6362,9574,88.52459
610,7738,9953,9953,62527.86769604577,2372.75,2625,318,38,420,42262,10143,5673,Vaartsche Rijn,7282,11404,91.666664
629,7780,8287,8287,60811.43522110162,2329.9998,2525,315,29,420,42267,10144,5663,Padualaan,4586,7038,80.327866
583,6893,10016,10016,59907.4617642515,2325,2424,316,41,420,42983,10465,5618,Kromme Rijn,6042,8294,93.44262
597,7783,9472,9472,59563.34225440807,2361.8096,2677,311,31,420,42410,10456,5662,UMC,5311,6626,90
631,7184,9484,9484,67836.61029976941,2337.0952,2609,314,26,420,42590,10781,5664,Padualaan,4955,8010,83.870964
591,6963,10120,10120,60875.91101032218,2345.6191,2587,316,31,420,42539,10809,5951,WKZ,7485,10173,91.935486
