average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
115;363;0;0;0;2700;2700;26;0;127;3065;37304;36204;UMC;0;63;1,5384616
114;326;0;0;0;2700;2700;26;0;130;3021;35082;36176;Padualaan;0;225;4,6153846
113;347;0;0;0;2700;2700;25;0;120;2955;35066;36240;Kromme Rijn;0;0;0
114;369;0;0;0;2700;2700;27;0;130;3056;37327;36208;UMC;0;517;10,769231
114;337;0;0;0;2700;2700;26;0;123;3037;37320;36245;UMC;0;225;4,6153846
114;319;0;0;0;2700;2700;25;0;129;2918;32822;36243;Kromme Rijn;0;0;0
116;364;0;0;0;2700;2700;26;0;129;3063;37325;36237;Kromme Rijn;0;300;6,1538463
115;388;0;0;0;2700;2700;26;0;108;2978;37314;36227;Padualaan;0;75;1,5384616
115;359;0;0;0;2700;2700;27;0;120;3135;37317;36190;UMC;0;277;6,1538463
116;394;0;0;0;2700;2700;26;0;125;3006;37296;36211;Heidelberglaan;0;0;0
113;343;0;0;0;2700;2700;25;0;127;2961;35064;36280;Padualaan;0;137;3,0769231
115;359;0;0;0;2700;2700;26;0;105;2991;35055;36208;Vaartsche Rijn;0;65;1,5384616
116;315;0;0;0;2700;2700;24;0;119;2840;35049;36175;Padualaan;0;155;3,0769231
118;405;0;0;0;2700;2700;26;0;140;3024;35061;36212;Heidelberglaan;0;339;6,1538463
113;357;0;0;0;2700;2700;25;0;135;2924;37322;36184;UMC;0;157;3,0769231
115;456;0;0;0;2700;2700;25;0;120;3001;37303;36229;Kromme Rijn;0;130;1,5384616
116;354;0;0;0;2700;2700;25;0;113;2923;37336;36241;Kromme Rijn;0;304;6,1538463
113;347;0;0;0;2700;2700;25;0;127;2983;37287;36211;Kromme Rijn;0;156;3,0769231
117;359;0;0;0;2700;2700;26;0;134;3044;37306;36214;UMC;0;298;6,1538463
114;361;0;0;0;2700;2700;26;0;120;2967;35061;36216;Vaartsche Rijn;0;225;4,6153846
115;344;0;0;0;2700;2700;26;0;124;2977;37314;36271;UMC;0;219;4,6153846
116;381;0;0;0;2700;2700;25;0;130;2968;37324;36199;UMC;0;257;4,6153846
114;360;0;0;0;2700;2700;26;0;131;3076;35060;36209;UMC;0;150;3,0769231
115;328;0;0;0;2700;2700;25;0;113;2986;37323;36290;Padualaan;0;225;4,6153846
115;358;0;0;0;2700;2700;26;0;111;3053;35073;36193;Vaartsche Rijn;0;316;6,1538463
115;351;0;0;0;2700;2700;26;0;130;3027;35067;36194;Kromme Rijn;0;222;4,6153846
115;319;0;0;0;2700;2700;26;0;116;3024;37323;36210;UMC;0;407;7,6923075
114;303;0;0;0;2700;2700;26;0;124;2975;37300;36205;UMC;0;0;0
112;366;0;0;0;2700;2700;26;0;114;2999;37311;36200;UMC;0;75;1,5384616
116;366;0;0;0;2700;2700;27;0;143;3073;37323;36192;UMC;0;362;7,6923075
115;396;0;0;0;2700;2700;26;0;129;3055;35082;36243;UMC;0;289;4,6153846
116;381;0;0;0;2700;2700;25;0;124;2977;37315;36186;UMC;0;150;3,0769231
116;347;0;0;0;2700;2700;27;0;128;3110;37307;36203;Kromme Rijn;0;290;6,1538463
114;312;0;0;0;2700;2700;25;0;123;2966;35079;36227;Kromme Rijn;0;225;4,6153846
114;304;0;0;0;2700;2700;25;0;138;2966;37320;36192;UMC;0;0;0
113;341;0;0;0;2700;2700;26;0;109;2997;35078;36218;Vaartsche Rijn;0;293;6,1538463
115;326;0;0;0;2700;2700;26;0;116;3068;37299;36208;UMC;0;136;3,0769231
115;362;0;0;0;2700;2700;27;0;120;3083;35067;36210;UMC;0;512;10,769231
116;340;0;0;0;2700;2700;27;0;116;3079;35078;36315;UMC;0;300;6,1538463
114;404;0;0;0;2700;2700;25;0;115;2985;37313;36195;Padualaan;0;236;4,6153846
114;351;0;0;0;2700;2700;26;0;129;2958;32836;36189;UMC;0;300;6,1538463
115;327;0;0;0;2700;2700;26;0;126;2983;37310;36186;UMC;0;150;3,0769231
117;366;0;0;0;2700;2700;26;0;131;3018;37315;36213;UMC;0;452;9,230769
115;401;0;0;0;2700;2700;25;0;119;2895;37317;36184;UMC;0;386;7,6923075
114;338;0;0;0;2700;2700;25;0;115;2909;37301;36215;Kromme Rijn;0;0;0
113;316;0;0;0;2700;2700;26;0;127;2994;37312;36256;UMC;0;75;1,5384616
113;351;0;0;0;2700;2700;26;0;127;3028;32816;36156;Padualaan;0;225;4,6153846
115;369;0;0;0;2699,9524;2700;26;0;144;3022;32830;36232;UMC;0;256;4,6153846
116;402;0;0;0;2700;2700;25;0;160;2968;32842;36184;UMC;0;132;1,5384616
114;380;0;0;0;2700;2700;26;0;111;2994;35071;36192;UMC;0;159;3,0769231
