stop,direction,time,average,sd,passenger_count,percentage_out
Padualaan,1,405,0.0,0.0,27,0.14814814814814814
Padualaan,1,420,0.0,0.0,9,0.0
Padualaan,1,435,0.1,0.1923802475610973,26,0.038461538461538464
Padualaan,1,450,0.05,0.125,19,0.15789473684210525
Padualaan,1,465,0.15,0.21304202581158665,68,0.3088235294117647
Padualaan,1,480,0.15,0.2068833061667868,103,0.4174757281553398
Padualaan,1,495,0.45,0.4014999200402781,324,0.2037037037037037
Padualaan,1,510,0.6,0.5718776312789587,114,0.30701754385964913
Padualaan,1,525,1.105263157894737,0.6639769458463032,200,0.465
Padualaan,1,540,0.3333333333333333,0.28936492084609694,2,0.5
Padualaan,1,555,0.42857142857142855,0.4014999200402781,126,0.46825396825396826
Padualaan,1,570,0.47619047619047616,0.4064088645295095,6,0.5
Padualaan,1,585,0.47619047619047616,0.4320982073088173,56,0.44642857142857145
Padualaan,1,600,0.25,0.2666375275454884,68,0.47058823529411764
Padualaan,1,615,0.19047619047619047,0.22621045769630363,176,0.38636363636363635
Padualaan,1,630,0.19047619047619047,0.2421855614066333,2,0.5
Padualaan,1,645,0.23809523809523808,0.26477164751518606,4,0.25
Padualaan,1,660,0.1,0.23570226039551587,0,0
Padualaan,1,675,0.09523809523809523,0.16548879560577057,23,0.43478260869565216
Padualaan,1,690,0.42857142857142855,0.39413786337353496,39,0.46153846153846156
Padualaan,1,705,0.23809523809523808,0.25433830943623054,25,0.24
Padualaan,1,720,0.14285714285714285,0.2068833061667868,61,0.3442622950819672
Padualaan,1,735,0.23809523809523808,0.24956101809855233,51,0.5490196078431373
Padualaan,1,750,0.19047619047619047,0.23379132809659064,5,0.4
Padualaan,1,765,0.5714285714285714,0.41603471745560416,26,0.34615384615384615
Padualaan,1,780,0.7619047619047619,0.6215354425182094,50,0.32
Padualaan,1,795,0.14285714285714285,0.26025394459512263,17,0.23529411764705882
Padualaan,1,810,0.19047619047619047,0.22915369411186493,0,0
Padualaan,1,825,0.09523809523809523,0.16899482177531733,26,0.38461538461538464
Padualaan,1,840,0.35,0.416549279238878,31,0.45161290322580644
Padualaan,1,855,0.2857142857142857,0.37596816781922515,16,0.375
Padualaan,1,870,0.14285714285714285,0.2695393267023518,47,0.3617021276595745
Padualaan,1,885,0.3333333333333333,0.4222095090890509,55,0.3090909090909091
Padualaan,1,900,0.9047619047619048,0.8369385882286707,5,0.0
Padualaan,1,915,0.5238095238095238,0.5216367043548636,3,0.0
Padualaan,1,930,0.09523809523809523,0.17403580533459642,4,0.25
Padualaan,1,945,0.7619047619047619,0.6329502177033884,8,0.375
Padualaan,1,960,0.42857142857142855,0.5626394467133722,5,1.0
Padualaan,1,975,4.571428571428571,9.456668093391638,8,0.25
Padualaan,1,990,0.8095238095238095,0.7597823178904796,10,0.6
Padualaan,1,1005,0.47619047619047616,0.4900669663117269,3,0.0
Padualaan,1,1020,0.95,0.8457931196279156,2,0.5
Padualaan,1,1035,1.7142857142857142,2.194744041671079,3,0.0
Padualaan,1,1050,0.47619047619047616,0.6274975698796077,22,0.18181818181818182
Padualaan,1,1065,0.3,0.6015495506289251,8,0.25
