average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
117,427,0,0,0,2700,2700,80,0,415,42981,38058,3831,Padualaan,0,73,0.25974026
119,419,78,78,130.39208922616993,2700,2700,81,0,420,43487,38058,3838,Vaartsche Rijn,0,164,0.5194805
119,478,54,54,64.9494529843512,2700,2700,81,0,420,43313,38088,3776,Galgenwaard,0,0,0
117,404,0,0,0,2700,2700,81,0,416,43258,37869,3785,Vaartsche Rijn,0,60,0.25974026
118,435,31,31,52.675585284280935,2700,2700,80,0,420,43053,38099,3802,Vaartsche Rijn,0,0,0
117,440,0,0,0,2700,2700,80,0,407,42774,37897,3822,UMC,0,0,0
118,415,90,90,94.98939121919373,2700,2700,80,0,420,42863,37841,3794,UMC,0,64,0.25974026
119,411,117,117,140.44865542705867,2700,2700,80,0,420,43079,38117,3794,UMC,0,75,0.25974026
119,449,202,202,221.1962321934017,2700,2700,80,0,420,43113,37881,3865,UMC,0,0,0
117,374,22,22,21.533442088091352,2700,2700,80,0,420,42899,37936,3844,Vaartsche Rijn,0,0,0
119,403,97,97,179.43689592379886,2700,2700,80,0,420,42844,37862,3797,WKZ,0,0,0
119,398,135,135,220.48917588033078,2700,2700,81,0,420,43046,38070,3828,UMC,0,0,0
118,411,16,16,15.523574118136246,2700,2700,80,0,420,43287,38094,3793,UMC,0,0,0
118,411,112,112,109.62111241947774,2700,2700,81,0,420,43323,38116,3783,UMC,0,0,0
118,399,79,79,152.83578630200486,2700.0059,2701,81,0,420,43150,37859,3816,Kromme Rijn,0,0,0
118,482,23,23,22.26216814159292,2700,2700,81,0,420,43409,38134,3803,UMC,0,0,0
118,407,159,159,170.32256569495297,2700,2700,80,0,420,43169,37847,3779,WKZ,0,0,0
116,377,0,0,0,2700,2700,80,0,414,43009,38133,3811,UMC,0,0,0
119,450,162,162,217.90391997208326,2700,2700,80,0,420,42996,38098,3968,UMC,0,92,0.25974026
117,407,29,29,37.95796352513151,2700,2700,80,0,420,43169,38084,3789,UMC,0,120,0.5194805
117,443,1,1,0.00924000924000924,2700,2700,81,0,420,43301,37890,3831,UMC,0,0,0
118,411,39,39,37.61971475161342,2700,2700,81,0,420,43548,38098,3822,UMC,0,0,0
117,386,1,1,0.004676830979328407,2700,2700,80,0,420,42746,37894,3852,UMC,0,60,0.25974026
118,404,13,13,19.566331283771195,2700,2719,80,0,420,42940,37834,3783,Kromme Rijn,0,79,0.25974026
118,427,137,137,206.95393483010272,2700,2700,80,0,420,43036,38115,3835,UMC,0,0,0
118,393,41,41,66.05759222851856,2700,2700,81,0,420,43248,38103,3800,UMC,0,69,0.25974026
117,435,62,62,60.02212797344642,2700,2700,81,0,420,43378,38091,3793,Kromme Rijn,0,0,0
117,409,78,78,96.61184588844162,2700,2700,81,0,420,43488,37864,3788,UMC,0,0,0
119,445,104,104,169.99511548391598,2700,2700,80,0,420,43011,37885,3782,Padualaan,0,61,0.25974026
119,450,44,44,62.50522988238576,2700.0002,2724,80,0,420,43046,38141,3883,UMC,0,248,0.5194805
117,437,101,101,151.5018382777996,2699.9995,2714,81,0,420,43257,37844,3779,UMC,0,0,0
119,433,73,73,165.8260182991965,2700,2700,80,0,420,43052,37891,3803,UMC,0,80,0.25974026
117,478,120,120,116.79373392348155,2700,2700,80,0,420,43166,38074,3835,UMC,0,0,0
117,395,76,76,130.80319791763503,2700,2700,80,0,420,43027,37867,3812,UMC,0,0,0
119,435,141,141,199.1447429580738,2700,2700,80,0,420,43011,37671,3777,Kromme Rijn,0,0,0
117,430,0,0,0,2700,2700,81,0,418,43374,37874,3799,UMC,0,0,0
118,516,20,20,23.432596415370668,2700,2700,80,0,420,43018,37902,3822,UMC,0,0,0
117,441,74,74,71.64261675349223,2700,2700,81,0,420,43399,38128,3825,UMC,0,0,0
119,415,85,85,168.62717639919714,2700,2700,80,0,420,42853,38078,3838,Heidelberglaan,0,119,0.25974026
117,693,23,23,25.329754246309065,2700,2700,80,0,420,43216,37882,3808,UMC,0,64,0.25974026
119,419,205,205,290.7384608237125,2700,2700,80,0,420,43053,37862,3788,UMC,0,0,0
118,393,81,81,204.08163265306123,2700,2700,81,0,420,43235,38114,3870,Kromme Rijn,0,0,0
120,449,103,103,146.6270575180322,2700,2700,80,0,420,43268,38073,3801,UMC,0,98,0.25974026
118,409,59,59,102.77245550451303,2700,2700,81,0,420,43332,37680,3777,Kromme Rijn,0,0,0
117,389,96,96,94.3492910290608,2700,2700,80,0,420,42738,38078,3787,Kromme Rijn,0,0,0
119,435,21,21,20.483522608513898,2700,2700,81,0,420,43054,38100,3803,Kromme Rijn,0,0,0
119,423,46,46,52.79290601871247,2700,2700,80,0,420,43001,37638,3802,Kromme Rijn,0,0,0
119,417,33,33,33.103128621089226,2700,2700,80,0,420,43166,38084,3798,UMC,0,0,0
117,392,36,36,61.27949246335872,2700,2700,81,0,420,43198,37856,3810,Heidelberglaan,0,0,0
116,391,11,11,10.797924554760902,2700,2700,80,0,420,42787,38168,3830,Heidelberglaan,0,0,0
