average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
90,369,0,0,0,2565,2565,55,0,278,7890,25961,36144,UMC,0,677,9.523809
91,329,0,0,0,2565,2565,54,0,261,7730,34933,36324,UMC,0,887,14.285714
90,312,0,0,0,2565,2565,55,0,261,7937,34930,36186,UMC,0,373,5.952381
88,311,0,0,0,2565,2565,56,0,240,7928,34921,36269,Padualaan,0,753,11.904762
92,425,0,0,0,2565,2565,57,0,283,7962,34897,36172,Heidelberglaan,0,1387,15.476191
91,310,0,0,0,2565,2565,55,0,287,7830,32657,36147,Padualaan,0,826,11.904762
91,365,0,0,0,2565,2565,56,0,344,7898,37168,36168,Padualaan,0,737,10.714286
92,331,0,0,0,2565,2565,56,0,273,7959,34927,36200,Galgenwaard,0,772,11.904762
87,329,0,0,0,2566.3704,2600,56,0,251,8043,34929,36179,Galgenwaard,0,416,7.142857
88,303,0,0,0,2565,2565,56,0,240,7895,37167,36220,Galgenwaard,0,621,9.523809
87,306,0,0,0,2565,2567,56,0,261,7961,32656,36171,WKZ,0,541,8.333333
89,289,0,0,0,2565,2565,55,0,270,7902,30434,36204,Galgenwaard,0,706,10.714286
91,314,0,0,0,2565,2565,57,0,260,8034,37160,36208,Padualaan,0,771,11.904762
88,290,0,0,0,2565,2565,55,0,248,7963,34903,36191,Padualaan,0,239,3.5714285
90,284,0,0,0,2565.7034,2584,56,0,258,7968,37160,36115,UMC,0,859,11.904762
91,332,0,0,0,2565,2565,55,0,255,7851,34920,36197,Galgenwaard,0,844,13.095238
90,302,0,0,0,2565.2964,2573,55,0,262,7756,34918,36255,UMC,0,803,11.904762
90,290,0,0,0,2565,2565,56,0,277,7989,37149,36204,UMC,0,457,7.142857
89,324,0,0,0,2565,2565,55,0,303,7863,34891,36153,Padualaan,0,637,9.523809
92,346,0,0,0,2565,2581,56,0,308,7925,32667,36187,UMC,0,909,13.095238
90,342,0,0,0,2565,2565,57,0,301,8026,30420,36108,Padualaan,0,923,13.095238
89,362,0,0,0,2565,2565,56,0,325,7934,32677,36134,Heidelberglaan,0,546,8.333333
91,369,0,0,0,2565,2565,56,0,246,7821,32657,36179,WKZ,0,732,9.523809
90,336,0,0,0,2565,2565,57,0,306,8081,37176,36173,Galgenwaard,0,646,9.523809
89,412,0,0,0,2565,2565,57,0,303,7956,34882,36253,Vaartsche Rijn,0,979,11.904762
91,313,0,0,0,2565.0005,2580,57,0,323,8051,37155,36222,UMC,0,1050,14.285714
89,308,0,0,0,2565,2565,55,0,274,7833,37159,36293,UMC,0,585,8.333333
90,316,0,0,0,2565,2565,56,0,287,7962,37166,36141,Kromme Rijn,0,751,10.714286
89,358,0,0,0,2565,2565,56,0,258,7967,34936,36217,Galgenwaard,0,715,10.714286
91,310,0,0,0,2565,2565,56,0,247,7935,37193,36245,UMC,0,537,8.333333
90,321,0,0,0,2565,2565,56,0,248,7830,37167,36173,Galgenwaard,0,853,13.095238
90,333,0,0,0,2565,2565,56,0,278,7980,28156,36143,Vaartsche Rijn,0,553,8.333333
89,294,0,0,0,2566.2593,2599,57,0,250,8137,34899,36214,UMC,0,603,8.333333
90,292,0,0,0,2565,2565,55,0,259,7931,37167,36163,Padualaan,0,305,4.7619047
90,312,0,0,0,2565,2565,57,0,258,8170,34929,36137,Padualaan,0,483,8.333333
88,286,0,0,0,2565,2565,55,0,282,7886,34896,36215,WKZ,0,502,8.333333
91,317,0,0,0,2565,2565,56,0,270,7840,32672,36162,Galgenwaard,0,1052,15.476191
89,320,0,0,0,2565,2565,56,0,249,8022,30426,36203,Galgenwaard,0,285,4.7619047
91,447,0,0,0,2566.8147,2614,57,0,280,7860,34912,36229,Galgenwaard,0,1477,17.857143
89,368,0,0,0,2565,2565,56,0,254,8021,32654,36201,Galgenwaard,0,870,11.904762
92,283,0,0,0,2565.2593,2572,56,0,264,8016,37147,36228,Padualaan,0,521,7.142857
89,286,0,0,0,2565,2565,55,0,221,7902,30406,36115,Padualaan,0,539,8.333333
90,372,0,0,0,2565.5925,2581,56,0,260,7843,30420,36170,Padualaan,0,881,11.904762
90,296,0,0,0,2565,2565,56,0,245,7858,32651,36153,Padualaan,0,725,11.904762
91,417,0,0,0,2566.2593,2615,58,0,290,8142,32648,36145,Padualaan,0,1493,16.666666
92,337,0,0,0,2565,2565,56,0,240,7901,32652,36177,Padualaan,0,1103,14.285714
90,311,0,0,0,2565,2565,55,0,264,7953,37190,36174,Padualaan,0,503,7.142857
88,316,0,0,0,2565,2565,56,0,270,7957,34943,36211,UMC,0,547,8.333333
91,329,0,0,0,2565,2565,56,0,280,7944,37165,36214,Padualaan,0,920,14.285714
90,327,0,0,0,2565,2565,54,0,256,7839,34939,36165,Padualaan,0,625,9.523809
