average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
127,450,0,0,0,2473.361,2534,18,0,246,3507,46473,43380,Galgenwaard,331,820,12.121212
134,464,0,0,0,2463.8572,2520,19,0,249,3524,46567,43638,Vaartsche Rijn,760,1432,18.556702
120,382,0,0,0,2470.8057,2535,18,0,169,3499,49237,43407,Padualaan,308,620,10
125,622,0,0,0,2492.5557,2897,18,0,176,3456,41099,43413,Kromme Rijn,854,1389,15.151515
131,630,0,0,0,2479.111,2774,19,0,211,3547,46525,43524,Vaartsche Rijn,1081,1002,14.141414
167,654,0,0,0,2453.3713,2531,18,0,319,3486,46700,43729,Galgenwaard,2601,3553,42.857143
123,487,0,0,0,2479.5833,2782,19,0,154,3535,49179,43387,Padualaan,571,837,12.121212
118,497,0,0,0,2483.361,2751,18,0,132,3480,43748,43390,Galgenwaard,519,501,9.090909
129,531,0,0,0,2475.7222,2630,19,0,213,3542,49205,43530,Padualaan,763,1143,18.181818
125,543,0,0,0,2481.5,2776,18,0,150,3463,46438,43425,WKZ,618,664,11.111111
122,443,0,0,0,2477.111,2746,19,0,184,3571,49190,43443,UMC,602,474,8.080808
136,463,0,0,0,2458.8647,2695,19,0,285,3567,49257,43635,Vaartsche Rijn,1684,2027,26
131,481,0,0,0,2458.5278,2527,18,0,220,3420,43875,43502,WKZ,1685,2274,30
162,713,0,0,0,2464.2778,2639,19,0,281,3524,49368,43799,Kromme Rijn,4827,6653,52.475246
135,542,0,0,0,2467.7778,2542,18,0,225,3490,49265,43714,UMC,1823,2028,26
123,389,0,0,0,2476.5715,2589,18,0,148,3527,46556,43379,Padualaan,362,549,9.278351
147,562,0,0,0,2468.7222,2751,18,0,240,3457,46530,43551,UMC,1834,2248,29.292929
119,416,0,0,0,2479.5,2703,18,0,156,3452,49183,43404,UMC,369,495,9.090909
127,456,0,0,0,2471.6943,2680,18,0,210,3541,46541,43422,Heidelberglaan,766,1021,15
136,590,0,0,0,2477.5,2715,19,0,199,3563,46586,43556,Kromme Rijn,1618,1830,28.282827
136,511,0,0,0,2463.3513,2682,18,0,240,3454,43832,43583,Heidelberglaan,1944,2035,29
121,414,0,0,0,2475.5278,2563,19,0,214,3553,43814,43454,Vaartsche Rijn,454,631,14.141414
121,401,0,0,0,2479.2773,2772,18,0,168,3505,49210,43421,UMC,451,723,9
181,785,0,0,0,2458.5833,2979,19,0,270,3508,44013,43501,WKZ,6065,7869,62.376236
127,461,0,0,0,2467.6572,2527,18,0,226,3385,51991,43475,Kromme Rijn,627,1143,16.494844
168,770,0,0,0,2474.0571,2602,19,0,271,3482,46731,43746,WKZ,6446,7960,59.59596
124,488,0,0,0,2458.3997,2557,18,0,228,3493,46600,43475,Kromme Rijn,1432,2367,31.958763
122,403,0,0,0,2469.543,2539,18,0,187,3440,43862,43466,UMC,490,871,16.494844
155,613,0,0,0,2460.2432,2680,18,0,298,3474,41227,43705,Kromme Rijn,4589,4956,52.475246
130,467,0,0,0,2456.8,2531,18,0,214,3434,49245,43635,Heidelberglaan,1543,2006,27.55102
147,617,0,0,0,2455.6284,2546,19,0,283,3553,46643,43642,WKZ,2627,2269,31.958763
121,371,0,0,0,2471.6943,2525,18,0,145,3498,46500,43419,Padualaan,238,608,10.10101
143,625,0,0,0,2455.4285,2577,19,0,333,3550,46585,43415,Centraal Station,2255,3195,29.896908
132,492,0,0,0,2459.25,2576,18,0,197,3507,49287,43746,Padualaan,1353,1152,20.20202
120,380,0,0,0,2471.6572,2527,18,0,222,3413,46555,43430,UMC,397,514,8.247422
119,334,0,0,0,2470,2524,19,0,170,3574,49218,43417,Kromme Rijn,0,215,3.0927835
127,574,0,0,0,2480.8335,2702,18,0,238,3372,43747,43553,Padualaan,342,677,8.080808
125,371,0,0,0,2465.0557,2725,19,0,157,3518,46539,43540,UMC,2507,2867,43
125,547,0,0,0,2479.3333,2761,18,0,150,3463,49190,43377,Padualaan,449,515,8.080808
119,372,0,0,0,2476,2538,18,0,152,3428,49228,43499,Padualaan,142,380,7.216495
125,576,0,0,0,2481.9443,2748,18,0,182,3462,46466,43499,Vaartsche Rijn,552,705,11.111111
132,525,0,0,0,2484.889,2826,19,0,204,3450,49205,43534,Kromme Rijn,1241,1709,22.222221
120,403,0,0,0,2477.8286,2555,18,0,168,3376,43856,43504,Padualaan,273,764,11.340206
127,440,0,0,0,2476.5,2729,18,0,185,3455,51922,43468,Padualaan,701,795,14.141414
124,463,0,0,0,2480.4285,2714,18,0,169,3476,46540,43400,Padualaan,537,579,10.3092785
125,536,0,0,0,2481.3606,2783,19,0,149,3489,46467,43404,UMC,597,641,9.090909
120,379,0,0,0,2472.9443,2532,18,0,178,3464,49242,43437,Padualaan,127,491,8.080808
121,368,0,0,0,2468.8286,2559,18,0,219,3494,46503,43446,Vaartsche Rijn,163,503,9.278351
124,517,0,0,0,2469.6943,2705,18,0,206,3518,43771,43409,Kromme Rijn,1068,1378,19.19192
121,355,0,0,0,2480.111,2548,18,0,177,3404,49179,43429,Galgenwaard,283,702,13.131313
