average_waiting_time,longest_waiting_time,longest_queue,most_left_waiting,percentage_left_waiting,average_rtt,max_rtt,avg_tram_load,lowest_tram_load,higest_tram_load,total_passengers,average_empty_time,longest_empty_time,longest_empty_time_station,total_delay_pr,total_delay_uc,punctuality
127,407,155,155,1203.050847457627,2713.6667,2835,119,0,420,8627,10281,5637,Kromme Rijn,135,567,7.8125
117,321,53,53,371.6387037462652,2701.3333,2728,120,0,420,8723,10253,5652,Kromme Rijn,0,0,0
117,356,26,26,123.93598910452843,2700,2700,120,0,420,8855,10619,5607,Heidelberglaan,0,0,0
116,290,0,0,0,2700,2700,118,0,402,8592,10601,5604,UMC,0,0,0
119,345,77,77,378.20137995556075,2700,2700,118,0,420,8595,10601,5598,UMC,0,0,0
115,319,6,6,29.453015427769984,2700,2700,120,0,420,8648,10599,5613,Kromme Rijn,0,0,0
123,425,44,44,214.01273885350318,2702.7,2754,118,0,420,8665,10273,5613,Kromme Rijn,0,135,1.5625
115,322,32,32,155.60958666203544,2700,2700,119,0,420,8737,10607,5621,Kromme Rijn,0,0,0
120,362,128,128,663.4488448844884,2700,2700,117,0,420,8600,10596,5626,Heidelberglaan,0,0,0
115,348,71,71,343.0740911182697,2700,2700,120,0,420,8753,9580,5646,Heidelberglaan,0,0,0
117,336,23,23,110.55040622496853,2699.5715,2700,120,0,420,8823,10607,5643,Kromme Rijn,0,0,0
118,327,39,39,335.22334723049437,2700,2700,116,0,420,8553,10610,5609,UMC,0,0,0
123,391,202,202,1315.198780344787,2701.6191,2734,119,0,420,8623,10283,5597,UMC,0,78,1.5384616
118,324,61,61,293.69627507163324,2700,2700,118,0,420,8786,9916,5631,Kromme Rijn,0,61,1.5625
115,315,29,29,146.13077384523095,2700,2700,116,0,420,8468,10587,5591,Kromme Rijn,0,0,0
125,425,116,116,597.6402544823598,2699.8096,2761,118,0,420,8706,10590,5642,Heidelberglaan,61,135,3.0769231
120,385,131,131,622.3277909738717,2700,2700,122,0,420,8863,10275,5632,Heidelberglaan,0,0,0
115,322,21,21,104.35399905347846,2700,2700,118,0,420,8621,9919,5608,UMC,0,66,1.5384616
114,318,0,0,0,2700,2700,121,0,417,8738,10602,5594,Padualaan,0,0,0
127,431,214,214,1281.9384835479257,2710,2835,117,0,420,8490,10269,5592,Heidelberglaan,135,270,4.6153846
120,348,68,68,539.5114118591581,2699.6191,2700,120,0,420,8781,10609,5649,WKZ,0,66,1.5384616
117,313,34,34,165.69969830587144,2700,2700,119,0,420,8682,10596,5595,Heidelberglaan,0,0,0
117,315,0,0,0,2699.6191,2700,118,0,366,8632,10257,5590,WKZ,0,0,0
119,344,65,65,322.4557260920897,2700,2711,117,0,420,8596,10255,5618,UMC,0,0,0
117,338,0,0,0,2700,2700,119,0,407,8695,10261,5632,Vaartsche Rijn,0,0,0
120,376,163,163,808.0972615675165,2700,2750,118,0,420,8533,10601,5646,Heidelberglaan,0,64,1.5384616
114,327,0,0,0,2700,2700,117,0,420,8597,9915,5637,UMC,0,0,0
118,351,0,0,0,2699.8572,2700,119,0,420,8674,10252,5594,UMC,0,0,0
118,328,30,30,155.52470207104014,2700,2700,118,0,420,8706,10585,5597,UMC,0,0,0
119,346,73,73,372.7697337692667,2700,2700,117,0,420,8573,10611,5612,UMC,0,0,0
118,306,43,43,213.9810426540284,2700,2700,117,0,420,8471,10248,5615,Heidelberglaan,0,0,0
114,312,0,0,0,2700,2700,120,0,403,8747,9918,5592,UMC,0,0,0
119,410,20,20,280.35447117044544,2701.476,2731,121,0,420,8739,10241,5644,Kromme Rijn,0,0,0
118,339,41,41,198.74221093930302,2700,2700,117,0,420,8636,10616,5688,UMC,0,0,0
114,385,23,23,112.203901532745,2700,2700,121,0,420,8726,10271,5620,Padualaan,0,62,1.5384616
114,315,4,4,24.35155164427976,2700,2702,121,0,420,8733,10263,5665,Heidelberglaan,0,0,0
116,313,0,0,0,2700,2700,119,0,404,8835,10597,5620,Vaartsche Rijn,0,0,0
117,447,0,0,0,2700,2700,121,0,404,8706,10264,5610,Padualaan,0,195,3.125
122,361,72,72,486.50538867232285,2707.238,2821,121,0,420,8774,9939,5582,Padualaan,121,260,4.6153846
119,311,48,48,354.4508670520231,2700,2700,119,0,420,8780,10256,5643,Heidelberglaan,0,0,0
115,304,10,10,49.63952251506914,2700,2700,118,0,420,8567,10610,5619,Kromme Rijn,0,0,0
115,321,0,0,0,2700.1904,2704,118,0,399,8565,10261,5620,UMC,0,0,0
119,493,97,97,738.3386948529412,2700,2700,120,0,420,8808,10598,5723,UMC,0,0,0
113,325,0,0,0,2700,2700,120,0,384,8726,9928,5606,UMC,0,0,0
120,395,36,36,179.08075106554543,2700,2710,118,0,420,8724,10592,5632,Kromme Rijn,0,0,0
121,359,49,49,448.8326170286909,2700,2700,119,0,420,8634,10603,5616,Kromme Rijn,0,0,0
119,376,69,69,337.52620545073376,2700,2700,117,0,420,8617,10597,5654,UMC,0,0,0
116,307,35,35,326.9371388135393,2700,2700,118,0,420,8587,10601,5634,Heidelberglaan,0,0,0
113,325,13,13,64.00937866354045,2700,2700,118,0,420,8664,10618,5651,Kromme Rijn,0,0,0
114,317,0,0,0,2700,2706,118,0,375,8641,10600,5607,UMC,0,0,0
