stop,direction,time,average,sd,passenger_count,percentage_out
Vaartsche Rijn,0,375,0.0,0.0,6,0.0
Vaartsche Rijn,0,390,0.5555555555555556,0.5113099925649136,6,0.16666666666666666
Vaartsche Rijn,0,405,0.0,0.0,7,0.0
Vaartsche Rijn,0,420,0.1,0.23883257361061286,8,0.0
Vaartsche Rijn,0,435,3.8421052631578947,2.819762082349892,7,0.0
Vaartsche Rijn,0,450,6.0,2.888400447108597,10,1.1
Vaartsche Rijn,0,465,19.05,4.7730348258700985,9,0.4444444444444444
Vaartsche Rijn,0,480,10.45,2.0816162696318115,1,1.0
Vaartsche Rijn,0,495,16.9,3.4716651647866965,5,1.2
Vaartsche Rijn,0,510,9.05,2.982955346442527,5,0.8
Vaartsche Rijn,0,525,16.0,6.077500529962751,13,1.6923076923076923
Vaartsche Rijn,0,540,40.5,7.4423066024850355,17,0.47058823529411764
Vaartsche Rijn,0,555,12.142857142857142,3.785906142188461,4,0.0
Vaartsche Rijn,0,570,18.952380952380953,4.310818703533801,4,2.75
Vaartsche Rijn,0,585,15.523809523809524,3.2027420963633344,1,4.0
Vaartsche Rijn,0,600,11.571428571428571,2.5935656434975174,15,0.2
Vaartsche Rijn,0,615,14.666666666666666,4.825656071638252,13,1.2307692307692308
Vaartsche Rijn,0,630,22.61904761904762,4.204527777316704,27,0.4074074074074074
Vaartsche Rijn,0,645,41.42857142857143,7.605435563037772,7,3.4285714285714284
Vaartsche Rijn,0,660,44.04761904761905,8.657002033644575,75,0.0
Vaartsche Rijn,0,675,28.6,5.463874407528735,35,0.37142857142857144
Vaartsche Rijn,0,690,28.333333333333332,5.674483844348039,28,0.2857142857142857
Vaartsche Rijn,0,705,35.57142857142857,6.932490348794924,17,0.23529411764705882
Vaartsche Rijn,0,720,31.761904761904763,6.695617824755132,86,0.20930232558139536
Vaartsche Rijn,0,735,49.76190476190476,8.500889568556348,76,0.21052631578947367
Vaartsche Rijn,0,750,40.857142857142854,8.144972061209499,145,0.14482758620689656
Vaartsche Rijn,0,765,51.38095238095238,9.402566409553936,48,0.4583333333333333
Vaartsche Rijn,0,780,74.57142857142857,15.449455951620223,59,0.5932203389830508
Vaartsche Rijn,0,795,65.57142857142857,10.380870597774424,15,1.9333333333333333
Vaartsche Rijn,0,810,49.42857142857143,8.949581568593304,53,0.18867924528301888
Vaartsche Rijn,0,825,29.904761904761905,7.868384548929727,72,0.3611111111111111
Vaartsche Rijn,0,840,29.476190476190474,5.945113010823033,32,0.40625
Vaartsche Rijn,0,855,24.714285714285715,5.256165211185121,76,0.06578947368421052
Vaartsche Rijn,0,870,43.714285714285715,10.59323321095836,87,0.26436781609195403
Vaartsche Rijn,0,885,46.095238095238095,8.269201850730232,69,0.4057971014492754
Vaartsche Rijn,0,900,53.523809523809526,10.328545209943467,124,0.2903225806451613
Vaartsche Rijn,0,915,62.714285714285715,12.829535229553299,73,0.4246575342465753
Vaartsche Rijn,0,930,59.476190476190474,9.582491541563924,70,0.5
Vaartsche Rijn,0,945,58.333333333333336,10.699489311985444,127,0.2047244094488189
Vaartsche Rijn,0,960,48.61904761904762,8.183781769110077,111,0.17117117117117117
Vaartsche Rijn,0,975,55.714285714285715,10.255042936607289,76,0.4605263157894737
Vaartsche Rijn,0,990,72.61904761904762,13.149753886688428,137,0.16058394160583941
Vaartsche Rijn,0,1005,55.285714285714285,8.574015939976674,110,0.16363636363636364
Vaartsche Rijn,0,1020,53.95238095238095,9.87576943421667,112,0.08035714285714286
